player_id,g,ab,r,h,double,triple,hr,rbi,sb,cs,so,g_idp,BB,SAC,TB,XBH,AVG,OBP,SLG,OPS
maynebr01,1279,3614.0,359.0,951.0,178.0,8.0,38.0,403.0,18.0,27.0,580.0,119.0,446.0,79.0,1259.0,224.0,0.263,0.338,0.348,0.686
mayoed01,834,3013.0,350.0,759.0,119.0,16.0,26.0,287.0,29.0,38.0,175.0,72.0,270.0,109.0,988.0,161.0,0.252,0.303,0.328,0.631
mayoja01,139,240.0,25.0,51.0,10.0,1.0,1.0,12.0,2.0,3.0,35.0,5.0,27.0,1.0,66.0,12.0,0.212,0.291,0.275,0.566
maypi01,665,2215.0,210.0,610.0,102.0,11.0,4.0,215.0,13.0,0.0,121.0,69.0,270.0,61.0,746.0,117.0,0.275,0.346,0.337,0.683
mayru01,536,341.0,12.0,42.0,9.0,0.0,0.0,14.0,0.0,0.0,164.0,4.0,24.0,18.0,51.0,9.0,0.123,0.172,0.15,0.322
maysal01,160,537.0,50.0,86.0,21.0,7.0,3.0,46.0,12.0,0.0,10.0,0.0,37.0,0.0,130.0,31.0,0.16,0.214,0.242,0.456
maysca01,502,1085.0,113.0,291.0,32.0,21.0,5.0,110.0,1.0,1.0,116.0,0.0,70.0,44.0,380.0,58.0,0.268,0.301,0.35,0.651
maysema01,25,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
maysjo01,206,24.0,1.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,9.0,0.0,3.0,4.0,8.0,2.0,0.25,0.29,0.333,0.623
maysoed01,76,136.0,16.0,36.0,3.0,1.0,2.0,11.0,1.0,0.0,30.0,2.0,9.0,7.0,47.0,6.0,0.265,0.296,0.346,0.642
mayswi01,2992,10881.0,2062.0,3283.0,523.0,140.0,660.0,1903.0,338.0,103.0,1526.0,251.0,1700.0,104.0,6066.0,1323.0,0.302,0.393,0.557,0.95
maytr01,58,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mazalu01,45,79.0,7.0,18.0,1.0,0.0,1.0,4.0,0.0,0.0,11.0,5.0,6.0,3.0,22.0,2.0,0.228,0.273,0.278,0.551
mazerbi01,2163,7755.0,769.0,2016.0,294.0,62.0,138.0,853.0,27.0,23.0,706.0,194.0,577.0,157.0,2848.0,494.0,0.26,0.305,0.367,0.672
mazzavi01,138,17.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,5.0,3.0,0.0,0.176,0.136,0.176,0.312
mazzeme01,207,507.0,75.0,136.0,22.0,8.0,10.0,66.0,2.0,1.0,71.0,6.0,49.0,10.0,204.0,40.0,0.268,0.327,0.402,0.729
mazzile01,1475,4124.0,571.0,1068.0,191.0,24.0,93.0,460.0,197.0,90.0,627.0,63.0,703.0,45.0,1586.0,308.0,0.259,0.364,0.385,0.749
mcadaja01,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcafebi01,83,52.0,4.0,9.0,2.0,1.0,1.0,3.0,0.0,0.0,12.0,0.0,1.0,4.0,16.0,4.0,0.173,0.175,0.308,0.483
mcaleja01,86,268.0,33.0,57.0,7.0,0.0,0.0,12.0,18.0,0.0,0.0,0.0,41.0,4.0,64.0,7.0,0.213,0.313,0.239,0.552
mcaleji01,1020,3977.0,619.0,1007.0,114.0,39.0,12.0,469.0,262.0,0.0,290.0,0.0,403.0,34.0,1235.0,165.0,0.253,0.319,0.311,0.63
mcallbi01,49,85.0,3.0,13.0,4.0,0.0,0.0,6.0,2.0,0.0,12.0,0.0,11.0,3.0,17.0,4.0,0.153,0.242,0.2,0.442
mcallsp01,418,1450.0,157.0,358.0,38.0,18.0,5.0,164.0,32.0,0.0,2.0,0.0,82.0,37.0,447.0,61.0,0.247,0.28,0.308,0.588
mcallza01,133,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.167,0.167,0.167,0.334
mcanaer01,112,204.0,15.0,27.0,1.0,0.0,1.0,9.0,0.0,1.0,66.0,3.0,4.0,16.0,31.0,2.0,0.132,0.138,0.152,0.29
mcanaji01,93,241.0,23.0,61.0,10.0,3.0,0.0,27.0,2.0,1.0,38.0,2.0,26.0,1.0,77.0,13.0,0.253,0.325,0.32,0.645
mcandji01,162,201.0,12.0,20.0,6.0,0.0,0.0,9.0,0.0,1.0,83.0,1.0,21.0,30.0,26.0,6.0,0.1,0.163,0.129,0.292
mcanupa01,133,234.0,23.0,47.0,9.0,1.0,6.0,23.0,1.0,0.0,73.0,0.0,43.0,2.0,76.0,16.0,0.201,0.323,0.325,0.648
mcatebu01,51,264.0,64.0,65.0,11.0,3.0,0.0,25.0,5.0,5.0,4.0,0.0,6.0,0.0,82.0,14.0,0.246,0.263,0.311,0.574
mcauldi01,1763,6185.0,888.0,1530.0,231.0,71.0,197.0,697.0,63.0,59.0,974.0,77.0,974.0,62.0,2494.0,499.0,0.247,0.347,0.403,0.75
mcaulge01,1,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0
mcaulik01,64,179.0,14.0,44.0,8.0,2.0,0.0,13.0,1.0,0.0,28.0,0.0,12.0,13.0,56.0,10.0,0.246,0.275,0.313,0.588
mcavoge01,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcavoto01,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcavowi01,235,674.0,38.0,134.0,18.0,8.0,1.0,53.0,6.0,2.0,87.0,0.0,41.0,15.0,171.0,27.0,0.199,0.24,0.254,0.494
mcbeaal01,425,264.0,21.0,52.0,4.0,2.0,3.0,25.0,0.0,0.0,106.0,2.0,7.0,13.0,69.0,9.0,0.197,0.208,0.261,0.469
mcbrial01,403,1589.0,258.0,464.0,60.0,26.0,12.0,179.0,36.0,0.0,3.0,0.0,158.0,23.0,612.0,98.0,0.292,0.351,0.385,0.736
mcbriba01,1071,3853.0,548.0,1153.0,167.0,55.0,63.0,430.0,183.0,63.0,457.0,64.0,316.0,61.0,1619.0,285.0,0.299,0.347,0.42,0.767
mcbridi01,240,1192.0,208.0,309.0,31.0,2.0,0.0,178.0,9.0,2.0,13.0,0.0,17.0,0.0,344.0,33.0,0.259,0.27,0.289,0.559
mcbrige01,1659,5526.0,516.0,1203.0,140.0,47.0,7.0,447.0,133.0,19.0,271.0,0.0,483.0,226.0,1458.0,194.0,0.218,0.27,0.264,0.534
mcbrijo01,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcbrike01,160,264.0,20.0,38.0,11.0,1.0,1.0,12.0,0.0,0.0,102.0,4.0,12.0,16.0,54.0,13.0,0.144,0.171,0.205,0.376
mcbrima02,72,151.0,19.0,30.0,4.0,0.0,4.0,17.0,0.0,0.0,33.0,4.0,6.0,1.0,46.0,8.0,0.199,0.228,0.305,0.533
mcbripe01,13,29.0,2.0,7.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,2.0,0.241,0.333,0.379,0.712
mcbrito01,408,1186.0,140.0,326.0,39.0,16.0,2.0,141.0,13.0,6.0,63.0,46.0,94.0,18.0,403.0,57.0,0.275,0.324,0.34,0.664
mccabbi01,106,199.0,28.0,32.0,3.0,2.0,0.0,13.0,6.0,2.0,28.0,0.0,17.0,3.0,39.0,5.0,0.161,0.224,0.196,0.42
mccabdi01,6,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccabjo01,28,46.0,2.0,8.0,0.0,0.0,1.0,7.0,1.0,0.0,21.0,0.0,4.0,3.0,11.0,1.0,0.174,0.226,0.239,0.465
mccabra01,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccabsw01,16,46.0,5.0,15.0,2.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,2.0,0.0,17.0,2.0,0.326,0.354,0.37,0.724
mccabti01,22,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.053,0.217,0.053,0.27
mccaf01,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccafha01,44,175.0,24.0,44.0,8.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,64.0,14.0,0.251,0.268,0.366,0.634
mccafsp01,2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
mccahbi01,57,96.0,12.0,20.0,3.0,0.0,0.0,9.0,0.0,0.0,11.0,1.0,6.0,3.0,23.0,3.0,0.208,0.248,0.24,0.488
mccalbr01,7,15.0,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,9.0,2.0,0.2,0.25,0.6,0.85
mccaldu01,30,53.0,3.0,9.0,2.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,4.0,2.0,11.0,2.0,0.17,0.22,0.208,0.428
mccalwi01,134,48.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,0.0,4.0,4.0,7.0,0.0,0.146,0.196,0.146,0.342
mccamra01,28,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.5
mccanbr01,1380,4823.0,589.0,1293.0,257.0,4.0,225.0,830.0,23.0,8.0,804.0,139.0,616.0,53.0,2233.0,486.0,0.268,0.348,0.463,0.811
mccanem01,71,194.0,19.0,44.0,6.0,1.0,0.0,18.0,2.0,2.0,8.0,0.0,9.0,4.0,52.0,7.0,0.227,0.256,0.268,0.524
mccange01,9,22.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.045,0.154,0.045,0.199
mccanja01,128,437.0,52.0,95.0,6.0,8.0,5.0,35.0,9.0,0.0,99.0,0.0,51.0,7.0,132.0,19.0,0.217,0.295,0.302,0.597
mccanja02,123,413.0,34.0,109.0,19.0,5.0,7.0,41.0,1.0,1.0,92.0,17.0,19.0,5.0,159.0,31.0,0.264,0.293,0.385,0.678
mccaral01,432,1335.0,136.0,306.0,34.0,11.0,5.0,122.0,23.0,5.0,123.0,0.0,124.0,60.0,377.0,50.0,0.229,0.283,0.282,0.565
mccarar01,10,28.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.071,0.133,0.071,0.204
mccarbi01,4,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.091,0.091,0.091,0.182
mccarbi02,1,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccarbi03,69,216.0,28.0,53.0,10.0,1.0,3.0,27.0,0.0,1.0,39.0,0.0,26.0,6.0,74.0,14.0,0.245,0.319,0.343,0.662
mccarbr01,211,81.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,35.0,0.0,4.0,8.0,5.0,0.0,0.062,0.097,0.062,0.159
mccarda01,632,1493.0,182.0,362.0,68.0,8.0,36.0,175.0,9.0,9.0,367.0,42.0,143.0,14.0,554.0,112.0,0.242,0.306,0.371,0.677
mccarfr01,19,85.0,17.0,28.0,4.0,1.0,0.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,34.0,5.0,0.329,0.337,0.4,0.737
mccarja01,1091,4195.0,550.0,1203.0,171.0,66.0,7.0,474.0,145.0,0.0,13.0,0.0,292.0,153.0,1527.0,244.0,0.287,0.322,0.364,0.686
mccarje01,2,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,0.333,0.333,0.666
mccarjo01,20,79.0,12.0,18.0,0.0,1.0,0.0,12.0,3.0,0.0,9.0,0.0,2.0,0.0,20.0,1.0,0.228,0.247,0.253,0.5
mccarjo02,16,39.0,3.0,9.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,2.0,0.231,0.268,0.282,0.55
mccarjo03,542,1557.0,182.0,432.0,72.0,16.0,25.0,209.0,8.0,0.0,114.0,35.0,96.0,19.0,611.0,113.0,0.277,0.316,0.392,0.708
mccarle01,532,1479.0,113.0,393.0,47.0,20.0,5.0,137.0,20.0,4.0,109.0,0.0,113.0,50.0,495.0,72.0,0.266,0.308,0.335,0.643
mccarro01,4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccarti01,1909,5529.0,590.0,1501.0,242.0,57.0,97.0,645.0,61.0,49.0,422.0,99.0,697.0,99.0,2148.0,396.0,0.271,0.348,0.388,0.736
mccarto01,1275,5128.0,1069.0,1496.0,192.0,53.0,44.0,735.0,468.0,0.0,163.0,0.0,587.0,24.0,1926.0,289.0,0.292,0.363,0.376,0.739
mccarto02,28,57.0,5.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,1.0,0.14,0.182,0.158,0.34
mccaual01,188,677.0,106.0,170.0,30.0,16.0,2.0,78.0,17.0,0.0,51.0,0.0,111.0,0.0,238.0,48.0,0.251,0.357,0.352,0.709
mccaubi01,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccauji01,39,122.0,10.0,23.0,3.0,1.0,0.0,10.0,2.0,0.0,15.0,0.0,24.0,0.0,28.0,4.0,0.189,0.322,0.23,0.552
mccaupa01,37,119.0,14.0,23.0,3.0,0.0,3.0,12.0,3.0,0.0,9.0,0.0,8.0,3.0,35.0,6.0,0.193,0.238,0.294,0.532
mccheha01,22,88.0,9.0,23.0,6.0,2.0,0.0,11.0,2.0,0.0,0.0,0.0,4.0,0.0,33.0,8.0,0.261,0.293,0.375,0.668
mcclajo01,43,75.0,4.0,15.0,4.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,1.0,3.0,19.0,4.0,0.2,0.203,0.253,0.456
mcclape01,7,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.5,0.667,0.5,1.167
mcclasc01,44,78.0,11.0,15.0,2.0,0.0,2.0,8.0,0.0,1.0,18.0,1.0,10.0,0.0,23.0,4.0,0.192,0.284,0.295,0.579
mcclebi01,792,3197.0,533.0,773.0,129.0,33.0,6.0,304.0,132.0,0.0,95.0,0.0,289.0,0.0,986.0,168.0,0.242,0.305,0.308,0.613
mccleha01,344,1162.0,130.0,257.0,54.0,8.0,4.0,98.0,23.0,16.0,103.0,0.0,73.0,66.0,339.0,66.0,0.221,0.254,0.292,0.546
mccleje01,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25
mccleky01,269,46.0,3.0,6.0,1.0,0.0,0.0,4.0,0.0,0.0,18.0,1.0,1.0,6.0,7.0,1.0,0.13,0.132,0.152,0.284
mcclell01,570,1204.0,150.0,294.0,54.0,3.0,35.0,154.0,15.0,12.0,165.0,24.0,158.0,20.0,459.0,92.0,0.244,0.327,0.381,0.708
mcclemi01,35,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.5
mcclepa01,17,23.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,4.0,0.0,0.174,0.192,0.174,0.366
mccleza01,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcclo01,11,40.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,7.0,0.0,0.175,0.195,0.175,0.37
mcclobi01,9,30.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.1,0.2
mccloji01,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcclojo01,12,19.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.158,0.2,0.211,0.411
mcclubo01,699,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.222,0.222,0.222,0.444
mccluha01,2,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.333,0.333,0.333,0.666
mccluha02,3,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcclula01,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccluse01,177,27.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,6.0,1.0,0.185,0.167,0.222,0.389
mccolal01,46,37.0,4.0,5.0,2.0,0.0,0.0,2.0,0.0,0.0,8.0,0.0,2.0,0.0,7.0,2.0,0.135,0.179,0.189,0.368
mcconam01,409,1506.0,202.0,398.0,30.0,22.0,3.0,119.0,72.0,0.0,0.0,0.0,134.0,45.0,481.0,55.0,0.264,0.316,0.319,0.635
mcconge01,176,385.0,35.0,88.0,12.0,5.0,1.0,33.0,3.0,0.0,32.0,0.0,10.0,10.0,113.0,18.0,0.229,0.242,0.294,0.536
mcconra01,7,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.125,0.125,0.25,0.375
mcconsa01,6,11.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,1.0,0.182,0.25,0.273,0.523
mcconsa02,10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccoobi01,292,101.0,2.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,53.0,2.0,4.0,4.0,7.0,0.0,0.069,0.101,0.069,0.17
mccorba01,989,3645.0,433.0,867.0,110.0,42.0,15.0,417.0,130.0,0.0,30.0,0.0,305.0,79.0,1106.0,167.0,0.238,0.291,0.303,0.594
mccorbi01,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.167,0.0,0.167
mccordo01,5,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.4,0.4,0.4,0.8
mccorfr01,1534,5723.0,722.0,1711.0,334.0,26.0,128.0,951.0,27.0,0.0,189.0,176.0,426.0,58.0,2481.0,488.0,0.299,0.344,0.434,0.778
mccorha01,110,423.0,33.0,86.0,6.0,3.0,1.0,38.0,0.0,0.0,28.0,0.0,8.0,0.0,101.0,10.0,0.203,0.218,0.239,0.457
mccorje01,202,841.0,104.0,220.0,36.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,276.0,46.0,0.262,0.268,0.328,0.596
mccorji01,534,2082.0,246.0,491.0,66.0,22.0,4.0,178.0,10.0,0.0,127.0,0.0,22.0,0.0,613.0,92.0,0.236,0.244,0.294,0.538
mccorji02,3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.083,0.0,0.083
mccormi01,105,347.0,28.0,64.0,5.0,4.0,0.0,27.0,22.0,0.0,0.0,0.0,45.0,6.0,77.0,9.0,0.184,0.274,0.222,0.496
mccormi02,748,2325.0,302.0,640.0,100.0,29.0,14.0,215.0,16.0,3.0,173.0,67.0,191.0,72.0,840.0,143.0,0.275,0.321,0.361,0.682
mccormi03,487,738.0,54.0,115.0,12.0,1.0,7.0,39.0,0.0,2.0,275.0,8.0,41.0,60.0,150.0,20.0,0.156,0.186,0.203,0.389
mccormo01,418,1247.0,165.0,356.0,62.0,26.0,6.0,133.0,30.0,0.0,22.0,0.0,104.0,24.0,488.0,94.0,0.285,0.335,0.391,0.726
mccosba01,1170,4172.0,664.0,1301.0,214.0,71.0,24.0,397.0,58.0,31.0,261.0,62.0,507.0,81.0,1729.0,309.0,0.312,0.38,0.414,0.794
mccovwi01,2588,8197.0,1229.0,2211.0,353.0,46.0,521.0,1555.0,26.0,22.0,1550.0,176.0,1674.0,75.0,4219.0,920.0,0.27,0.391,0.515,0.906
mccoyar01,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25
mccoybe01,337,1214.0,182.0,327.0,52.0,18.0,16.0,156.0,8.0,6.0,122.0,30.0,191.0,18.0,463.0,86.0,0.269,0.364,0.381,0.745
mccoymi01,170,336.0,46.0,64.0,13.0,0.0,3.0,20.0,21.0,4.0,69.0,1.0,39.0,6.0,86.0,16.0,0.19,0.27,0.256,0.526
mccrale01,38,74.0,2.0,9.0,2.0,0.0,0.0,5.0,0.0,1.0,20.0,0.0,0.0,3.0,11.0,2.0,0.122,0.117,0.149,0.266
mccraqu01,998,2462.0,359.0,675.0,118.0,32.0,21.0,244.0,89.0,44.0,445.0,50.0,249.0,79.0,920.0,171.0,0.274,0.331,0.374,0.705
mccraro01,67,14.0,13.0,3.0,0.0,0.0,0.0,1.0,9.0,1.0,6.0,0.0,1.0,0.0,3.0,0.0,0.214,0.267,0.214,0.481
mccrato01,1468,3956.0,484.0,972.0,150.0,42.0,75.0,404.0,143.0,68.0,544.0,70.0,420.0,68.0,1431.0,267.0,0.246,0.313,0.362,0.675
mccreed01,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccrefr01,1,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4
mccreto01,799,2951.0,464.0,855.0,99.0,76.0,26.0,386.0,116.0,0.0,73.0,0.0,318.0,75.0,1184.0,201.0,0.29,0.351,0.401,0.752
mccrewa01,56,213.0,40.0,69.0,5.0,0.0,0.0,20.0,10.0,0.0,0.0,0.0,26.0,3.0,74.0,5.0,0.324,0.393,0.347,0.74
mccuefr01,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcculch01,29,95.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.032,0.089,0.032,0.121
mcculcl01,1098,3121.0,308.0,785.0,121.0,28.0,52.0,339.0,27.0,1.0,398.0,87.0,288.0,53.0,1118.0,201.0,0.252,0.31,0.358,0.668
mcculla01,312,48.0,5.0,5.0,2.0,0.0,0.0,4.0,1.0,0.0,23.0,0.0,5.0,6.0,7.0,2.0,0.104,0.169,0.146,0.315
mcculla02,22,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcculpa01,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcculph01,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccurha01,543,1157.0,148.0,326.0,71.0,12.0,9.0,148.0,12.0,9.0,108.0,0.0,132.0,25.0,448.0,92.0,0.282,0.349,0.387,0.736
mccurje01,111,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mccutan01,1037,3865.0,639.0,1151.0,236.0,39.0,151.0,558.0,154.0,55.0,779.0,56.0,646.0,44.0,1918.0,426.0,0.298,0.395,0.496,0.891
mccutda01,109,30.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,8.0,0.0,2.0,3.0,2.0,0.0,0.067,0.114,0.067,0.181
mcdanli01,988,378.0,19.0,56.0,11.0,0.0,3.0,17.0,0.0,0.0,159.0,4.0,9.0,25.0,76.0,14.0,0.148,0.158,0.201,0.359
mcdante01,23,29.0,3.0,6.0,1.0,0.0,0.0,2.0,2.0,0.0,11.0,0.0,1.0,0.0,7.0,1.0,0.207,0.233,0.241,0.474
mcdanvo01,19,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
mcdavra01,20,45.0,4.0,10.0,1.0,0.0,0.0,2.0,2.0,1.0,14.0,1.0,3.0,0.0,11.0,1.0,0.222,0.271,0.244,0.515
mcderjo01,9,40.0,6.0,11.0,3.0,0.0,0.0,4.0,1.0,0.0,3.0,0.0,2.0,0.0,14.0,3.0,0.275,0.31,0.35,0.66
mcdermi01,9,33.0,7.0,6.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,8.0,2.0,0.182,0.229,0.242,0.471
mcdermi02,58,143.0,18.0,31.0,5.0,4.0,0.0,10.0,1.0,0.0,13.0,0.0,16.0,1.0,44.0,9.0,0.217,0.294,0.308,0.602
mcdermi03,443,619.0,71.0,156.0,29.0,2.0,9.0,74.0,1.0,2.0,112.0,17.0,56.0,9.0,216.0,40.0,0.252,0.31,0.349,0.659
mcderre01,5,15.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,5.0,1.0,0.267,0.278,0.333,0.611
mcderte01,9,23.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,3.0,0.0,0.13,0.192,0.13,0.322
mcdevda01,155,123.0,12.0,17.0,2.0,0.0,0.0,7.0,0.0,0.0,52.0,0.0,7.0,9.0,19.0,2.0,0.138,0.173,0.154,0.327
mcdonbe01,211,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcdonda01,33,62.0,3.0,9.0,3.0,0.0,1.0,6.0,0.0,1.0,19.0,2.0,6.0,2.0,15.0,4.0,0.145,0.214,0.242,0.456
