player_id,g,ab,r,h,double,triple,hr,rbi,sb,cs,so,g_idp,BB,SAC,TB,XBH,AVG,OBP,SLG,OPS
frencbi01,5,18.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.222,0.222,0.222,0.444
frencch01,105,377.0,36.0,78.0,5.0,2.0,0.0,20.0,13.0,0.0,0.0,0.0,32.0,9.0,87.0,7.0,0.207,0.263,0.231,0.494
frencji01,234,607.0,53.0,119.0,17.0,4.0,5.0,51.0,3.0,6.0,78.0,10.0,132.0,12.0,159.0,26.0,0.196,0.334,0.262,0.596
frencla01,570,1057.0,83.0,199.0,27.0,5.0,1.0,84.0,3.0,0.0,210.0,20.0,52.0,84.0,239.0,33.0,0.188,0.21,0.226,0.436
frenclu01,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frencpa01,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frencra01,82,187.0,29.0,36.0,6.0,1.0,0.0,19.0,3.0,1.0,21.0,0.0,15.0,6.0,44.0,7.0,0.193,0.245,0.235,0.48
frencwa01,397,981.0,142.0,297.0,45.0,12.0,2.0,109.0,13.0,7.0,62.0,0.0,49.0,41.0,372.0,59.0,0.303,0.323,0.379,0.702
freybe01,260,385.0,33.0,98.0,9.0,3.0,0.0,23.0,2.0,0.0,67.0,3.0,28.0,13.0,113.0,12.0,0.255,0.296,0.294,0.59
freylo01,1535,5517.0,848.0,1482.0,263.0,69.0,61.0,549.0,105.0,0.0,525.0,73.0,780.0,105.0,2066.0,393.0,0.269,0.353,0.374,0.727
freyst01,314,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
friasca01,32,28.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,2.0,1.0,1.0,0.0,0.036,0.097,0.036,0.133
friasha01,173,311.0,53.0,72.0,9.0,3.0,4.0,25.0,6.0,5.0,45.0,7.0,49.0,1.0,99.0,16.0,0.232,0.335,0.318,0.653
friaspe01,724,1346.0,132.0,323.0,49.0,8.0,1.0,108.0,12.0,8.0,136.0,31.0,68.0,47.0,391.0,58.0,0.24,0.268,0.29,0.558
fribebe01,1299,4169.0,544.0,1170.0,181.0,44.0,38.0,471.0,51.0,60.0,498.0,0.0,487.0,139.0,1553.0,263.0,0.281,0.346,0.373,0.719
fricama01,100,113.0,9.0,16.0,1.0,0.0,0.0,1.0,1.0,1.0,42.0,1.0,5.0,10.0,17.0,1.0,0.142,0.164,0.15,0.314
fridask01,7,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.222,0.3,0.222,0.522
fridlji01,152,424.0,50.0,105.0,12.0,5.0,8.0,53.0,3.0,4.0,83.0,16.0,38.0,6.0,151.0,25.0,0.248,0.306,0.356,0.662
friedbo01,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
friedch01,101,33.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,3.0,1.0,3.0,0.0,0.091,0.162,0.091,0.253
frielbi01,283,994.0,123.0,244.0,33.0,17.0,6.0,80.0,23.0,0.0,0.0,0.0,65.0,29.0,329.0,56.0,0.245,0.284,0.331,0.615
frielpa01,64,269.0,53.0,67.0,9.0,2.0,3.0,21.0,34.0,0.0,0.0,0.0,20.0,0.0,89.0,14.0,0.249,0.301,0.331,0.632
frienbo01,602,1137.0,56.0,138.0,16.0,2.0,2.0,60.0,0.0,0.0,375.0,14.0,38.0,122.0,164.0,20.0,0.121,0.136,0.144,0.28
frienda01,69,238.0,28.0,61.0,9.0,3.0,1.0,20.0,3.0,0.0,6.0,0.0,9.0,6.0,79.0,13.0,0.256,0.277,0.332,0.609
frienfr01,2,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2,0.333,0.2,0.533
frienow01,208,598.0,69.0,136.0,24.0,2.0,13.0,76.0,2.0,2.0,109.0,23.0,57.0,15.0,203.0,39.0,0.227,0.288,0.339,0.627
frierbu01,5,11.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.273,0.333,0.364,0.697
frierer01,298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
friespe01,4,13.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,0.308,0.4,0.462,0.862
frilljo01,16,24.0,2.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.167,0.192,0.167,0.359
frisbch01,46,165.0,24.0,52.0,5.0,2.0,0.0,23.0,10.0,0.0,0.0,0.0,13.0,8.0,61.0,7.0,0.315,0.349,0.37,0.719
friscfr01,2311,9112.0,1532.0,2880.0,466.0,138.0,105.0,1244.0,419.0,74.0,272.0,55.0,759.0,229.0,3937.0,709.0,0.316,0.36,0.432,0.792
friseda01,351,78.0,3.0,14.0,1.0,0.0,0.0,4.0,2.0,0.0,25.0,2.0,4.0,2.0,15.0,1.0,0.179,0.214,0.192,0.406
friskem01,158,506.0,73.0,135.0,15.0,6.0,4.0,45.0,7.0,0.0,0.0,0.0,61.0,11.0,174.0,25.0,0.267,0.339,0.344,0.683
fritzch01,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fritzha01,149,423.0,44.0,96.0,13.0,5.0,3.0,39.0,6.0,0.0,49.0,0.0,40.0,22.0,128.0,21.0,0.227,0.28,0.303,0.583
fritzla01,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frobedo01,268,542.0,70.0,109.0,21.0,4.0,20.0,58.0,13.0,10.0,155.0,14.0,65.0,8.0,198.0,45.0,0.201,0.283,0.365,0.648
frocksa01,63,117.0,6.0,20.0,0.0,0.0,0.0,9.0,1.0,0.0,34.0,0.0,1.0,5.0,20.0,0.0,0.171,0.171,0.171,0.342
froelbe01,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frohwto01,284,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
frommar01,252,476.0,32.0,77.0,11.0,5.0,0.0,21.0,1.0,0.0,59.0,0.0,13.0,26.0,98.0,16.0,0.162,0.175,0.206,0.381
fryech01,18,19.0,1.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,8.0,1.0,0.263,0.263,0.421,0.684
fryeje01,667,2155.0,316.0,626.0,135.0,11.0,16.0,194.0,56.0,25.0,279.0,40.0,236.0,62.0,831.0,162.0,0.29,0.351,0.386,0.737
fryerer01,65,140.0,20.0,34.0,7.0,0.0,2.0,11.0,2.0,1.0,37.0,1.0,19.0,0.0,47.0,9.0,0.243,0.333,0.336,0.669
fryje01,4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1
fryjo01,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
frymatr01,1698,6481.0,895.0,1776.0,345.0,40.0,223.0,1022.0,72.0,38.0,1369.0,154.0,662.0,93.0,2870.0,608.0,0.274,0.337,0.443,0.78
frymawo01,625,609.0,22.0,84.0,6.0,0.0,2.0,25.0,1.0,0.0,177.0,2.0,15.0,65.0,96.0,8.0,0.138,0.144,0.158,0.302
fuchsch01,47,43.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,12.0,2.0,1.0,3.0,3.0,0.0,0.07,0.085,0.07,0.155
fuentbr01,650,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fuentmi01,8,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.333,0.25,0.333,0.583
fuentmi02,9,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,0.25,0.333,0.25,0.583
fuentre01,23,33.0,4.0,5.0,0.0,0.0,0.0,1.0,3.0,0.0,16.0,0.0,3.0,0.0,5.0,0.0,0.152,0.222,0.152,0.374
fuentti01,1499,5566.0,610.0,1491.0,211.0,46.0,45.0,438.0,80.0,47.0,561.0,107.0,354.0,176.0,1929.0,302.0,0.268,0.303,0.347,0.65
fuhrmol01,6,6.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.333,0.333,0.5,0.833
fuhros01,63,43.0,4.0,9.0,1.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,2.0,1.0,10.0,1.0,0.209,0.239,0.233,0.472
fukudko01,596,1929.0,264.0,498.0,111.0,13.0,42.0,195.0,29.0,29.0,402.0,35.0,332.0,32.0,761.0,166.0,0.258,0.362,0.395,0.757
fulchje01,163,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.25,0.25,0.5,0.75
fuldsa01,599,1354.0,177.0,308.0,60.0,18.0,12.0,112.0,67.0,20.0,227.0,20.0,163.0,22.0,440.0,90.0,0.227,0.306,0.325,0.631
fulghdo01,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333
fulghjo01,38,69.0,4.0,6.0,2.0,0.0,0.0,4.0,0.0,0.0,38.0,0.0,6.0,14.0,8.0,2.0,0.087,0.135,0.116,0.251
fullecu01,115,110.0,9.0,20.0,2.0,1.0,0.0,6.0,0.0,0.0,26.0,0.0,15.0,4.0,24.0,3.0,0.182,0.271,0.218,0.489
fulleed01,2,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.143,0.143,0.143,0.286
fullefr01,40,63.0,11.0,11.0,0.0,0.0,0.0,3.0,6.0,4.0,12.0,0.0,11.0,1.0,11.0,0.0,0.175,0.293,0.175,0.468
fulleha01,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fulleji01,107,315.0,24.0,61.0,17.0,0.0,11.0,41.0,1.0,1.0,130.0,4.0,26.0,3.0,111.0,28.0,0.194,0.253,0.352,0.605
fullejo01,3,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,0.333,0.333,0.666
fulleni01,3,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
fullesh01,964,3679.0,652.0,867.0,97.0,43.0,6.0,350.0,260.0,0.0,198.0,0.0,472.0,7.0,1068.0,146.0,0.236,0.322,0.29,0.612
fulleve01,325,785.0,67.0,182.0,33.0,4.0,14.0,65.0,6.0,6.0,172.0,16.0,89.0,13.0,265.0,51.0,0.232,0.306,0.338,0.644
fullich01,590,1855.0,305.0,548.0,92.0,14.0,12.0,167.0,46.0,0.0,113.0,22.0,146.0,23.0,704.0,118.0,0.295,0.343,0.38,0.723
fullmbr01,807,2789.0,395.0,778.0,203.0,16.0,114.0,442.0,32.0,21.0,373.0,71.0,286.0,23.0,1355.0,333.0,0.279,0.343,0.486,0.829
fulmech01,583,2440.0,360.0,636.0,70.0,30.0,8.0,261.0,14.0,8.0,66.0,0.0,42.0,0.0,790.0,108.0,0.261,0.273,0.324,0.597
fulmech02,252,876.0,176.0,216.0,37.0,9.0,1.0,85.0,76.0,0.0,12.0,0.0,128.0,0.0,274.0,47.0,0.247,0.343,0.313,0.656
fulmewa01,1,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,1.0
fultzaa01,464,19.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,5.0,0.0,0.263,0.25,0.263,0.513
fultzda01,644,2393.0,369.0,648.0,84.0,26.0,3.0,223.0,189.0,0.0,0.0,0.0,221.0,99.0,793.0,113.0,0.271,0.32,0.331,0.651
fundema01,31,85.0,9.0,25.0,8.0,1.0,2.0,15.0,0.0,1.0,13.0,4.0,7.0,3.0,41.0,11.0,0.294,0.337,0.482,0.819
funkfr01,138,45.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,26.0,0.0,3.0,0.0,3.0,0.0,0.067,0.125,0.067,0.192
funkli01,273,976.0,134.0,261.0,47.0,16.0,6.0,105.0,29.0,21.0,58.0,0.0,78.0,34.0,358.0,69.0,0.267,0.312,0.367,0.679
funkto01,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
furcara01,1614,6477.0,1063.0,1817.0,311.0,69.0,113.0,587.0,314.0,94.0,910.0,84.0,689.0,94.0,2605.0,493.0,0.281,0.345,0.402,0.747
furilca01,1806,6378.0,895.0,1910.0,324.0,56.0,192.0,1058.0,48.0,26.0,436.0,207.0,589.0,83.0,2922.0,572.0,0.299,0.354,0.458,0.812
furmajj01,29,43.0,8.0,8.0,2.0,1.0,0.0,2.0,0.0,0.0,12.0,0.0,9.0,0.0,12.0,3.0,0.186,0.327,0.279,0.606
fussech01,40,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusseed01,109,462.0,75.0,124.0,19.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,152.0,23.0,0.268,0.281,0.329,0.61
fussefr01,80,100.0,11.0,15.0,2.0,0.0,2.0,3.0,0.0,0.0,26.0,0.0,5.0,1.0,23.0,4.0,0.15,0.189,0.23,0.419
fussele01,43,71.0,6.0,12.0,4.0,0.0,1.0,3.0,0.0,0.0,9.0,3.0,0.0,2.0,19.0,5.0,0.169,0.164,0.268,0.432
fyhrimi01,84,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gabbaka01,34,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.25,0.25,0.25,0.5
gablefr01,113,107.0,4.0,21.0,5.0,1.0,0.0,13.0,0.0,0.0,28.0,5.0,5.0,6.0,28.0,6.0,0.196,0.22,0.262,0.482
gablega01,3,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gablega02,58,42.0,3.0,6.0,0.0,1.0,0.0,2.0,1.0,0.0,15.0,0.0,2.0,1.0,8.0,1.0,0.143,0.178,0.19,0.368
gableke01,62,63.0,5.0,10.0,4.0,0.0,0.0,1.0,0.0,0.0,13.0,1.0,1.0,5.0,14.0,4.0,0.159,0.159,0.222,0.381
gabrile01,5,18.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,4.0,0.0,0.222,0.3,0.222,0.522
gabrile02,708,1764.0,178.0,446.0,64.0,12.0,37.0,176.0,20.0,12.0,315.0,21.0,169.0,27.0,645.0,113.0,0.253,0.314,0.366,0.68
gaddyjo01,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.143,0.0,0.143
gaettga01,2507,8951.0,1130.0,2280.0,443.0,39.0,360.0,1341.0,96.0,65.0,1602.0,236.0,787.0,136.0,3881.0,842.0,0.255,0.311,0.434,0.745
gaffbr01,58,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.1,0.0,0.1
gaffkfa01,129,321.0,43.0,73.0,14.0,4.0,7.0,42.0,2.0,2.0,47.0,4.0,32.0,6.0,116.0,25.0,0.227,0.292,0.361,0.653
gagliph01,702,1411.0,150.0,336.0,50.0,7.0,14.0,159.0,5.0,4.0,184.0,35.0,174.0,27.0,442.0,71.0,0.238,0.316,0.313,0.629
gagneer01,402,86.0,5.0,12.0,2.0,1.0,1.0,3.0,0.0,1.0,25.0,2.0,1.0,12.0,19.0,4.0,0.14,0.131,0.221,0.352
gagnegr01,1798,5673.0,712.0,1440.0,296.0,50.0,111.0,604.0,108.0,96.0,1121.0,111.0,427.0,127.0,2169.0,457.0,0.254,0.3,0.382,0.682
gagnied01,115,389.0,30.0,76.0,13.0,2.0,0.0,29.0,10.0,0.0,29.0,0.0,25.0,11.0,93.0,15.0,0.195,0.238,0.239,0.477
gagnoch01,14,9.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.222,0.222,0.222,0.444
gagusch01,44,154.0,14.0,38.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,47.0,8.0,0.247,0.266,0.305,0.571
gainede01,548,1608.0,218.0,438.0,75.0,36.0,14.0,185.0,54.0,6.0,156.0,0.0,171.0,65.0,627.0,125.0,0.272,0.33,0.39,0.72
gaineja01,23,41.0,4.0,7.0,0.0,0.0,3.0,6.0,1.0,1.0,12.0,0.0,4.0,0.0,16.0,3.0,0.171,0.244,0.39,0.634
gainejo01,362,771.0,104.0,186.0,25.0,9.0,21.0,95.0,14.0,4.0,197.0,16.0,86.0,13.0,292.0,55.0,0.241,0.313,0.379,0.692
gainene01,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gainety01,57,111.0,12.0,24.0,3.0,1.0,1.0,7.0,4.0,1.0,37.0,0.0,12.0,1.0,32.0,5.0,0.216,0.29,0.288,0.578
gaisefr01,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galanau01,1742,5937.0,1004.0,1706.0,336.0,74.0,100.0,830.0,123.0,0.0,393.0,72.0,1004.0,62.0,2490.0,510.0,0.287,0.387,0.419,0.806
galaran01,2257,8096.0,1195.0,2333.0,444.0,32.0,399.0,1425.0,128.0,81.0,2003.0,179.0,867.0,59.0,4038.0,875.0,0.288,0.355,0.499,0.854
galarar01,100,31.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,0.0,3.0,2.0,0.0,0.0,0.0,0.083,0.0,0.083
galatmi01,251,717.0,105.0,192.0,25.0,7.0,1.0,57.0,10.0,12.0,46.0,0.0,96.0,14.0,234.0,33.0,0.268,0.348,0.326,0.674
galehde01,375,665.0,33.0,92.0,6.0,1.0,0.0,26.0,0.0,0.0,201.0,19.0,41.0,55.0,100.0,7.0,0.138,0.175,0.15,0.325
galeri01,195,68.0,6.0,9.0,2.0,0.0,2.0,5.0,0.0,1.0,50.0,0.0,7.0,2.0,17.0,4.0,0.132,0.208,0.25,0.458
galero01,11,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2
gallaal01,442,1264.0,114.0,333.0,42.0,9.0,11.0,130.0,7.0,6.0,164.0,43.0,164.0,25.0,426.0,62.0,0.263,0.342,0.337,0.679
gallabi01,21,80.0,11.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,16.0,4.0,0.138,0.169,0.2,0.369
gallabo01,213,255.0,34.0,56.0,6.0,1.0,2.0,13.0,1.0,1.0,56.0,3.0,19.0,4.0,70.0,9.0,0.22,0.27,0.275,0.545
gallada01,794,2081.0,273.0,564.0,100.0,10.0,17.0,190.0,20.0,24.0,251.0,51.0,201.0,68.0,735.0,127.0,0.271,0.326,0.353,0.679
gallado01,9,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,0.333,0.5,0.333,0.833
gallaed01,9,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallagi01,7,22.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,1.0,0.0,2.0,1.0,0.045,0.087,0.091,0.178
gallaja01,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0
gallaji01,1,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.2,0.4
gallajo01,40,126.0,11.0,25.0,4.0,0.0,0.0,4.0,1.0,0.0,22.0,0.0,5.0,5.0,29.0,4.0,0.198,0.221,0.23,0.451
gallajo02,165,487.0,73.0,133.0,26.0,5.0,16.0,73.0,4.0,1.0,76.0,11.0,29.0,9.0,217.0,47.0,0.273,0.309,0.446,0.755
gallase01,91,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,3.0,0.0,0.0,0.0,0.087,0.0,0.087
gallash01,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gallawi01,14,49.0,9.0,15.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,1.0,17.0,2.0,0.306,0.426,0.347,0.773
gallayo01,253,420.0,36.0,83.0,21.0,0.0,12.0,42.0,0.0,0.0,148.0,5.0,14.0,36.0,140.0,33.0,0.198,0.206,0.333,0.539
gallemi01,1111,2931.0,374.0,700.0,111.0,12.0,42.0,282.0,24.0,31.0,465.0,72.0,363.0,90.0,961.0,165.0,0.239,0.314,0.328,0.642
gallest01,13,18.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.111,0.158,0.111,0.269
gallibe01,245,412.0,27.0,69.0,10.0,2.0,1.0,26.0,3.0,0.0,132.0,0.0,20.0,15.0,86.0,13.0,0.167,0.199,0.209,0.408
galliji01,31,120.0,6.0,20.0,0.0,2.0,0.0,7.0,1.0,0.0,17.0,0.0,7.0,0.0,24.0,2.0,0.167,0.213,0.2,0.413
galliph01,54,51.0,5.0,12.0,3.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,2.0,3.0,15.0,3.0,0.235,0.25,0.294,0.544
galljo01,33,53.0,6.0,13.0,3.0,0.0,2.0,11.0,0.0,0.0,14.0,1.0,2.0,1.0,22.0,5.0,0.245,0.268,0.415,0.683
galloch01,1076,3583.0,391.0,946.0,136.0,46.0,17.0,407.0,79.0,71.0,225.0,0.0,280.0,133.0,1225.0,199.0,0.264,0.307,0.342,0.649
galloji01,21,54.0,4.0,10.0,2.0,0.0,0.0,4.0,2.0,0.0,8.0,0.0,5.0,3.0,12.0,2.0,0.185,0.242,0.222,0.464
gallojo01,36,108.0,16.0,22.0,3.0,1.0,6.0,14.0,3.0,0.0,57.0,0.0,18.0,0.0,45.0,10.0,0.204,0.317,0.417,0.734
gallomi01,160,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galveba01,10,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galvifr01,322,1073.0,104.0,259.0,37.0,11.0,20.0,105.0,12.0,1.0,207.0,22.0,65.0,18.0,378.0,68.0,0.241,0.28,0.352,0.632
galviji01,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galvijo01,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
galvilo01,3,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.222,0.222,0.222,0.444
galvipu01,731,2748.0,278.0,552.0,87.0,31.0,5.0,220.0,23.0,0.0,631.0,0.0,40.0,0.0,716.0,123.0,0.201,0.212,0.261,0.473
gamblbo01,1,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333,0.333,0.333,0.666
gambljo01,13,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gamblle01,165,342.0,51.0,91.0,12.0,3.0,0.0,21.0,6.0,0.0,21.0,3.0,10.0,13.0,109.0,15.0,0.266,0.277,0.319,0.596
gamblos01,1584,4502.0,656.0,1195.0,188.0,31.0,200.0,666.0,47.0,37.0,546.0,64.0,715.0,42.0,2045.0,419.0,0.265,0.363,0.454,0.817
gamelma01,106,240.0,23.0,55.0,11.0,2.0,6.0,29.0,4.0,0.0,82.0,3.0,29.0,2.0,88.0,19.0,0.229,0.31,0.367,0.677
gammoda01,28,93.0,10.0,18.0,0.0,1.0,0.0,10.0,5.0,0.0,0.0,0.0,6.0,4.0,20.0,1.0,0.194,0.233,0.215,0.448
gandich01,1147,4245.0,449.0,1176.0,173.0,78.0,11.0,557.0,153.0,32.0,233.0,0.0,315.0,163.0,1538.0,262.0,0.277,0.316,0.362,0.678
gandybo01,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ganlebo01,572,2129.0,246.0,540.0,44.0,24.0,2.0,123.0,112.0,0.0,0.0,0.0,183.0,163.0,638.0,70.0,0.254,0.292,0.3,0.592
gannobi01,15,61.0,2.0,9.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,0.148,0.159,0.148,0.307
gannogu01,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gannojo01,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gantejo01,186,545.0,68.0,148.0,20.0,6.0,8.0,59.0,2.0,5.0,43.0,6.0,46.0,6.0,204.0,34.0,0.272,0.325,0.374,0.699
gantnji01,1801,6189.0,726.0,1696.0,262.0,38.0,47.0,568.0,137.0,78.0,501.0,135.0,475.0,158.0,2175.0,347.0,0.274,0.318,0.351,0.669
