player_id,w,l,g,cg,sho,sv,ipouts,h,er,hr,so,BB,ERA,WHIP,BAA,K/9,BB/9,K/BB
majewga01,9,13,231,0,0,2,727.0,296,128,19,143,119.0,4.75,1.713,0.307,5.31,4.42,1.2
makosfr01,5,2,26,1,0,3,174.0,64,32,6,27,24.0,4.97,1.517,0.266,4.19,3.72,1.12
makowto01,0,0,3,0,0,0,28.0,10,5,2,3,9.0,4.82,2.036,0.256,2.89,8.68,0.33
malarbi01,0,2,15,0,0,2,105.0,31,10,1,12,11.0,2.57,1.2,0.242,3.09,2.83,1.09
malarjo01,21,37,80,51,3,3,1698.0,629,229,10,179,239.0,3.64,1.534,0.744,2.85,3.8,0.75
malasma01,3,2,41,0,0,0,108.0,34,15,2,29,30.0,3.75,1.778,0.26,7.25,7.5,0.97
maldoca02,2,2,38,0,0,1,153.0,60,32,2,28,36.0,5.65,1.882,0.293,4.94,6.35,0.78
maldoma01,0,0,1,0,0,0,3.0,1,0,0,0,0.0,0.0,1.0,0.25,0.0,0.0,
maliscy01,0,0,1,0,0,0,11.0,4,2,0,1,2.0,4.91,1.636,0.267,2.45,4.91,0.5
mallebr01,0,0,5,0,0,0,15.0,7,6,3,5,5.0,10.8,2.4,0.368,9.0,9.0,1.0
mallema01,0,0,2,0,0,0,4.0,2,0,0,2,1.0,0.0,2.25,0.333,13.5,6.75,2.0
malliro01,0,2,51,0,0,1,161.0,56,34,4,42,48.0,5.7,1.938,0.272,7.04,8.05,0.88
malloal01,0,6,7,4,0,0,158.0,47,15,0,27,19.0,2.56,1.253,0.261,4.61,3.25,1.42
mallobo01,4,7,48,1,0,2,348.0,116,42,4,35,54.0,3.26,1.466,0.276,2.72,4.19,0.65
mallobo02,0,0,3,0,0,0,39.0,14,8,6,9,4.0,5.54,1.385,0.255,6.23,2.77,2.25
mallohe01,0,3,4,3,0,0,75.0,33,12,2,14,11.0,4.32,1.76,0.303,5.04,3.96,1.27
malonch01,0,0,1,0,0,0,6.0,3,1,0,0,1.0,4.5,2.0,0.429,0.0,4.5,0.0
malonch02,1,0,7,0,0,0,22.0,3,3,1,7,11.0,3.68,1.909,0.13,8.59,13.5,0.64
malonji01,134,84,302,74,30,4,5547.0,1518,655,138,1605,885.0,3.19,1.3,0.221,7.81,4.31,1.81
malonma01,0,3,3,3,0,0,81.0,98,34,1,0,0.0,11.33,3.63,inf,0.0,0.0,
malonma02,5,9,31,0,0,0,273.0,116,58,20,59,26.0,5.74,1.56,0.317,5.84,2.57,2.27
malonpa02,134,92,357,115,15,26,5745.0,1934,795,103,1024,750.0,3.74,1.402,0.257,4.81,3.52,1.37
malonse01,0,1,14,0,0,0,59.0,20,11,3,16,11.0,5.03,1.576,0.267,7.32,5.03,1.45
maloypa01,0,0,2,0,0,0,6.0,2,2,0,0,2.0,9.0,2.0,0.286,0.0,9.0,0.0
maltzgo01,20,13,135,0,0,33,880.0,258,88,17,136,79.0,2.7,1.149,0.232,4.17,2.42,1.72
mamaual01,76,67,254,78,15,10,3879.0,1138,416,22,625,546.0,2.9,1.302,0.237,4.35,3.8,1.14
mandeha01,3,1,30,0,0,0,181.0,71,32,6,28,32.0,4.77,1.707,0.302,4.18,4.77,0.88
manesse01,15,8,215,0,0,7,617.0,219,72,18,136,55.0,3.15,1.332,0.287,5.95,2.41,2.47
mangule01,11,10,85,4,1,1,775.0,343,154,15,78,73.0,5.37,1.61,0.31,2.72,2.54,1.07
mannich01,1,3,57,0,0,0,126.0,35,24,8,37,33.0,5.14,1.619,0.227,7.93,7.07,1.12
mannida01,0,2,2,0,0,0,20.0,11,12,1,2,8.0,16.2,2.85,0.393,2.7,10.8,0.25
mannier01,0,0,4,0,0,0,30.0,11,4,0,3,3.0,3.6,1.4,0.297,2.7,2.7,1.0
mannija01,38,27,96,42,1,13,1716.0,704,201,7,54,68.0,3.16,1.35,0.639,0.85,1.07,0.79
manniji02,0,0,5,0,0,0,21.0,14,4,0,3,2.0,5.14,2.286,0.378,3.86,2.57,1.5
manniru01,22,32,84,35,4,2,1506.0,483,175,10,212,194.0,3.14,1.349,0.263,3.8,3.48,1.09
mannji01,0,1,25,0,0,0,95.0,33,17,5,25,21.0,4.83,1.705,0.27,7.11,5.97,1.19
manonju01,1,3,45,0,0,1,145.0,49,25,8,37,38.0,4.66,1.8,0.265,6.89,7.08,0.97
manonra01,0,0,1,0,0,0,6.0,3,3,0,0,4.0,13.5,3.5,0.375,0.0,18.0,0.0
manseto01,0,0,1,0,0,0,20.0,21,14,2,3,5.0,18.9,3.9,0.553,4.05,6.75,0.6
manshje01,5,9,104,0,0,0,536.0,188,104,19,123,79.0,5.24,1.494,0.278,6.2,3.98,1.56
mansklo01,0,0,2,0,0,0,24.0,12,5,0,6,5.0,5.62,2.125,0.387,6.75,5.62,1.2
mantema01,14,18,315,0,0,93,968.0,249,146,30,396,232.0,4.07,1.491,0.212,11.05,6.47,1.71
manueba01,7,2,96,0,0,0,447.0,135,64,23,109,78.0,3.87,1.43,0.238,6.58,4.71,1.4
manuemo01,3,4,21,4,0,1,211.0,61,28,0,28,31.0,3.58,1.308,0.3,3.58,3.97,0.9
manuero01,1,0,13,0,0,0,51.0,15,6,5,7,9.0,3.18,1.412,0.238,3.71,4.76,0.78
manvidi01,0,0,12,0,0,0,57.0,25,15,2,8,15.0,7.11,2.105,0.321,3.79,7.11,0.53
manzajo01,13,15,267,0,0,6,1026.0,330,179,46,300,191.0,4.71,1.523,0.256,7.89,5.03,1.57
manzara01,4,3,53,0,0,1,189.0,55,31,5,50,66.0,4.43,1.921,0.237,7.14,9.43,0.76
mapelro01,0,3,4,2,0,0,60.0,17,10,0,2,20.0,4.5,1.85,0.262,0.9,9.0,0.1
marakpa01,1,2,7,1,1,0,117.0,39,16,2,15,25.0,3.69,1.641,0.265,3.46,5.77,0.6
marange01,2,7,49,0,0,0,370.0,119,62,17,64,79.0,4.52,1.605,0.254,4.67,5.76,0.81
marbefi01,148,88,551,86,7,101,6202.0,2049,834,96,822,724.0,3.63,1.341,0.255,3.58,3.15,1.14
marbewa01,0,1,3,0,0,0,10.0,9,6,0,1,4.0,16.2,3.9,0.5,2.7,10.8,0.25
marchph01,68,75,185,82,6,2,3643.0,1084,530,81,481,707.0,3.93,1.475,0.236,3.56,5.24,0.68
marcujo01,65,63,195,69,8,7,3298.0,1269,569,91,392,353.0,4.66,1.475,0.282,3.21,2.89,1.11
marcush01,61,48,195,1,0,1,3090.0,957,450,140,836,365.0,3.93,1.283,0.246,7.3,3.19,2.29
marenle01,0,0,5,0,0,0,25.0,10,4,1,7,3.0,4.32,1.56,0.312,7.56,3.24,2.33
margojo01,7,7,36,3,0,0,378.0,132,60,13,67,76.0,4.29,1.651,0.267,4.79,5.43,0.88
maricju01,243,142,471,244,52,2,10522.0,3153,1126,320,2303,831.0,2.89,1.136,0.235,5.91,2.13,2.77
marimsu01,0,1,16,0,0,0,77.0,30,21,3,14,14.0,7.36,1.714,0.3,4.91,4.91,1.0
marinjh01,1,1,6,0,0,0,16.0,5,2,1,4,6.0,3.38,2.062,0.278,6.75,10.12,0.67
marioda01,15,11,52,19,2,0,893.0,290,113,2,87,111.0,3.42,1.347,0.258,2.63,3.36,0.78
mariomi01,1,0,19,0,0,0,84.0,33,19,3,22,15.0,6.11,1.714,0.292,7.07,4.82,1.47
markedu01,1,1,5,1,0,0,64.0,25,15,3,10,20.0,6.33,2.109,0.298,4.22,8.44,0.5
marklcl01,12,17,56,12,2,0,704.0,235,107,9,90,114.0,4.1,1.487,0.261,3.45,4.37,0.79
marksju01,0,0,1,0,0,0,6.0,4,3,0,2,3.0,13.5,3.5,0.4,9.0,13.5,0.67
marksma01,0,3,31,0,0,0,70.0,22,13,2,21,19.0,5.01,1.757,0.253,8.1,7.33,1.11
marlodi01,13,15,98,3,0,3,730.0,280,135,28,108,104.0,4.99,1.578,0.287,3.99,3.85,1.04
marmoca01,23,35,519,0,0,117,1731.0,385,229,49,744,468.0,3.57,1.478,0.19,11.6,7.3,1.59
maronlo01,1,1,30,0,0,0,113.0,26,11,3,25,17.0,2.63,1.142,0.197,5.97,4.06,1.47
maronni01,0,0,33,0,0,0,53.0,22,14,1,19,20.0,7.13,2.377,0.314,9.68,10.19,0.95
marotmi01,50,67,161,3,1,0,2754.0,1078,515,133,443,301.0,5.05,1.502,0.298,4.34,2.95,1.47
marquis01,0,1,7,0,0,0,20.0,9,5,3,8,2.0,6.75,1.65,0.31,10.8,2.7,4.0
marquja01,124,118,377,8,5,1,5905.0,2079,1008,253,1174,898.0,4.61,1.512,0.275,5.37,4.11,1.31
marquje01,0,0,4,0,0,0,15.0,7,3,1,2,0.0,5.4,1.4,0.304,3.6,0.0,inf
marquji01,0,0,2,0,0,0,22.0,12,8,1,0,6.0,9.82,2.455,0.375,0.0,7.36,0.0
marquru01,201,177,536,197,30,19,9920.0,3233,1130,107,1593,897.0,3.08,1.249,0.253,4.34,2.44,1.78
marreco01,39,40,118,51,7,3,2206.0,736,300,60,297,265.0,3.67,1.361,0.256,3.64,3.24,1.12
marrobu01,3,8,39,3,0,1,299.0,112,56,9,39,58.0,5.06,1.706,0.279,3.52,5.24,0.67
marsed01,9,5,16,14,0,0,364.0,132,63,2,59,54.0,4.67,1.533,0.376,4.38,4.01,1.09
marshbr01,0,0,3,0,0,0,36.0,13,6,3,7,8.0,4.5,1.75,0.283,5.25,6.0,0.88
marshcu01,7,7,73,1,0,4,555.0,216,123,8,69,161.0,5.98,2.038,0.293,3.36,7.83,0.43
marshev01,4,6,70,0,0,0,188.0,70,24,6,61,28.0,3.45,1.564,0.292,8.76,4.02,2.18
marshja01,1,4,61,0,0,0,148.0,63,42,4,19,33.0,7.66,1.946,0.325,3.47,6.02,0.58
marshmi01,97,112,723,3,1,188,4160.0,1281,484,79,880,597.0,3.14,1.354,0.244,5.71,3.87,1.47
marshru01,8,10,64,9,0,2,726.0,272,112,5,90,114.0,4.17,1.595,0.282,3.35,4.24,0.79
marshse01,37,46,396,1,0,16,1846.0,596,264,60,537,269.0,3.86,1.406,0.255,7.85,3.93,2.0
marsosa01,0,0,1,0,0,0,4.0,2,0,0,0,0.0,0.0,1.5,0.333,0.0,0.0,
martean01,0,0,1,0,0,0,3.0,0,0,0,1,0.0,0.0,0.0,0.0,9.0,0.0,inf
marteda01,23,27,570,0,0,36,1511.0,405,195,48,533,285.0,3.48,1.37,0.226,9.52,5.09,1.87
martelu01,2,0,17,0,0,0,78.0,25,8,4,22,11.0,2.77,1.385,0.253,7.62,3.81,2.0
martevi01,6,3,82,0,0,0,249.0,106,65,16,64,54.0,7.05,1.928,0.312,6.94,5.86,1.19
martial02,7,9,32,4,1,0,466.0,155,77,15,61,65.0,4.46,1.416,0.255,3.53,3.77,0.94
martian01,2,1,11,0,0,0,32.0,13,10,2,5,7.0,8.44,1.875,0.289,4.22,5.91,0.71
martiba02,0,0,1,0,0,0,6.0,3,2,0,1,1.0,9.0,2.0,0.333,4.5,4.5,1.0
martibu01,0,0,1,0,0,0,3.0,1,1,0,0,1.0,9.0,2.0,0.25,0.0,9.0,0.0
martica03,0,1,16,0,0,0,46.0,16,7,4,15,10.0,4.11,1.696,0.276,8.8,5.87,1.5
martica04,18,12,109,0,0,2,892.0,289,116,18,292,137.0,3.51,1.433,0.262,8.84,4.15,2.13
martich02,0,2,40,0,0,1,109.0,50,25,4,32,12.0,6.19,1.706,0.321,7.93,2.97,2.67
martico01,2,5,25,0,0,0,92.0,40,27,8,27,14.0,7.92,1.761,0.325,7.92,4.11,1.93
marticr01,7,8,135,0,0,1,618.0,196,92,19,163,63.0,4.02,1.257,0.25,7.12,2.75,2.59
martida01,0,0,2,0,0,0,4.0,2,2,0,0,4.0,13.5,4.5,0.333,0.0,27.0,0.0
martida02,1,0,7,0,0,0,55.0,21,13,2,12,5.0,6.38,1.418,0.309,5.89,2.45,2.4
martide01,245,193,692,122,30,8,11999.0,3897,1643,372,2149,1358.0,3.7,1.314,0.253,4.84,3.06,1.58
martido01,1,2,14,1,0,0,133.0,47,27,1,27,32.0,5.48,1.782,0.278,5.48,6.5,0.84
martiet01,2,5,17,0,0,0,132.0,43,29,10,51,32.0,5.93,1.705,0.249,10.43,6.55,1.59
martifr02,12,3,57,5,0,0,486.0,181,68,7,68,59.0,3.78,1.481,0.277,3.78,3.28,1.15
martija02,0,1,37,0,0,0,123.0,39,22,5,42,39.0,4.83,1.902,0.244,9.22,8.56,1.08
martijd01,6,9,24,0,0,0,375.0,141,60,23,68,47.0,4.32,1.504,0.285,4.9,3.38,1.45
martijo02,6,8,24,8,0,0,376.0,129,65,7,57,62.0,4.67,1.524,0.258,4.09,4.45,0.92
martijo05,17,14,91,5,0,1,871.0,255,127,25,120,108.0,3.94,1.25,0.235,3.72,3.35,1.11
martijo06,0,2,4,0,0,0,36.0,18,9,2,7,7.0,6.75,2.083,0.383,5.25,5.25,1.0
martijo07,4,3,21,0,0,0,167.0,78,36,5,32,28.0,5.82,1.904,0.335,5.17,4.53,1.14
martilu01,0,3,4,0,0,0,49.0,25,18,3,10,17.0,9.92,2.571,0.385,5.51,9.37,0.59
martima01,0,0,1,0,0,0,2.0,1,1,1,0,0.0,13.5,1.5,0.333,0.0,0.0,
martimo01,38,34,250,8,1,15,1814.0,607,288,56,245,278.0,4.29,1.464,0.257,3.65,4.14,0.88
martini01,12,19,53,0,0,0,796.0,285,126,34,154,120.0,4.27,1.526,0.275,5.22,4.07,1.28
martipa01,1,6,10,3,0,0,130.0,59,27,2,20,37.0,5.61,2.215,0.337,4.15,7.68,0.54
martipa02,0,1,7,0,0,0,21.0,13,11,0,3,18.0,14.14,4.429,0.419,3.86,23.14,0.17
martipe01,0,0,2,0,0,0,12.0,2,1,0,0,2.0,2.25,1.0,0.182,0.0,4.5,0.0
martipe02,219,100,476,46,17,3,8482.0,2221,919,239,3154,931.0,2.93,1.115,0.214,10.04,2.96,3.39
martipe03,7,4,122,0,0,3,428.0,125,63,14,114,113.0,3.97,1.668,0.231,7.19,7.13,1.01
martiph01,3,10,24,10,0,0,469.0,265,79,1,4,13.0,4.55,1.778,-20.385,0.23,0.75,0.31
martira01,1,0,5,1,0,0,44.0,10,4,0,3,6.0,2.45,1.091,0.189,1.84,3.68,0.5
martira02,135,88,301,37,20,0,5687.0,1691,772,170,1427,902.0,3.67,1.368,0.236,6.77,4.28,1.58
martira04,2,0,13,0,0,0,37.0,12,7,4,25,6.0,5.11,1.459,0.245,18.24,4.38,4.17
martire01,24,35,173,3,0,12,1525.0,509,241,50,237,295.0,4.27,1.582,0.263,4.2,5.22,0.8
martiro01,0,1,2,0,0,0,4.0,4,4,0,0,2.0,27.0,4.5,0.5,0.0,13.5,0.0
martish01,6,7,26,1,0,0,348.0,107,69,19,64,62.0,5.35,1.457,0.245,4.97,4.81,1.03
martisi01,31,32,107,14,4,1,1748.0,568,251,41,230,259.0,3.88,1.419,0.255,3.55,4.0,0.89
martisp01,29,42,126,30,4,6,1777.0,645,249,16,207,199.0,3.78,1.425,0.276,3.15,3.02,1.04
martiti01,55,42,546,0,0,115,2502.0,732,320,53,632,490.0,3.45,1.465,0.24,6.82,5.29,1.29
martito02,11,9,376,0,0,3,950.0,339,173,36,224,175.0,4.92,1.623,0.277,6.37,4.97,1.28
martiwe01,0,2,3,0,0,0,19.0,8,12,0,1,11.0,17.05,3.0,0.32,1.42,15.63,0.09
martiwi01,0,0,1,0,0,0,9.0,1,1,0,1,1.0,3.0,0.667,0.111,3.0,3.0,1.0
martyjo01,0,0,1,0,0,0,12.0,2,2,0,1,3.0,4.5,1.25,0.143,2.25,6.75,0.33
martzra01,17,19,68,2,0,7,872.0,292,122,24,78,110.0,3.78,1.383,0.257,2.42,3.41,0.71
masaoon01,3,5,83,0,0,1,281.0,78,44,10,88,69.0,4.23,1.569,0.225,8.46,6.63,1.28
masonch01,0,0,1,0,0,0,6.0,3,1,0,0,1.0,4.5,2.0,-3.0,0.0,4.5,0.0
masonde01,5,16,32,16,1,0,573.0,199,79,4,65,83.0,3.72,1.476,0.281,3.06,3.91,0.78
masoner01,0,3,4,2,0,0,68.0,34,18,1,3,10.0,7.15,1.941,-3.4,1.19,3.97,0.3
masonha01,0,0,4,0,0,0,32.0,16,12,1,6,9.0,10.12,2.344,0.348,5.06,7.59,0.67
masonmi01,29,39,140,7,2,0,1817.0,625,305,65,363,274.0,4.53,1.484,0.265,5.39,4.07,1.32
masonro01,22,35,232,2,1,13,1249.0,385,186,42,286,196.0,4.02,1.396,0.245,6.18,4.24,1.46
masseni01,20,16,387,0,0,4,1209.0,412,182,33,339,211.0,4.06,1.546,0.272,7.57,4.71,1.61
masteju01,64,74,258,7,4,0,3603.0,1181,575,97,1004,608.0,4.31,1.49,0.26,7.52,4.56,1.65
mastepa01,1,0,8,1,0,0,74.0,26,16,1,14,13.0,5.84,1.581,0.268,5.11,4.74,1.08
mastewa01,0,0,8,0,0,1,63.0,27,14,0,3,13.0,6.0,1.905,0.303,1.29,5.57,0.23
mastewa02,78,100,399,70,15,20,4949.0,1613,760,101,815,915.0,4.15,1.532,0.253,4.45,4.99,0.89
mastnto01,9,5,80,0,0,5,282.0,108,64,13,85,66.0,6.13,1.851,0.3,8.14,6.32,1.29
matafr01,0,0,15,0,0,0,52.0,24,15,2,9,13.0,7.79,2.135,0.338,4.67,6.75,0.69
matarle01,0,0,1,0,0,0,3.0,1,0,0,0,1.0,0.0,2.0,0.25,0.0,9.0,0.0
mateoju01,18,12,219,0,0,2,955.0,298,130,45,216,125.0,3.68,1.329,0.251,6.11,3.53,1.73
mateoju02,1,3,11,0,0,0,137.0,51,27,6,35,27.0,5.32,1.708,0.29,6.9,5.32,1.3
mateoma01,2,4,70,0,0,0,215.0,66,37,13,84,34.0,4.65,1.395,0.249,10.55,4.27,2.47
mathebo01,297,248,578,525,19,3,14869.0,5591,1591,69,1366,581.0,2.89,1.245,0.493,2.48,1.06,2.35
mathech01,373,188,635,434,79,28,14342.0,4218,1133,91,2502,903.0,2.13,1.071,0.231,4.71,1.7,2.77
mathegr01,28,33,93,4,1,0,1542.0,491,233,45,251,225.0,4.08,1.393,0.254,4.39,3.94,1.12
mathehe01,0,1,3,1,0,2,33.0,8,6,0,2,15.0,4.91,2.091,0.2,1.64,12.27,0.13
mathejo02,0,1,2,0,0,0,7.0,3,2,0,0,6.0,7.71,3.857,0.6,0.0,23.14,0.0
mathete01,22,21,324,0,0,10,1265.0,429,199,50,300,209.0,4.25,1.513,0.266,6.4,4.46,1.44
mathetj01,32,26,362,0,0,16,1306.0,406,185,49,357,203.0,3.82,1.399,0.245,7.38,4.2,1.76
mathica01,0,2,11,0,0,0,87.0,36,23,5,20,13.0,7.14,1.69,0.293,6.21,4.03,1.54
mathido01,3,3,45,0,0,1,262.0,106,47,14,44,39.0,4.84,1.66,0.308,4.53,4.02,1.13
mathije01,0,0,2,0,0,0,6.0,4,2,0,0,1.0,9.0,2.5,0.4,0.0,4.5,0.0
mathiro01,3,6,31,0,0,1,246.0,93,54,9,42,40.0,5.93,1.622,0.278,4.61,4.39,1.05
mathisc01,1,4,15,0,0,0,132.0,62,33,8,34,25.0,6.75,1.977,0.337,6.95,5.11,1.36
matlajo01,125,126,361,97,30,3,7089.0,2276,835,161,1516,733.0,3.18,1.273,0.251,5.77,2.79,2.07
matosos01,1,2,25,0,0,0,80.0,37,17,5,21,12.0,5.74,1.838,0.327,7.09,4.05,1.75
matsuda01,56,43,158,1,0,1,2371.0,721,391,85,720,441.0,4.45,1.47,0.243,8.2,5.02,1.63
matteal01,36,58,138,53,9,4,2533.0,878,316,22,254,309.0,3.37,1.406,0.276,2.71,3.29,0.82
mattecv01,1,0,1,0,0,0,18.0,9,6,1,3,3.0,9.0,2.0,-3.0,4.5,4.5,1.0
matteed01,8,5,29,4,0,0,377.0,115,33,3,45,40.0,2.36,1.233,0.25,3.22,2.86,1.12
mattetr01,3,3,8,0,0,0,135.0,51,30,9,26,27.0,6.0,1.733,0.288,5.2,5.4,0.96
matthda01,0,3,28,0,0,0,174.0,53,28,2,16,24.0,4.34,1.328,0.243,2.48,3.72,0.67
matthjo01,0,1,3,0,0,0,30.0,5,4,1,0,7.0,3.6,1.2,0.135,0.0,6.3,0.0
matthmi01,14,10,230,0,0,1,731.0,237,123,29,175,150.0,4.54,1.588,0.264,6.46,5.54,1.17
matthry01,9,11,203,0,0,0,595.0,209,82,13,116,89.0,3.72,1.503,0.281,5.26,4.04,1.3
matthwi01,0,0,5,0,0,0,50.0,16,6,1,6,10.0,3.24,1.56,0.271,3.24,5.4,0.6
mattiea01,0,1,8,0,0,0,43.0,15,4,0,6,12.0,2.51,1.884,0.268,3.77,7.53,0.5
mattimi01,26,27,58,50,5,1,1472.0,515,209,12,132,198.0,3.83,1.453,0.808,2.42,3.63,0.67
matulri01,19,23,66,4,1,0,1065.0,396,174,32,129,147.0,4.41,1.53,0.283,3.27,3.73,0.88
matusbr01,27,41,272,0,0,0,1559.0,550,275,73,459,227.0,4.76,1.495,0.272,7.95,3.93,2.02
matuzha01,0,4,17,0,0,0,117.0,49,25,2,17,15.0,5.77,1.641,0.293,3.92,3.46,1.13
matzety01,8,12,25,1,1,0,419.0,141,63,11,106,70.0,4.06,1.511,0.268,6.83,4.51,1.51
matzst01,4,0,6,0,0,0,107.0,34,9,4,34,11.0,2.27,1.262,0.25,8.58,2.78,3.09
mauckha01,8,10,23,12,1,0,429.0,168,70,2,23,60.0,4.41,1.594,-2.8,1.45,3.78,0.38
maulal01,84,80,188,143,4,1,4304.0,1662,706,59,346,543.0,4.43,1.537,1.634,2.17,3.41,0.64
maunedi01,12,14,53,9,3,4,687.0,240,76,12,72,58.0,2.99,1.301,0.269,2.83,2.28,1.24
mauner01,2,5,36,0,0,1,218.0,103,50,6,14,30.0,6.19,1.83,0.325,1.73,3.72,0.47
maupiha01,0,5,7,4,0,0,129.0,77,46,0,6,14.0,9.63,2.116,-5.5,1.26,2.93,0.43
maurebr01,13,16,113,0,0,0,632.0,227,116,25,164,71.0,4.96,1.415,0.274,7.01,3.03,2.31
maureda01,1,1,22,0,0,0,67.0,32,22,5,18,17.0,8.87,2.194,0.333,7.25,6.85,1.06
maurira01,1,1,3,0,0,0,35.0,10,6,1,11,8.0,4.63,1.543,0.233,8.49,6.17,1.38
mauseti01,2,6,79,0,0,2,358.0,123,58,12,93,65.0,4.37,1.575,0.265,7.01,4.9,1.43
maxcybr01,4,5,43,0,0,0,167.0,69,45,8,21,42.0,7.28,1.994,0.308,3.4,6.79,0.5
maxiela01,0,0,2,0,0,0,9.0,1,1,0,1,3.0,3.0,1.333,0.111,3.0,9.0,0.33
maxwebe01,4,7,21,9,1,1,370.0,144,57,0,35,47.0,4.16,1.549,0.295,2.55,3.43,0.74
mayayu01,1,5,16,0,0,0,177.0,72,38,7,27,28.0,5.8,1.695,0.319,4.12,4.27,0.96
maybu01,0,0,1,0,0,0,3.0,2,0,0,1,0.0,0.0,2.0,0.5,9.0,0.0,inf
mayda02,26,43,161,7,3,0,1982.0,746,379,123,414,229.0,5.16,1.476,0.283,5.64,3.12,1.81
mayered02,2,2,22,0,0,1,94.0,23,15,2,17,23.0,4.31,1.468,0.207,4.88,6.61,0.74
mayerer01,91,70,245,93,12,6,4281.0,1415,469,43,482,399.0,2.96,1.271,0.257,3.04,2.52,1.21
mayersa01,0,0,1,0,0,0,0.0,0,0,0,0,2.0,,inf,,,inf,0.0
mayja01,72,95,410,70,7,19,4687.0,1645,673,35,765,705.0,3.88,1.504,0.269,4.41,4.06,1.09
maynebr01,1,0,1,0,0,0,3.0,1,0,0,0,1.0,0.0,2.0,0.25,0.0,9.0,0.0
mayru01,152,156,535,87,24,12,7866.0,2314,1007,199,1760,1056.0,3.46,1.285,0.235,6.04,3.62,1.67
maysal01,53,90,150,137,3,0,3753.0,1341,543,26,469,457.0,3.91,1.437,0.266,3.37,3.29,1.03
maysc01,0,0,5,0,0,0,28.0,14,11,3,5,6.0,10.61,2.143,0.359,4.82,5.79,0.83
maysca01,207,126,490,231,29,31,9064.0,2912,979,73,862,823.0,2.92,1.236,0.252,2.57,2.45,1.05
maysema01,1,2,25,0,0,1,73.0,32,15,5,11,16.0,5.55,1.973,0.317,4.07,5.92,0.69
maysjo01,48,70,206,10,6,0,2991.0,1130,559,138,512,357.0,5.05,1.491,0.286,4.62,3.22,1.43
maytr01,11,15,58,0,0,0,481.0,186,91,18,154,57.0,5.11,1.516,0.291,8.64,3.2,2.7
mazzavi01,23,23,138,0,0,1,1146.0,432,198,43,233,181.0,4.66,1.605,0.291,5.49,4.26,1.29
mazzoco01,0,0,8,0,0,0,26.0,23,20,2,8,5.0,20.77,3.231,0.489,8.31,5.19,1.6
mcadaja01,0,0,6,0,0,0,29.0,7,4,0,4,7.0,3.72,1.448,0.226,3.72,6.52,0.57
mcafebi01,10,4,83,2,0,5,560.0,237,118,12,44,85.0,5.69,1.725,0.305,2.12,4.1,0.52
mcaleja01,0,0,1,0,0,0,9.0,7,3,0,1,1.0,9.0,2.667,-7.0,3.0,3.0,1.0
mcaleji01,0,0,1,0,0,0,1.0,2,0,0,0,3.0,0.0,15.0,-0.667,0.0,81.0,0.0
mcallsp01,4,7,17,10,0,0,340.0,140,67,5,21,51.0,5.32,1.685,-2.745,1.67,4.05,0.41
mcallza01,23,29,133,0,0,1,1297.0,459,200,47,383,163.0,4.16,1.439,0.27,7.97,3.39,2.35
mcanaer01,30,49,112,21,6,0,1870.0,599,279,45,351,306.0,4.03,1.452,0.251,5.07,4.42,1.15
mcandja01,3,4,15,0,0,0,167.0,61,37,3,27,40.0,5.98,1.814,0.281,4.37,6.47,0.68
mcandji01,37,53,161,20,6,4,2314.0,712,313,73,424,266.0,3.65,1.268,0.243,4.95,3.1,1.59
mcartdi01,0,0,1,0,0,0,3.0,1,0,0,1,0.0,0.0,1.0,0.25,9.0,0.0,inf
mcavoto01,0,0,1,0,0,0,8.0,1,0,0,0,2.0,0.0,1.125,0.125,0.0,6.75,0.0
mcavowi01,0,0,1,0,0,0,2.0,1,1,1,0,0.0,13.5,1.5,0.333,0.0,0.0,
mcbeaal01,67,50,409,22,5,63,3217.0,1058,373,63,575,451.0,3.13,1.407,0.26,4.83,3.79,1.27
mcbeepr01,0,0,1,0,0,0,4.0,1,1,0,1,3.0,6.75,3.0,0.2,6.75,20.25,0.33
mcbetma01,3,2,23,0,0,0,59.0,22,13,2,17,9.0,5.95,1.576,0.289,7.78,4.12,1.89
mcbridi01,149,78,237,227,10,0,6245.0,2420,660,19,106,172.0,2.85,1.245,-142.353,0.46,0.74,0.62
mcbrike01,40,50,151,28,7,3,2423.0,717,340,75,503,420.0,3.79,1.408,0.235,5.61,4.68,1.2
mcbrima01,6,2,132,0,0,2,310.0,104,50,6,98,71.0,4.35,1.694,0.262,8.54,6.18,1.38
mcbripe01,2,5,12,5,0,0,213.0,74,34,4,32,49.0,4.31,1.732,-1.51,4.06,6.21,0.65
mccabdi01,1,1,6,0,0,0,39.0,17,5,0,4,2.0,3.46,1.462,0.333,2.77,1.38,2.0
mccabra01,0,1,1,0,0,0,12.0,5,5,3,3,3.0,11.25,2.0,0.312,6.75,6.75,1.0
mccabti01,5,1,22,4,1,0,213.0,60,23,2,26,24.0,2.92,1.183,0.23,3.3,3.04,1.08
mccaf01,1,0,1,1,0,0,27.0,13,6,1,2,4.0,6.0,1.889,0.342,2.0,4.0,0.5
mccahbi01,16,14,57,17,2,0,872.0,297,124,15,76,145.0,3.84,1.521,0.26,2.35,4.49,0.52
mccaldu01,4,13,30,5,0,0,454.0,158,81,14,89,86.0,4.82,1.612,0.264,5.29,5.11,1.03
