player_id,w,l,g,cg,sho,sv,ipouts,h,er,hr,so,BB,ERA,WHIP,BAA,K/9,BB/9,K/BB
burkebi02,1,1,21,1,0,0,202.0,74,36,1,23,36.0,4.81,1.634,0.31,3.07,4.81,0.64
burkebo01,38,46,254,27,4,5,2756.0,926,437,35,299,384.0,4.28,1.426,0.257,2.93,3.76,0.78
burkegr01,3,6,80,0,0,0,232.0,91,41,7,61,46.0,4.77,1.772,0.295,7.1,5.35,1.33
burkeja01,19,16,40,34,0,0,1002.0,345,112,10,256,34.0,3.02,1.135,11.897,6.9,0.92,7.53
burkeja02,0,1,1,0,0,0,3.0,1,1,0,0,0.0,9.0,1.0,0.333,0.0,0.0,
burkeje01,3,11,23,6,0,0,369.0,144,76,3,84,94.0,5.56,1.935,-1.532,6.15,6.88,0.89
burkejo02,0,1,2,1,0,0,42.0,21,9,0,3,3.0,5.79,1.714,-7.0,1.93,1.93,1.0
burkejo03,166,136,445,21,6,1,7945.0,2866,1268,257,1766,849.0,4.31,1.403,0.275,6.0,2.89,2.08
burkejo04,4,6,28,0,0,0,224.0,104,56,16,58,40.0,6.75,1.929,0.322,6.99,4.82,1.45
burkest01,0,2,24,0,0,0,194.0,58,24,2,22,33.0,3.34,1.407,0.244,3.06,4.59,0.67
burketi01,49,33,498,0,0,102,2098.0,624,211,49,444,311.0,2.72,1.337,0.24,5.71,4.0,1.43
burkhke01,27,20,148,18,6,7,1559.0,546,222,35,181,177.0,3.84,1.391,0.269,3.13,3.07,1.02
burksa01,4,11,52,5,0,2,655.0,206,103,2,86,145.0,4.25,1.608,0.275,3.55,5.98,0.59
burneaj01,164,157,435,24,10,0,8194.0,2519,1210,263,2513,1278.0,3.99,1.39,0.247,8.28,4.21,1.97
burneal01,8,11,177,0,0,0,517.0,178,90,14,108,94.0,4.7,1.578,0.274,5.64,4.91,1.15
burnese01,15,23,370,1,1,10,1118.0,353,146,36,274,184.0,3.53,1.441,0.256,6.62,4.44,1.49
burnewa01,14,21,68,5,1,1,788.0,259,104,23,122,106.0,3.56,1.39,0.256,4.18,3.63,1.15
burnsbi01,30,52,117,45,10,2,2156.0,705,217,14,233,185.0,2.72,1.238,0.269,2.92,2.32,1.26
burnsbr01,70,60,193,39,11,3,3283.0,1045,445,93,734,394.0,3.66,1.315,0.247,6.04,3.24,1.86
burnsco01,1,1,27,0,0,0,88.0,38,15,2,23,22.0,4.6,2.045,0.306,7.06,6.75,1.05
burnsde01,8,9,41,9,0,1,543.0,212,93,4,34,76.0,4.62,1.591,0.286,1.69,3.78,0.45
burnsdi01,25,27,58,47,1,0,1381.0,473,157,15,199,80.0,3.07,1.201,0.882,3.89,1.56,2.49
burnsfa01,0,0,1,0,0,0,3.0,2,1,0,0,2.0,9.0,4.0,-1.0,0.0,18.0,0.0
burnsmi01,3,5,60,0,0,0,311.0,129,67,18,75,42.0,5.82,1.65,0.31,6.51,3.65,1.79
burnsoy01,8,5,25,10,1,4,416.0,152,63,2,40,46.0,4.09,1.428,0.299,2.6,2.99,0.87
burnspe01,19,36,196,14,3,7,1702.0,607,303,73,303,251.0,4.81,1.512,0.269,4.81,3.98,1.21
burnssh01,2,1,19,0,0,0,90.0,38,20,3,18,14.0,6.0,1.733,0.319,5.4,4.2,1.29
burnsto01,0,0,1,0,0,0,4.0,2,0,0,1,2.0,0.0,3.0,0.25,6.75,13.5,0.5
burnsto02,21,23,203,2,0,13,1469.0,439,189,43,252,204.0,3.47,1.313,0.238,4.63,3.75,1.24
burpoge01,0,0,2,0,0,0,7.0,4,4,0,1,5.0,15.43,3.857,0.4,3.86,19.29,0.2
burrebr01,18,25,106,0,0,0,1075.0,422,229,45,224,184.0,5.75,1.691,0.293,5.63,4.62,1.22
burreha01,4,2,7,3,0,0,129.0,51,23,4,19,21.0,4.81,1.674,-2.429,3.98,4.4,0.9
burrial01,0,0,1,0,0,0,15.0,14,10,0,0,2.0,18.0,3.2,-7.0,0.0,3.6,0.0
burrira01,108,134,480,47,10,4,6565.0,2310,1015,221,1065,894.0,4.17,1.464,0.27,4.38,3.68,1.19
burrojo01,0,3,30,0,0,2,130.0,40,27,0,22,31.0,5.61,1.638,0.238,4.57,6.44,0.71
burrose01,0,0,1,0,0,0,3.0,4,3,1,0,0.0,27.0,4.0,0.571,0.0,0.0,
burrote01,4,4,50,0,0,1,206.0,85,49,15,35,43.0,6.42,1.864,0.305,4.59,5.64,0.81
burtoja01,18,19,367,0,0,10,1083.0,311,138,31,305,179.0,3.44,1.357,0.234,7.6,4.46,1.7
burtoji01,1,2,30,0,0,1,167.0,60,17,6,42,22.0,2.75,1.473,0.271,6.79,3.56,1.91
burtsmo01,10,6,90,0,0,4,556.0,178,97,15,97,145.0,4.71,1.743,0.254,4.71,7.04,0.67
burttde01,2,2,8,0,0,0,91.0,27,19,3,10,11.0,5.64,1.253,0.237,2.97,3.26,0.91
burwebi01,9,8,70,1,0,6,655.0,253,106,9,49,85.0,4.37,1.548,0.29,2.02,3.5,0.58
burwedi01,0,0,5,0,0,0,41.0,17,10,2,1,12.0,6.59,2.122,0.321,0.66,7.9,0.08
busbymi01,5,6,45,0,0,0,246.0,99,59,11,50,45.0,6.48,1.756,0.293,5.49,4.94,1.11
busbyst01,70,54,167,53,7,0,3182.0,1003,438,73,659,480.0,3.72,1.398,0.249,5.59,4.07,1.37
buschdo01,0,1,12,0,0,0,93.0,36,15,7,9,9.0,4.35,1.452,0.29,2.61,2.61,1.0
bushda01,56,69,211,6,3,0,3433.0,1199,601,170,768,397.0,4.73,1.395,0.271,6.04,3.12,1.93
bushefr01,0,1,12,0,0,0,94.0,36,22,1,4,19.0,6.32,1.755,0.293,1.15,5.46,0.21
busheja01,1,2,7,2,0,0,80.0,24,10,1,13,20.0,3.38,1.65,0.238,4.39,6.75,0.65
bushgu01,176,136,542,151,16,34,8166.0,2950,1166,152,850,900.0,3.86,1.414,0.272,2.81,2.98,0.94
bushich01,0,0,6,0,0,0,13.0,9,6,1,3,4.0,12.46,3.0,0.429,6.23,8.31,0.75
bushjo01,195,183,489,225,35,20,9262.0,2992,1205,96,1319,1325.0,3.51,1.398,0.252,3.85,3.86,1.0
busketo01,21,27,258,0,0,34,1438.0,479,195,57,212,221.0,3.66,1.46,0.264,3.98,4.15,0.96
butchjo01,36,49,164,23,6,6,2501.0,931,409,79,363,265.0,4.42,1.435,0.281,3.92,2.86,1.37
butchma01,95,106,334,104,14,9,5359.0,1935,741,100,485,604.0,3.73,1.421,0.27,2.44,3.04,0.8
butchmi01,11,4,115,0,0,9,411.0,130,68,14,96,98.0,4.47,1.664,0.251,6.31,6.44,0.98
buterdr01,0,0,3,0,0,0,8.0,2,2,1,3,1.0,6.75,1.125,0.2,10.12,3.38,3.0
butersa01,0,0,2,0,0,0,6.0,0,0,0,1,1.0,0.0,0.5,0.0,4.5,4.5,1.0
butlabi01,9,3,32,7,2,1,452.0,138,65,11,62,59.0,3.88,1.308,0.237,3.7,3.52,1.05
butlead01,0,1,8,0,0,0,15.0,5,6,1,7,8.0,10.8,2.6,0.25,12.6,14.4,0.88
butlebi02,23,35,134,10,5,1,1775.0,555,277,65,408,326.0,4.21,1.489,0.246,6.21,4.96,1.25
butlece01,2,0,11,1,0,0,106.0,33,13,6,24,10.0,3.31,1.217,0.237,6.11,2.55,2.4
butlech01,0,0,1,0,0,0,3.0,1,1,0,0,2.0,9.0,3.0,0.25,0.0,18.0,0.0
butleed01,4,11,19,1,0,0,286.0,125,64,15,47,58.0,6.04,1.92,0.33,4.44,5.48,0.81
butleik01,1,10,16,12,0,0,349.0,168,69,1,13,47.0,5.34,1.848,-3.574,1.01,3.64,0.28
butlejo03,0,0,3,0,0,0,12.0,7,4,0,3,7.0,9.0,3.5,0.368,6.75,15.75,0.43
butleke01,0,0,18,0,0,0,66.0,19,15,0,18,14.0,6.14,1.5,0.226,7.36,5.73,1.29
buttefr01,3,2,6,5,0,0,147.0,81,28,0,0,1.0,5.14,1.673,-81.0,0.0,0.18,0.0
butteto01,2,3,43,0,0,0,287.0,81,33,6,85,61.0,3.1,1.484,0.226,8.0,5.74,1.39
buxtora01,0,2,19,0,0,2,108.0,34,17,4,23,21.0,4.25,1.528,0.252,5.75,5.25,1.1
buzhajo01,71,96,326,44,15,7,4472.0,1425,607,130,678,567.0,3.66,1.336,0.251,4.09,3.42,1.2
byerlbu01,22,22,237,4,0,14,1475.0,519,202,34,209,190.0,3.7,1.442,0.268,3.83,3.48,1.1
bynummi01,2,5,29,0,0,0,192.0,78,55,17,52,39.0,7.73,1.828,0.305,7.31,5.48,1.33
byrdati01,13,13,479,0,0,4,1019.0,308,164,46,326,232.0,4.35,1.59,0.244,8.64,6.15,1.41
byrdha01,46,54,187,33,8,9,2483.0,890,400,71,381,405.0,4.35,1.565,0.272,4.14,4.4,0.94
byrdje01,2,13,17,1,0,0,262.0,98,60,5,40,69.0,6.18,1.912,0.282,4.12,7.11,0.58
byrdpa01,109,96,345,17,6,0,5091.0,1857,831,247,923,486.0,4.41,1.381,0.277,4.9,2.58,1.9
byrneje01,0,1,3,0,0,0,22.0,11,6,0,1,6.0,7.36,2.318,0.344,1.23,7.36,0.17
byrneto01,85,69,281,65,12,12,4086.0,1138,622,98,766,1132.0,4.11,1.667,0.225,5.06,7.48,0.68
bystrma01,29,26,84,4,2,0,1305.0,454,206,28,258,182.0,4.26,1.462,0.264,5.34,3.77,1.42
cabrace01,0,0,14,0,0,0,17.0,7,4,0,9,8.0,6.35,2.647,0.318,14.29,12.71,1.12
cabreal03,1,1,32,0,0,0,83.0,23,16,1,31,26.0,5.2,1.771,0.228,10.08,8.46,1.19
cabreda01,48,65,162,6,2,1,2677.0,884,506,92,674,592.0,5.1,1.654,0.262,6.8,5.97,1.14
cabreed01,0,2,2,0,0,0,17.0,9,7,3,5,8.0,11.12,3.0,0.36,7.94,12.71,0.62
cabrefe01,8,7,132,0,0,1,526.0,171,102,32,193,109.0,5.24,1.597,0.261,9.91,5.6,1.77
cabrejo01,19,17,198,0,0,4,813.0,291,149,42,192,126.0,4.95,1.539,0.281,6.38,4.18,1.52
cadargr01,38,32,451,4,2,14,2173.0,716,321,58,539,455.0,3.99,1.617,0.26,6.7,5.65,1.18
cadorle01,68,72,192,83,10,3,3772.0,1273,438,44,445,315.0,3.14,1.263,0.26,3.19,2.25,1.41
cadych01,3,2,5,5,0,0,129.0,50,18,0,20,17.0,3.77,1.558,2.174,4.19,3.56,1.18
cahiljo01,2,2,10,2,0,0,150.0,66,48,2,8,31.0,8.64,1.94,0.322,1.44,5.58,0.26
cahiltr01,65,72,212,3,2,1,3251.0,1048,497,107,754,476.0,4.13,1.406,0.258,6.26,3.95,1.58
cainbo01,37,44,140,27,3,8,1884.0,618,314,50,249,338.0,4.5,1.522,0.255,3.57,4.84,0.74
cainle01,23,19,68,8,1,0,1119.0,331,165,32,303,241.0,3.98,1.534,0.236,7.31,5.82,1.26
cainma01,97,99,294,15,6,0,5616.0,1589,722,177,1547,720.0,3.47,1.233,0.231,7.44,3.46,2.15
cainsu01,53,60,178,58,2,1,2962.0,1119,530,67,279,584.0,4.83,1.725,0.282,2.54,5.32,0.48
cairnca01,1,0,15,0,0,0,28.0,11,4,1,8,4.0,3.86,1.607,0.314,7.71,3.86,2.0
caldwch01,0,0,3,0,0,0,8.0,7,5,0,1,3.0,16.88,3.75,0.467,3.38,10.12,0.33
caldwea01,33,43,200,18,5,25,1763.0,656,306,44,202,284.0,4.69,1.6,0.279,3.09,4.35,0.71
caldwmi01,137,130,475,98,23,18,7226.0,2581,1020,218,939,694.0,3.81,1.36,0.273,3.51,2.59,1.35
caldwra01,3,5,13,6,0,1,225.0,84,35,2,59,27.0,4.2,1.48,0.278,7.08,3.24,2.19
caldwra02,133,120,343,184,21,9,6726.0,2089,802,59,1006,802.0,3.22,1.289,0.252,4.04,3.22,1.25
calerki01,14,12,313,0,0,7,908.0,236,109,24,324,146.0,3.24,1.262,0.22,9.63,4.34,2.22
calhoje01,6,7,118,0,0,5,452.0,120,42,8,104,81.0,2.51,1.334,0.219,6.21,4.84,1.28
calica01,0,1,40,0,0,0,103.0,45,25,6,27,35.0,6.55,2.33,0.328,7.08,9.17,0.77
caligfr01,2,5,18,4,0,1,239.0,90,40,4,27,34.0,4.52,1.556,0.273,3.05,3.84,0.79
calihwi01,24,21,50,42,0,0,1225.0,427,188,11,155,181.0,4.14,1.489,0.276,3.42,3.99,0.86
callabe01,1,2,4,0,0,0,28.0,18,13,0,2,6.0,12.54,2.571,0.391,1.93,5.79,0.33
callajo01,1,2,10,1,0,0,97.0,37,23,1,11,17.0,6.4,1.67,0.289,3.06,4.73,0.65
callajo02,0,2,2,1,0,0,25.0,18,15,2,2,9.0,16.2,3.24,-2.0,2.16,9.72,0.22
callami01,4,11,40,0,0,0,392.0,166,91,17,86,66.0,6.27,1.776,0.311,5.92,4.55,1.3
callani01,99,73,195,169,11,2,4809.0,1748,603,33,445,523.0,3.39,1.417,-4.448,2.5,2.94,0.85
callara01,0,0,3,0,0,0,19.0,12,6,1,4,1.0,8.53,2.053,0.364,5.68,1.42,4.0
calmudi01,3,1,22,0,0,0,145.0,37,17,5,26,17.0,3.17,1.117,0.213,4.84,3.17,1.53
calvema01,3,8,28,1,0,0,208.0,86,44,6,19,52.0,5.71,1.99,0.303,2.47,6.75,0.37
calvepa01,9,22,109,5,0,5,905.0,345,178,22,102,163.0,5.31,1.684,0.28,3.04,4.86,0.63
camacer01,10,20,193,0,0,45,788.0,268,123,16,159,154.0,4.21,1.607,0.264,5.45,5.28,1.03
cambrfr01,1,2,6,0,0,0,100.0,37,13,2,14,13.0,3.51,1.5,0.27,3.78,3.51,1.08
camerja01,0,0,2,0,0,0,18.0,4,0,0,2,6.0,0.0,1.667,0.2,3.0,9.0,0.33
camerke01,2,0,69,0,0,1,259.0,80,29,1,70,55.0,3.02,1.564,0.25,7.3,5.73,1.27
caminar01,5,2,92,0,0,0,283.0,81,42,11,93,45.0,4.01,1.336,0.229,8.87,4.29,2.07
cammaer01,0,0,8,0,0,0,30.0,7,7,1,9,12.0,6.3,1.9,0.2,8.1,10.8,0.75
camniha01,1,0,3,0,0,0,18.0,6,2,0,3,2.0,3.0,1.333,0.261,4.5,3.0,1.5
camniho01,133,106,326,137,20,15,6256.0,1852,637,41,915,721.0,2.75,1.234,0.243,3.95,3.11,1.27
campabe01,0,0,1,0,0,0,3.0,1,1,0,1,2.0,9.0,3.0,0.333,9.0,18.0,0.5
campbar01,2,6,40,1,0,6,258.0,111,56,3,29,48.0,5.86,1.849,0.302,3.03,5.02,0.6
campbbi01,23,25,70,31,2,4,1223.0,411,127,3,116,112.0,2.8,1.283,0.27,2.56,2.47,1.04
campbbi02,83,68,700,2,1,126,3688.0,1139,484,82,864,615.0,3.54,1.427,0.246,6.33,4.5,1.4
campbbr02,0,0,4,0,0,0,13.0,4,5,1,4,3.0,10.38,1.615,0.25,8.31,6.23,1.33
campbda02,4,10,118,0,0,14,474.0,145,67,17,87,108.0,3.82,1.601,0.246,4.96,6.15,0.81
campbhu01,2,16,19,18,0,0,495.0,250,52,7,5,7.0,2.84,1.558,-35.714,0.27,0.38,0.71
campbji03,1,0,2,0,0,0,29.0,15,9,1,2,1.0,8.38,1.655,0.349,1.86,0.93,2.0
campbjo01,0,0,1,0,0,0,3.0,1,0,0,0,1.0,0.0,2.0,0.2,0.0,9.0,0.0
campbke01,4,3,77,0,0,1,415.0,127,70,11,83,87.0,4.55,1.547,0.246,5.4,5.66,0.95
campbmi01,12,19,51,3,0,0,700.0,242,152,44,135,100.0,5.86,1.466,0.26,5.21,3.86,1.35
campeca01,1,0,3,0,0,0,28.0,7,4,0,9,5.0,3.86,1.286,0.2,8.68,4.82,1.8
campfsa01,1,1,6,2,0,0,81.0,31,12,1,6,6.0,4.0,1.37,-5.167,2.0,2.0,1.0
campijo01,9,7,52,1,0,0,542.0,188,85,20,121,52.0,4.23,1.328,0.272,6.03,2.59,2.33
campisa01,3,2,50,0,0,4,190.0,62,19,3,35,63.0,2.7,1.974,0.27,4.97,8.95,0.56
campki01,0,2,7,3,0,0,135.0,65,32,4,12,21.0,6.4,1.911,-3.095,2.4,4.2,0.57
campole01,0,0,7,0,0,0,24.0,10,5,0,10,5.0,5.62,1.875,0.303,11.25,5.62,2.0
campri01,56,49,414,5,0,57,2827.0,970,353,72,407,415.0,3.37,1.47,0.267,3.89,3.96,0.98
campsh01,29,33,541,0,0,12,1777.0,682,290,65,403,251.0,4.41,1.575,0.297,6.12,3.81,1.61
canavhu01,0,4,11,3,0,0,140.0,70,33,0,18,20.0,6.36,1.929,0.35,3.47,3.86,0.9
candejo01,177,122,600,54,13,29,7577.0,2399,935,245,1673,692.0,3.33,1.224,0.248,5.96,2.47,2.42
candimi01,26,21,174,13,5,8,1613.0,530,234,18,183,253.0,3.92,1.456,0.255,3.06,4.23,0.72
candito01,151,164,451,68,11,0,8175.0,2662,1130,250,1735,999.0,3.73,1.343,0.252,5.73,3.3,1.74
caneijo01,2,2,8,0,0,0,109.0,35,19,7,17,21.0,4.71,1.541,0.257,4.21,5.2,0.81
cangejo01,0,0,3,0,0,0,12.0,1,0,0,0,2.0,0.0,0.75,0.077,0.0,4.5,0.0
canojo01,1,1,6,1,0,0,69.0,24,13,2,8,9.0,5.09,1.435,0.267,3.13,3.52,0.89
cansejo01,0,0,1,0,0,0,3.0,2,3,0,0,3.0,27.0,5.0,0.4,0.0,27.0,0.0
cantrgu01,2,7,38,4,0,0,297.0,115,47,5,45,49.0,4.27,1.657,0.281,4.09,4.45,0.92
cantwbe01,76,108,316,75,6,21,4602.0,1640,666,90,348,405.0,3.91,1.333,0.268,2.04,2.38,0.86
cantwmi01,1,6,11,2,0,0,158.0,61,27,2,14,31.0,4.61,1.747,0.298,2.39,5.3,0.45
cantwto01,1,0,8,1,0,0,69.0,18,6,0,7,11.0,2.35,1.261,0.217,2.74,4.3,0.64
capeljo01,5,7,99,0,0,0,370.0,127,67,21,98,63.0,4.89,1.541,0.274,7.15,4.6,1.56
capelmi01,3,4,49,0,0,3,187.0,73,32,8,43,36.0,4.62,1.749,0.292,6.21,5.2,1.19
capildo01,12,18,136,1,0,0,877.0,273,141,21,178,190.0,4.34,1.584,0.249,5.48,5.85,0.94
cappsca01,4,3,118,0,0,0,406.0,135,60,15,177,56.0,3.99,1.411,0.26,11.77,3.72,3.16
cappsma01,29,33,444,0,0,138,1319.0,439,172,53,319,124.0,3.52,1.281,0.264,6.53,2.54,2.57
cappuge01,1,2,35,0,0,1,159.0,44,19,4,32,33.0,3.23,1.453,0.227,5.43,5.6,0.97
caprabu01,31,37,142,16,5,5,1633.0,479,234,60,362,300.0,3.87,1.431,0.235,5.99,4.96,1.21
capuach01,76,91,300,4,3,0,4217.0,1458,685,189,1172,536.0,4.39,1.419,0.27,7.5,3.43,2.19
carawpa01,22,40,108,21,2,3,1434.0,542,284,34,151,208.0,5.35,1.569,0.279,2.84,3.92,0.73
cardejo01,0,0,1,0,0,0,6.0,4,5,0,1,5.0,22.5,4.5,0.4,4.5,22.5,0.2
cardico01,0,1,6,0,0,0,40.0,15,9,0,7,7.0,6.08,1.65,0.268,4.72,4.72,1.0
cardobe01,0,6,36,1,0,1,323.0,127,57,6,34,57.0,4.76,1.709,0.289,2.84,4.76,0.6
cardwdo01,102,138,410,72,17,7,6368.0,2009,924,225,1211,849.0,3.92,1.346,0.248,5.13,3.6,1.43
carides01,1,1,22,0,0,0,70.0,19,8,1,21,11.0,3.09,1.286,0.224,8.1,4.24,1.91
carigan01,1,1,17,0,0,0,48.0,16,8,1,13,12.0,4.5,1.75,0.258,7.31,6.75,1.08
carlete01,100,76,293,91,16,9,4822.0,1630,698,105,808,599.0,3.91,1.387,0.258,4.52,3.35,1.35
carloci01,11,18,73,1,1,0,711.0,222,98,19,119,103.0,3.72,1.371,0.246,4.52,3.91,1.16
carlsda01,1,0,23,0,0,0,141.0,63,35,10,37,22.0,6.7,1.809,0.315,7.09,4.21,1.68
carlsdo01,2,4,13,2,0,0,162.0,75,36,5,23,22.0,6.0,1.796,0.326,3.83,3.67,1.05
carlsha01,114,120,377,121,17,19,6006.0,2256,883,93,590,534.0,3.97,1.394,0.282,2.65,2.4,1.1
carlsje01,8,8,162,0,0,3,424.0,121,57,16,114,66.0,3.63,1.323,0.238,7.26,4.2,1.73
carlsle01,0,0,3,0,0,0,37.0,14,5,1,3,2.0,3.65,1.297,0.292,2.19,1.46,1.5
carltst01,329,244,741,254,55,2,15652.0,4672,1864,414,4136,2036.0,3.22,1.286,0.238,7.13,3.51,2.03
carlybu01,13,13,150,0,0,1,877.0,298,167,43,232,132.0,5.14,1.471,0.272,7.14,4.06,1.76
carmado01,53,54,342,7,3,11,2765.0,849,421,115,598,445.0,4.11,1.404,0.243,5.84,4.35,1.34
carmich01,0,0,2,0,0,0,21.0,9,0,0,2,5.0,0.0,2.0,0.321,2.57,6.43,0.4
carmofa01,70,98,268,8,3,1,4048.0,1399,687,143,827,611.0,4.58,1.49,0.271,5.52,4.08,1.35
carmora01,11,7,81,0,0,2,465.0,171,85,24,96,116.0,4.94,1.852,0.281,5.57,6.74,0.83
carneed01,0,0,6,0,0,0,16.0,7,5,1,4,3.0,8.44,1.875,0.304,6.75,5.06,1.33
carnepa01,4,10,16,10,0,0,328.0,139,57,4,37,50.0,4.69,1.729,0.32,3.05,4.12,0.74
carpean01,1,1,23,0,0,0,100.0,43,28,9,33,21.0,7.56,1.92,0.323,8.91,5.67,1.57
carpebo01,25,20,80,23,4,2,1199.0,411,160,38,134,135.0,3.6,1.366,0.26,3.02,3.04,0.99
carpech01,144,94,350,33,15,0,6658.0,2205,927,220,1697,735.0,3.76,1.325,0.26,6.88,2.98,2.31
carpech02,1,0,18,0,0,0,47.0,19,9,2,10,20.0,5.17,2.489,0.333,5.74,11.49,0.5
carpecr01,27,22,291,1,0,7,1243.0,398,180,38,252,181.0,3.91,1.397,0.253,5.47,3.93,1.39
carpeda01,11,11,218,0,0,4,634.0,210,86,22,216,102.0,3.66,1.476,0.266,9.2,4.34,2.12
carpeda02,1,2,34,0,0,0,140.0,51,28,9,34,21.0,5.4,1.543,0.279,6.56,4.05,1.62
carpele01,0,0,4,0,0,0,10.0,1,0,0,1,5.0,0.0,1.8,0.125,2.7,13.5,0.2
carpepa01,0,0,5,0,0,0,23.0,8,1,0,5,4.0,1.17,1.565,0.25,5.87,4.7,1.25
carpifr01,4,1,49,0,0,4,137.0,44,19,0,29,36.0,3.74,1.752,0.254,5.72,7.09,0.81
carpmi01,0,0,1,0,0,0,3.0,0,1,0,0,5.0,9.0,5.0,0.0,0.0,45.0,0.0
carraal01,50,39,258,30,4,16,2583.0,887,357,42,252,353.0,3.73,1.44,0.26,2.63,3.69,0.71
carraca01,33,38,118,6,2,1,1668.0,538,252,56,520,179.0,4.08,1.29,0.256,8.42,2.9,2.91
carradj01,24,21,290,1,0,2,1481.0,526,247,45,315,255.0,4.5,1.582,0.28,5.74,4.65,1.24
carragi01,29,18,313,1,0,4,1417.0,487,246,74,338,245.0,4.69,1.55,0.271,6.44,4.67,1.38
carrahe01,44,50,647,0,0,19,2497.0,792,369,69,662,453.0,3.99,1.496,0.251,7.16,4.9,1.46
carream01,0,0,3,0,0,0,10.0,5,6,1,2,5.0,16.2,3.0,0.333,5.4,13.5,0.4
carrejo01,1,2,22,0,0,0,113.0,33,17,8,30,18.0,4.06,1.354,0.239,7.17,4.3,1.67
carribi01,63,89,167,138,4,0,3974.0,1650,610,33,239,471.0,4.14,1.601,1.689,1.62,3.2,0.51
carrice01,1,2,3,0,0,0,31.0,16,15,4,4,16.0,13.06,3.097,0.364,3.48,13.94,0.25
carrido01,28,32,165,11,3,3,1698.0,595,280,47,275,320.0,4.45,1.617,0.268,4.37,5.09,0.86
carrocl02,96,73,731,1,0,143,4060.0,1296,442,67,681,591.0,2.94,1.394,0.255,4.53,3.93,1.15
carrodi01,0,0,2,0,0,0,15.0,7,2,1,1,1.0,3.6,1.6,0.292,1.8,1.8,1.0
carroed01,1,0,24,0,0,0,202.0,77,42,6,13,24.0,5.61,1.5,0.285,1.74,3.21,0.54
carroja01,0,0,1,0,0,0,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,
carroow01,64,90,248,71,2,5,3992.0,1532,655,61,311,534.0,4.43,1.553,0.285,2.1,3.61,0.58
carrosc02,6,11,44,0,0,0,498.0,187,83,15,91,76.0,4.5,1.584,0.288,4.93,4.12,1.2
carroto02,8,4,28,0,0,0,376.0,120,58,12,51,75.0,4.16,1.556,0.249,3.66,5.39,0.68
carseki01,116,138,294,218,4,3,6666.0,2780,1223,80,484,815.0,4.95,1.618,2.794,1.96,3.3,0.59
carsoal01,0,0,2,0,0,0,20.0,6,3,0,2,1.0,4.05,1.05,0.24,2.7,1.35,2.0
carsoro01,0,0,31,0,0,0,99.0,34,25,11,13,14.0,6.82,1.455,0.266,3.55,3.82,0.93
cartean01,0,2,24,0,0,0,125.0,38,22,8,24,24.0,4.75,1.488,0.248,5.18,5.18,1.0
cartear01,13,11,46,11,4,3,586.0,197,59,3,37,58.0,2.72,1.305,0.257,1.7,2.67,0.64
carteje01,0,1,5,0,0,0,36.0,8,7,1,2,5.0,5.25,1.083,0.182,1.5,3.75,0.4
cartela01,1,5,6,0,0,0,99.0,34,17,6,21,18.0,4.64,1.576,0.264,5.73,4.91,1.17
cartela02,13,12,181,0,0,29,761.0,245,117,38,127,89.0,4.15,1.317,0.257,4.51,3.16,1.43
carteni01,2,5,14,2,0,0,182.0,58,20,1,17,19.0,2.97,1.269,0.27,2.52,2.82,0.89
cartepa01,20,26,127,16,0,7,1440.0,510,177,10,115,156.0,3.32,1.388,0.273,2.16,2.92,0.74
carteso01,0,0,2,0,0,0,7.0,1,5,0,1,4.0,19.29,2.143,0.143,3.86,15.43,0.25
carutbo01,218,99,340,298,24,3,8486.0,2678,891,59,900,642.0,2.83,1.174,0.332,2.86,2.04,1.4
carvama01,0,2,42,0,0,0,171.0,60,33,8,49,26.0,5.21,1.509,0.27,7.74,4.11,1.88
carych01,14,26,134,4,0,3,1231.0,390,190,50,322,183.0,4.17,1.396,0.249,7.06,4.01,1.76
carysc01,3,1,23,1,0,0,164.0,73,36,5,25,21.0,5.93,1.72,0.307,4.12,3.46,1.19
casalje01,17,24,96,10,3,1,1111.0,376,209,51,207,220.0,5.08,1.609,0.259,5.03,5.35,0.94
cascajo01,27,48,143,20,3,8,1622.0,602,291,25,192,277.0,4.84,1.626,0.28,3.2,4.61,0.69
casech01,23,19,54,36,6,1,1188.0,373,129,2,114,128.0,2.93,1.265,0.25,2.59,2.91,0.89
caseybi01,0,0,1,0,0,0,3.0,4,2,0,0,1.0,18.0,5.0,0.667,0.0,9.0,0.0
caseyda01,96,90,201,182,14,0,5041.0,1664,593,42,743,583.0,3.18,1.337,0.26,3.98,3.12,1.27
caseyhu01,75,42,343,24,3,55,2819.0,935,360,58,349,348.0,3.45,1.365,0.255,3.34,3.33,1.0
cashica01,12,13,43,18,1,1,767.0,228,105,8,114,186.0,3.7,1.619,0.241,4.01,6.55,0.61
cashke01,0,0,1,0,0,0,3.0,3,1,0,0,0.0,9.0,3.0,0.5,0.0,0.0,
cashnan01,26,42,174,3,3,0,1783.0,561,237,52,496,225.0,3.59,1.322,0.251,7.51,3.41,2.2
casiala01,11,13,245,0,0,2,722.0,286,122,30,125,103.0,4.56,1.616,0.299,4.67,3.85,1.21
caskecr01,0,0,9,0,0,0,43.0,15,9,3,6,5.0,5.65,1.395,0.268,3.77,3.14,1.2
cassebo01,3,3,50,0,0,0,194.0,56,23,3,34,41.0,3.2,1.5,0.241,4.73,5.71,0.83
