player_id,seasons_played,All-Star,TripleCrown,MVP,CYA,3000H,500HR,1500RBI,3000K,300W,300SV
mussimi01,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newhoha01,17.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
garvest01,19.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
schoere01,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mazerbi01,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ashburi01,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
trammal01,20.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willsma01,15.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marioma01,13.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kuennha01,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lopezal01,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rizzuph01,13.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wilsoha01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jennihu01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kellge01,19.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gowdyha01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cavarph01,22.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grimebu01,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sainjo01,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cuyleki01,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reynoal01,13.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lazzeto01,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bottoji01,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
duffyhu01,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
johnto01,28.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tiantlu01,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
faberre01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bakerfr01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vandejo01,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kaatji01,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vaughar01,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gordojo01,11.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mattido01,14.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kleinch01,19.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
brownmo01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
planked01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
lolicmi01,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boyerke01,17.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hardeme01,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcginjo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doerrbo01,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
vernomi01,21.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
clarkfr01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parkeda01,20.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
burdele01,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcgrifr01,21.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mcgwima01,17.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
waltebu01,21.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wanerll01,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
murphda05,19.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wheatza01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
walkela01,18.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gehrilo01,17.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
youngro01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
torrejo01,18.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
minosmi01,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
howarel01,15.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
henrito01,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hermabi01,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinkejo01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hoytwa01,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
allendi01,15.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
facero01,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
darkal01,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woodjo02,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
martipe01,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conceda01,19.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
odoulle01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kentje01,19.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lombaer01,17.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bancrda01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
combsea01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pinsova01,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
munsoth01,11.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
newcodo01,12.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
floodcu01,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
coopewa01,21.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kluszte01,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
marquru01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
adamsba01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lewisdu01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gosligo01,19.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
lylesp01,18.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
covelst01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palmera01,20.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
sosasa01,19.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
larsedo01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
moorete01,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sheffga01,24.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
dimagdo01,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hershor01,18.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
hernake01,18.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hafeych01,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bondsbo01,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
evansdw01,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
raschvi01,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dykesji01,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
klingjo01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
grimmch01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
willibe02,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rosepe01,25.0,17.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
newsobo01,29.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manushe01,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
chaseha01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
guidrro01,14.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
wilsoji01,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bluevi01,17.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
seweljo01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nettlgr01,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ruelmu01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haineje01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
crigelo01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
staubru01,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bauerha01,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
belleal01,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
boonebo01,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
altroni01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
durocle01,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bridgto01,16.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
stewada01,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jackstr01,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
harribu01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
woodwi01,18.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fostege01,20.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
southbi01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wrighgl01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
warnelo01,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
