,g,ab,r,h,double,triple,hr,rbi,sb,cs,so,g_idp,BB,SAC,TB,XBH,AVG,OBP,SLG,OPS,VOTE%,inducted
burkeji01,550.0,1947.0,200.0,475.0,58.0,13.0,1.0,187.0,87.0,0.0,0.0,0.0,142.0,53.0,562.0,72.0,0.244,0.28800000000000003,0.289,0.5770000000000001,,
burkejo01,3.0,10.0,3.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.5,0.583,0.5,1.083,,
burkele01,194.0,506.0,73.0,131.0,17.0,7.0,0.0,47.0,7.0,7.0,32.0,0.0,51.0,24.0,162.0,24.0,0.259,0.313,0.32,0.633,,
burkele02,165.0,301.0,33.0,72.0,7.0,2.0,9.0,45.0,0.0,1.0,79.0,7.0,27.0,1.0,110.0,18.0,0.239,0.301,0.365,0.6659999999999999,,
burkemi01,28.0,117.0,13.0,26.0,3.0,0.0,0.0,8.0,0.0,0.0,5.0,0.0,2.0,0.0,29.0,3.0,0.222,0.235,0.248,0.483,,
burkepa01,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
burkhmo01,42.0,121.0,20.0,30.0,4.0,0.0,5.0,23.0,0.0,0.0,38.0,2.0,24.0,1.0,49.0,9.0,0.248,0.37,0.405,0.775,,
burkma01,16.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,1.0,,
burksel01,2000.0,7232.0,1253.0,2107.0,402.0,63.0,352.0,1206.0,181.0,84.0,1340.0,171.0,886.0,91.0,3691.0,817.0,0.29100000000000004,0.365,0.51,0.875,0.0037105751391465678,0.0
burleri01,1346.0,5139.0,656.0,1401.0,256.0,23.0,50.0,449.0,72.0,68.0,477.0,138.0,459.0,130.0,1853.0,329.0,0.273,0.325,0.361,0.6859999999999999,0.0,0.0
burnehe01,6.0,21.0,7.0,7.0,0.0,1.0,2.0,3.0,3.0,0.0,2.0,0.0,3.0,1.0,15.0,3.0,0.33299999999999996,0.4,0.7140000000000001,1.114,,
burneja01,59.0,206.0,18.0,49.0,8.0,4.0,0.0,12.0,5.0,0.0,0.0,0.0,17.0,9.0,65.0,12.0,0.23800000000000002,0.284,0.316,0.6,,
burnejo01,558.0,1835.0,288.0,521.0,94.0,15.0,9.0,213.0,15.0,12.0,107.0,0.0,172.0,35.0,672.0,118.0,0.284,0.33899999999999997,0.366,0.705,,
burnije01,1694.0,5710.0,917.0,1447.0,298.0,29.0,315.0,981.0,74.0,58.0,1376.0,99.0,892.0,52.0,2748.0,642.0,0.253,0.35200000000000004,0.48100000000000004,0.833,0.0,0.0
burnsbi02,138.0,526.0,74.0,154.0,18.0,9.0,5.0,42.0,29.0,9.0,81.0,5.0,33.0,3.0,205.0,32.0,0.293,0.33299999999999996,0.39,0.723,,
burnscb01,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,,
burnsed01,321.0,796.0,48.0,183.0,21.0,6.0,0.0,65.0,14.0,0.0,59.0,0.0,90.0,18.0,216.0,27.0,0.23,0.302,0.271,0.573,,
burnsge01,1853.0,7241.0,1188.0,2077.0,362.0,108.0,41.0,611.0,383.0,139.0,565.0,0.0,898.0,112.0,2778.0,511.0,0.287,0.361,0.384,0.745,0.01492537313432836,0.0
burnsge02,1866.0,6573.0,901.0,2018.0,444.0,72.0,72.0,951.0,154.0,63.0,433.0,0.0,473.0,187.0,2822.0,588.0,0.307,0.344,0.429,0.773,0.0,0.0
burnsja01,15.0,53.0,5.0,12.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,4.0,2.0,12.0,0.0,0.226,0.271,0.226,0.49700000000000005,,
burnsja02,890.0,3516.0,541.0,980.0,199.0,31.0,44.0,417.0,63.0,47.0,299.0,0.0,384.0,76.0,1373.0,274.0,0.27899999999999997,0.34299999999999997,0.391,0.7340000000000001,,
burnsji01,169.0,727.0,131.0,222.0,29.0,11.0,5.0,111.0,64.0,0.0,78.0,0.0,39.0,0.0,288.0,45.0,0.305,0.341,0.396,0.737,,
burnsjo01,5.0,14.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,6.0,0.0,0.429,0.529,0.429,0.958,,
burnsjo02,8.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.105,0.1,0.105,0.205,,
burnsjo03,111.0,300.0,24.0,69.0,6.0,1.0,2.0,16.0,2.0,2.0,50.0,8.0,18.0,7.0,83.0,9.0,0.23,0.268,0.27699999999999997,0.545,,
burnsoy01,1187.0,4637.0,869.0,1389.0,224.0,129.0,65.0,832.0,263.0,0.0,182.0,0.0,505.0,1.0,2066.0,418.0,0.3,0.368,0.446,0.8140000000000001,0.0,0.0
burnspa01,7.0,29.0,3.0,7.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,11.0,3.0,0.24100000000000002,0.312,0.379,0.691,,
burnsto01,1251.0,4920.0,722.0,1299.0,236.0,69.0,39.0,683.0,162.0,0.0,454.0,0.0,278.0,0.0,1790.0,344.0,0.264,0.303,0.364,0.667,0.0,0.0
burrebu01,122.0,390.0,42.0,96.0,13.0,3.0,3.0,47.0,4.0,0.0,28.0,0.0,33.0,6.0,124.0,19.0,0.24600000000000002,0.301,0.318,0.619,,
burrepa01,1640.0,5503.0,767.0,1393.0,299.0,16.0,292.0,976.0,7.0,3.0,1564.0,119.0,1016.0,54.0,2600.0,607.0,0.253,0.366,0.47200000000000003,0.838,,
burriem01,287.0,723.0,89.0,177.0,14.0,1.0,1.0,42.0,40.0,15.0,101.0,18.0,69.0,17.0,196.0,16.0,0.245,0.304,0.271,0.575,,
burrila01,159.0,356.0,44.0,73.0,8.0,6.0,4.0,33.0,5.0,3.0,92.0,5.0,37.0,6.0,105.0,18.0,0.205,0.276,0.295,0.5710000000000001,,
burripa01,69.0,196.0,15.0,43.0,5.0,0.0,2.0,24.0,0.0,0.0,21.0,11.0,9.0,3.0,54.0,7.0,0.21899999999999997,0.25,0.276,0.526,,
burrohe01,14.0,70.0,12.0,16.0,2.0,3.0,1.0,14.0,0.0,0.0,1.0,0.0,2.0,0.0,27.0,6.0,0.22899999999999998,0.25,0.386,0.636,,
burroje01,1689.0,5536.0,720.0,1443.0,230.0,20.0,240.0,882.0,16.0,22.0,1135.0,148.0,911.0,67.0,2433.0,490.0,0.261,0.361,0.439,0.8,0.002257336343115124,0.0
burrose01,528.0,1664.0,187.0,463.0,68.0,12.0,12.0,143.0,20.0,6.0,223.0,38.0,158.0,14.0,591.0,92.0,0.278,0.33799999999999997,0.355,0.693,,
burrudi01,560.0,1760.0,206.0,513.0,87.0,12.0,11.0,211.0,18.0,12.0,95.0,0.0,149.0,39.0,657.0,110.0,0.29100000000000004,0.34,0.373,0.713,,
burtfr01,10.0,36.0,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,3.0,0.111,0.135,0.222,0.35700000000000004,,
burtoel01,215.0,556.0,79.0,120.0,24.0,4.0,17.0,59.0,11.0,6.0,117.0,11.0,71.0,19.0,203.0,45.0,0.21600000000000003,0.29600000000000004,0.365,0.6609999999999999,,
busbyji01,1352.0,4250.0,541.0,1113.0,162.0,35.0,48.0,438.0,97.0,48.0,439.0,83.0,337.0,72.0,1489.0,245.0,0.262,0.311,0.35,0.6609999999999999,0.0,0.0
busbypa01,36.0,56.0,16.0,15.0,1.0,0.0,0.0,7.0,2.0,0.0,2.0,2.0,2.0,6.0,16.0,1.0,0.268,0.266,0.28600000000000003,0.552,,
buschbr01,164.0,436.0,51.0,116.0,13.0,1.0,8.0,69.0,1.0,2.0,93.0,11.0,56.0,10.0,155.0,22.0,0.266,0.34299999999999997,0.35600000000000004,0.6990000000000001,,
busched01,270.0,917.0,80.0,240.0,21.0,6.0,0.0,75.0,7.0,7.0,28.0,32.0,65.0,18.0,273.0,27.0,0.262,0.305,0.298,0.603,,
buschmi01,51.0,100.0,11.0,22.0,4.0,0.0,7.0,23.0,0.0,0.0,40.0,2.0,5.0,0.0,47.0,11.0,0.22,0.257,0.47,0.727,,
bushdo01,1946.0,7210.0,1280.0,1804.0,186.0,74.0,9.0,436.0,404.0,75.0,346.0,0.0,1187.0,337.0,2165.0,269.0,0.25,0.342,0.3,0.642,0.008583690987124462,0.0
bushho01,409.0,1274.0,176.0,363.0,50.0,5.0,11.0,115.0,65.0,20.0,238.0,25.0,78.0,26.0,456.0,66.0,0.285,0.32,0.358,0.6779999999999999,,
bushodo01,672.0,2397.0,287.0,514.0,58.0,13.0,2.0,184.0,39.0,0.0,97.0,0.0,130.0,0.0,604.0,73.0,0.214,0.255,0.252,0.507,0.0,0.0
bushra01,1219.0,3045.0,388.0,763.0,154.0,26.0,96.0,409.0,33.0,29.0,505.0,64.0,448.0,38.0,1257.0,276.0,0.251,0.34299999999999997,0.413,0.7559999999999999,0.0,0.0
buskejo01,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.091,0.0,0.091,,
buskemi01,6.0,7.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,1.0,0.28600000000000003,0.375,0.5710000000000001,0.946,,
bussera01,68.0,155.0,12.0,23.0,8.0,2.0,2.0,9.0,0.0,1.0,54.0,6.0,13.0,2.0,41.0,12.0,0.14800000000000002,0.212,0.265,0.47700000000000004,,
bussni01,8.0,19.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.105,0.15,0.105,0.255,,
butchha01,64.0,215.0,30.0,48.0,11.0,4.0,2.0,21.0,10.0,0.0,0.0,0.0,18.0,5.0,73.0,17.0,0.223,0.27699999999999997,0.34,0.617,,
buterdr01,306.0,774.0,63.0,143.0,30.0,3.0,9.0,60.0,0.0,1.0,165.0,16.0,60.0,20.0,206.0,42.0,0.185,0.23800000000000002,0.266,0.504,,
butersa01,359.0,801.0,63.0,182.0,24.0,3.0,8.0,76.0,0.0,0.0,85.0,32.0,93.0,21.0,236.0,35.0,0.22699999999999998,0.301,0.295,0.596,0.0,0.0
butkaed01,18.0,50.0,1.0,11.0,2.0,0.0,0.0,2.0,0.0,0.0,14.0,0.0,2.0,0.0,13.0,2.0,0.22,0.25,0.26,0.51,,
butlear01,454.0,1289.0,181.0,311.0,44.0,13.0,3.0,101.0,54.0,14.0,102.0,0.0,156.0,40.0,390.0,60.0,0.24100000000000002,0.314,0.303,0.617,,
butlebi01,9.0,31.0,7.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,5.0,0.226,0.25,0.452,0.7020000000000001,,
butlebi03,1317.0,4855.0,565.0,1408.0,304.0,5.0,142.0,693.0,5.0,3.0,798.0,194.0,571.0,44.0,2148.0,451.0,0.29,0.36200000000000004,0.442,0.804,,
butlebr01,2213.0,8180.0,1359.0,2375.0,277.0,131.0,54.0,578.0,558.0,257.0,907.0,62.0,1190.0,198.0,3076.0,462.0,0.29,0.373,0.376,0.7490000000000001,0.004032258064516129,0.0
butlebr02,203.0,553.0,85.0,137.0,28.0,6.0,11.0,60.0,4.0,7.0,60.0,12.0,36.0,13.0,210.0,45.0,0.248,0.287,0.38,0.667,,
butleda01,7.0,19.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,5.0,1.0,1.0,0.0,7.0,3.0,0.21100000000000002,0.25,0.368,0.618,,
butledi01,22.0,74.0,7.0,17.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,1.0,19.0,1.0,0.23,0.247,0.257,0.504,,
butlefr01,5.0,22.0,5.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,0.273,0.304,0.318,0.622,,
butlejo01,44.0,119.0,6.0,16.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,6.0,18.0,2.0,0.134,0.221,0.151,0.37200000000000005,,
butlejo02,375.0,1251.0,115.0,315.0,48.0,12.0,3.0,146.0,17.0,0.0,89.0,0.0,125.0,39.0,396.0,63.0,0.252,0.311,0.317,0.628,,
butlejo04,102.0,274.0,33.0,75.0,14.0,0.0,8.0,31.0,5.0,2.0,91.0,16.0,23.0,0.0,113.0,22.0,0.27399999999999997,0.33,0.41200000000000003,0.742,,
butleki01,71.0,255.0,36.0,43.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,58.0,15.0,0.16899999999999998,0.20600000000000002,0.22699999999999998,0.433,,
butleki02,20.0,59.0,4.0,13.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,2.0,2.0,15.0,2.0,0.22,0.23800000000000002,0.254,0.49200000000000005,,
butleri01,86.0,251.0,30.0,56.0,5.0,3.0,7.0,22.0,4.0,3.0,44.0,4.0,21.0,3.0,88.0,15.0,0.223,0.28,0.35100000000000003,0.631,,
butlero01,109.0,218.0,32.0,53.0,13.0,2.0,0.0,21.0,3.0,3.0,28.0,5.0,22.0,7.0,70.0,15.0,0.243,0.304,0.321,0.625,,
buxtoby01,46.0,129.0,16.0,27.0,7.0,1.0,2.0,6.0,2.0,2.0,44.0,1.0,7.0,2.0,42.0,10.0,0.209,0.24600000000000002,0.326,0.5720000000000001,,
buzasjo01,30.0,65.0,8.0,17.0,2.0,1.0,0.0,6.0,2.0,0.0,5.0,2.0,2.0,0.0,21.0,3.0,0.262,0.284,0.32299999999999995,0.607,,
byersbi01,19.0,60.0,3.0,13.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,0.217,0.226,0.217,0.44299999999999995,,
byersbu01,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
byersra01,21.0,26.0,1.0,7.0,2.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,1.0,0.0,9.0,2.0,0.26899999999999996,0.29600000000000004,0.34600000000000003,0.642,,
bynumfr01,188.0,351.0,54.0,82.0,17.0,8.0,6.0,32.0,18.0,8.0,108.0,6.0,20.0,6.0,133.0,31.0,0.23399999999999999,0.271,0.379,0.65,,
byrdma01,1539.0,5464.0,729.0,1503.0,305.0,39.0,154.0,691.0,56.0,31.0,1196.0,114.0,493.0,66.0,2348.0,498.0,0.275,0.331,0.43,0.7609999999999999,,
byrdsa01,745.0,1700.0,304.0,465.0,101.0,10.0,38.0,220.0,17.0,10.0,178.0,11.0,201.0,32.0,700.0,149.0,0.27399999999999997,0.345,0.41200000000000003,0.757,,
byrnebo01,1283.0,4831.0,667.0,1225.0,186.0,60.0,10.0,329.0,176.0,12.0,220.0,0.0,505.0,144.0,1561.0,256.0,0.254,0.316,0.32299999999999995,0.639,0.0,0.0
byrneer01,963.0,3202.0,482.0,827.0,191.0,30.0,109.0,396.0,129.0,23.0,538.0,58.0,311.0,28.0,1405.0,330.0,0.258,0.321,0.439,0.76,,
byrneji01,10.0,23.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.174,0.174,0.261,0.435,,
byrnemi01,390.0,1278.0,174.0,350.0,77.0,15.0,16.0,154.0,3.0,14.0,183.0,23.0,202.0,39.0,505.0,108.0,0.27399999999999997,0.363,0.395,0.758,,
cabalpu01,322.0,658.0,81.0,150.0,21.0,3.0,1.0,40.0,10.0,2.0,34.0,22.0,41.0,7.0,180.0,25.0,0.228,0.271,0.27399999999999997,0.545,,
