player_id,inducted
seaveto01,1.0
ryanno01,1.0
ripkeca01,1.0
cobbty01,1.0
brettge01,1.0
aaronha01,1.0
gwynnto01,1.0
johnsra05,1.0
maddugr01,1.0
schmimi01,1.0
benchjo01,1.0
carltst01,1.0
ruthba01,1.0
wagneho01,1.0
henderi01,1.0
mayswi01,1.0
yastrca01,1.0
fellebo01,1.0
jacksre01,1.0
willite01,1.0
musiast01,1.0
palmeji01,1.0
robinbr01,1.0
glavito02,1.0
boggswa01,1.0
smithoz01,1.0
martipe02,1.0
mathech01,1.0
carewro01,1.0
alomaro01,1.0
robinfr02,1.0
dimagjo01,1.0
kalinal01,1.0
mantlmi01,1.0
ottme01,1.0
hubbeca01,1.0
koufasa01,1.0
roberro01,1.0
heilmha01,1.0
snidedu01,1.0
lyonste01,1.0
larkiba01,1.0
gossari01,1.0
sislege01,1.0
willibi01,1.0
berrayo01,1.0
murraed02,1.0
molitpa01,1.0
greenha01,1.0
medwijo01,1.0
aparilu01,1.0
friscfr01,1.0
winfida01,1.0
gibsobo01,1.0
bankser01,1.0
wilheho01,1.0
thomafr04,1.0
maricju01,1.0
johnswa01,1.0
lajoina01,1.0
wanerpa01,1.0
eckerde01,1.0
spahnwa01,1.0
killeha01,1.0
piazzmi01,1.0
maranra01,1.0
smoltjo01,1.0
biggicr01,1.0
stargwi01,1.0
puckeki01,1.0
speaktr01,1.0
morgajo02,1.0
vanceda01,1.0
suttodo01,1.0
mccovwi01,1.0
fingero01,1.0
alexape01,1.0
niekrph01,1.0
dickebi01,1.0
brocklo01,1.0
blylebe01,1.0
fiskca01,1.0
cochrmi01,1.0
matheed01,1.0
camparo01,1.0
foxxji01,1.0
deandi01,1.0
cronijo01,1.0
lemonbo01,1.0
drysddo01,1.0
hornsro01,1.0
cartega01,1.0
dawsoan01,1.0
fordwh01,1.0
collied01,1.0
hartnga01,1.0
pennohe01,1.0
robinja02,1.0
yountro01,1.0
terrybi01,1.0
boudrlo01,1.0
perryga01,1.0
perezto01,1.0
suttebr01,1.0
traynpi01,1.0
riceji01,1.0
grovele01,1.0
hunteca01,1.0
sandbry01,1.0
youngcy01,1.0
wynnea01,1.0
keelewi01,1.0
kinerra01,1.0
jenkife01,1.0
simmoal01,1.0
foxne01,0.0
bunniji01,0.0
cepedor01,0.0
ruffire01,0.0
chancfr01,0.0
bagweje01,0.0
applilu01,0.0
raineti01,0.0
slaugen01,0.0
morrija02,0.0
gehrich01,0.0
wadderu01,0.0
hodgegi01,0.0
walshed01,0.0
roushed01,0.0
eversjo01,0.0
bresnro01,0.0
ricesa01,0.0
delahed01,0.0
rixeyep01,0.0
schilcu01,0.0
careyma01,0.0
smithle02,0.0
colliji01,0.0
reesepe01,0.0
olivato01,0.0
gomezle01,0.0
clemero02,0.0
schalra01,0.0
bendech01,0.0
bondsba01,0.0
mizejo01,0.0
martied01,0.0
santoro01,0.0
marisro01,0.0
mussimi01,0.0
newhoha01,0.0
garvest01,0.0
schoere01,0.0
mazerbi01,0.0
ashburi01,0.0
trammal01,0.0
willsma01,0.0
marioma01,0.0
kuennha01,0.0
lopezal01,0.0
rizzuph01,0.0
wilsoha01,0.0
jennihu01,0.0
kellge01,0.0
gowdyha01,0.0
cavarph01,0.0
grimebu01,0.0
sainjo01,0.0
cuyleki01,0.0
reynoal01,0.0
lazzeto01,0.0
bottoji01,0.0
duffyhu01,0.0
johnto01,0.0
tiantlu01,0.0
faberre01,0.0
bakerfr01,0.0
vandejo01,0.0
kaatji01,0.0
vaughar01,0.0
gordojo01,0.0
mattido01,0.0
kleinch01,0.0
brownmo01,0.0
planked01,0.0
lolicmi01,0.0
boyerke01,0.0
hardeme01,0.0
mcginjo01,0.0
doerrbo01,0.0
vernomi01,0.0
clarkfr01,0.0
parkeda01,0.0
burdele01,0.0
mcgrifr01,0.0
mcgwima01,0.0
waltebu01,0.0
wanerll01,0.0
murphda05,0.0
wheatza01,0.0
walkela01,0.0
gehrilo01,0.0
youngro01,0.0
torrejo01,0.0
minosmi01,0.0
howarel01,0.0
henrito01,0.0
hermabi01,0.0
tinkejo01,0.0
hoytwa01,0.0
allendi01,0.0
facero01,0.0
darkal01,0.0
woodjo02,0.0
martipe01,0.0
conceda01,0.0
odoulle01,0.0
kentje01,0.0
lombaer01,0.0
bancrda01,0.0
combsea01,0.0
pinsova01,0.0
munsoth01,0.0
newcodo01,0.0
floodcu01,0.0
coopewa01,0.0
kluszte01,0.0
marquru01,0.0
adamsba01,0.0
lewisdu01,0.0
gosligo01,0.0
lylesp01,0.0
covelst01,0.0
palmera01,0.0
sosasa01,0.0
larsedo01,0.0
moorete01,0.0
sheffga01,0.0
dimagdo01,0.0
hershor01,0.0
hernake01,0.0
hafeych01,0.0
bondsbo01,0.0
evansdw01,0.0
raschvi01,0.0
dykesji01,0.0
klingjo01,0.0
grimmch01,0.0
willibe02,0.0
rosepe01,0.0
newsobo01,0.0
manushe01,0.0
chaseha01,0.0
guidrro01,0.0
wilsoji01,0.0
bluevi01,0.0
seweljo01,0.0
nettlgr01,0.0
ruelmu01,0.0
haineje01,0.0
crigelo01,0.0
staubru01,0.0
bauerha01,0.0
belleal01,0.0
boonebo01,0.0
altroni01,0.0
durocle01,0.0
bridgto01,0.0
stewada01,0.0
jackstr01,0.0
harribu01,0.0
woodwi01,0.0
fostege01,0.0
southbi01,0.0
wrighgl01,0.0
warnelo01,0.0
maglisa01,0.0
ruckena01,0.0
valenfe01,0.0
derripa01,0.0
baineha01,0.0
kellech01,0.0
fitzsfr01,0.0
cramedo01,0.0
hermaba01,0.0
willicy01,0.0
luquedo01,0.0
judgejo01,0.0
lynnfr01,0.0
garcino01,0.0
crosefr01,0.0
averiea01,0.0
mcinnst01,0.0
gonzaju03,0.0
mcgeewi01,0.0
rowesc01,0.0
schumha02,0.0
yorkru01,0.0
hutchfr01,0.0
meusebo01,0.0
oneilst01,0.0
rolfere01,0.0
nehfar01,0.0
reardje01,0.0
hackst01,0.0
blackew01,0.0
griffke01,0.0
francjo01,0.0
thomsbo01,0.0
madlobi01,0.0
ehmkeho01,0.0
rommeed01,0.0
clarkwi02,0.0
coopewi01,0.0
lindsfr01,0.0
oliveal01,0.0
motama01,0.0
crawfsa01,0.0
schanwa01,0.0
gracema01,0.0
galaran01,0.0
coneda01,0.0
crandde01,0.0
whitefr01,0.0
quiseda01,0.0
delgaca01,0.0
haddiha01,0.0
mccarti01,0.0
cartejo01,0.0
whiteea01,0.0
belanma01,0.0
simmote01,0.0
ferrewe01,0.0
dobyla01,0.0
quinnja01,0.0
goodedw01,0.0
scottev01,0.0
erskica01,0.0
loftoke01,0.0
martide01,0.0
campabe01,0.0
tennefr02,0.0
rusieam01,0.0
tebbebi01,0.0
mccorfr01,0.0
chandsp01,0.0
hoopeha01,0.0
donlimi01,0.0
walkedi02,0.0
archeji01,0.0
duganjo01,0.0
reisepe01,0.0
whitalo01,0.0
mcnalda01,0.0
alomasa02,0.0
wallabo01,0.0
baylodo01,0.0
groveor01,0.0
brechha01,0.0
hillejo01,0.0
grichbo01,0.0
dinnebi01,0.0
nichoki01,0.0
gibsoki01,0.0
abbotji01,0.0
carribi02,0.0
bradlbi01,0.0
bowala01,0.0
earnsge01,0.0
fletcar01,0.0
rootch01,0.0
milancl01,0.0
ofarrbo01,0.0
lawve01,0.0
shantbo01,0.0
mcmilro01,0.0
maysca01,0.0
higgipi01,0.0
millebi02,0.0
oneilpa01,0.0
chesbja01,0.0
bucknbi01,0.0
brownke01,0.0
richabo01,0.0
wilsowi02,0.0
wambsbi01,0.0
grohhe01,0.0
truckvi01,0.0
elliobo01,0.0
stengca01,0.0
moseswa01,0.0
piercbi02,0.0
whitewi01,0.0
ceyro01,0.0
blairpa01,0.0
marbefi01,0.0
bushjo01,0.0
jonesfi01,0.0
perryji01,0.0
bergmo01,0.0
bishoma01,0.0
kellyge01,0.0
groatdi01,0.0
sutclri01,0.0
mcgrajo01,0.0
leonadu02,0.0
parrila02,0.0
bellbu01,0.0
evansda01,0.0
burkeje01,0.0
mcdougi01,0.0
heganji01,0.0
coombja01,0.0
bluegos01,0.0
richajr01,0.0
cashno01,0.0
doylela01,0.0
lavagco01,0.0
shockur01,0.0
uhlege01,0.0
camildo01,0.0
donovbi01,0.0
burnsge01,0.0
peckiro01,0.0
kindeel01,0.0
stephri01,0.0
whiteha01,0.0
clarkja01,0.0
marshmi01,0.0
kileda01,0.0
howarfr01,0.0
perraro01,0.0
furilca01,0.0
stiebda01,0.0
wertzvi01,0.0
mcgratu01,0.0
powelbo01,0.0
sauerha01,0.0
hattogr01,0.0
lockmwh01,0.0
niekrjo01,0.0
simmocu01,0.0
lucasre01,0.0
gelbech01,0.0
jurgebi01,0.0
tekulke01,0.0
venturo01,0.0
alouma01,0.0
willima04,0.0
granted01,0.0
saberbr01,0.0
guerrpe01,0.0
turnete01,0.0
cravaga01,0.0
bellge02,0.0
davisto02,0.0
theveto01,0.0
fonsele01,0.0
holtzke01,0.0
henketo01,0.0
strawda01,0.0
pappami01,0.0
barryja01,0.0
gonzami01,0.0
sewellu01,0.0
cuccito01,0.0
werbebi01,0.0
gustifr01,0.0
coopemo01,0.0
doakbi01,0.0
berrych02,0.0
kammwi01,0.0
stanked01,0.0
kressre01,0.0
vaughmo01,0.0
lopated01,0.0
sievero01,0.0
cansejo01,0.0
jenseja01,0.0
randowi01,0.0
aloumo01,0.0
castivi02,0.0
tobinji01,0.0
bushgu01,0.0
critzhu01,0.0
martiti02,0.0
hrbekke01,0.0
galanau01,0.0
mageesh01,0.0
westrwe01,0.0
loberha01,0.0
daubeja01,0.0
casege01,0.0
houttar01,0.0
schreos01,0.0
ennisde01,0.0
fregoji01,0.0
morriha02,0.0
guilloz01,0.0
hortowi01,0.0
bakerdu01,0.0
koosmje01,0.0
jacksjo01,0.0
wellsda01,0.0
gonzalu01,0.0
salmoti01,0.0
bushdo01,0.0
roepr01,0.0
podrejo01,0.0
bartedi01,0.0
sherdbi01,0.0
smithea02,0.0
hallabi01,0.0
severha01,0.0
westsa01,0.0
bigbeca01,0.0
davissp01,0.0
milledo02,0.0
cadorle01,0.0
mungova01,0.0
johnsbo01,0.0
oeschjo01,0.0
smithsh01,0.0
kremera01,0.0
virdobi01,0.0
lowebo01,0.0
phillde01,0.0
elberki01,0.0
houghch01,0.0
pascuca02,0.0
aloufe01,0.0
stottme01,0.0
mcdowja01,0.0
gaettga01,0.0
wettejo01,0.0
fosteed02,0.0
messean01,0.0
lonboji01,0.0
fairlro01,0.0
powervi01,0.0
perkicy01,0.0
meadole01,0.0
bergewa01,0.0
holmeto01,0.0
leachfr01,0.0
mcmanma01,0.0
johnsda02,0.0
boutoji01,0.0
edwarha01,0.0
fernato01,0.0
ewingbu01,0.0
percitr01,0.0
bandosa01,0.0
mcdanli01,0.0
petrori01,0.0
finlest01,0.0
mayle01,0.0
smithre06,0.0
leebi03,0.0
muellbi02,0.0
russebi01,0.0
kingmda01,0.0
boyercl02,0.0
mclaide01,0.0
leiteal01,0.0
grissma02,0.0
olerujo01,0.0
torgeea01,0.0
valoel01,0.0
dentbu01,0.0
watsobo01,0.0
murcebo01,0.0
pafkoan01,0.0
grissma01,0.0
martimo01,0.0
ricede01,0.0
toneyfr01,0.0
myerbu01,0.0
wittwh01,0.0
ringji01,0.0
chapmbe01,0.0
lansfca01,0.0
sewelri01,0.0
coxbi02,0.0
hargrbu01,0.0
colemvi01,0.0
moorejo02,0.0
keyji01,0.0
eisenji01,0.0
davisch01,0.0
aguilri01,0.0
moonwa01,0.0
bicheda01,0.0
daviser01,0.0
burgesm01,0.0
colavro01,0.0
sadecra01,0.0
malonji01,0.0
blassst01,0.0
turneji01,0.0
jonessa01,0.0
haasmu01,0.0
willike01,0.0
suhrgu01,0.0
mostijo01,0.0
ferreri01,0.0
kuheljo01,0.0
kessido01,0.0
osteecl01,0.0
dooinre01,0.0
leachto01,0.0
falkecy01,0.0
smallro01,0.0
troutdi01,0.0
streega01,0.0
rudoldi01,0.0
northro01,0.0
gleaski01,0.0
cissebi01,0.0
kuzavbo01,0.0
schulfr01,0.0
mcleala01,0.0
miksied01,0.0
steinha01,0.0
veachbo01,0.0
murphda02,0.0
collish01,0.0
breitte01,0.0
hinchbi01,0.0
moranpa01,0.0
longhe01,0.0
leevesa01,0.0
gromest01,0.0
sullibi03,0.0
murrare01,0.0
paskedo01,0.0
stanlmi01,0.0
breweji01,0.0
freehbi01,0.0
thornan01,0.0
lopesda01,0.0
decindo01,0.0
cashda01,0.0
sanguma01,0.0
cedence01,0.0
yeagest01,0.0
pinielo01,0.0
mondari01,0.0
rivermi01,0.0
mackco01,0.0
parrila01,0.0
garneph01,0.0
cruzjo01,0.0
hernawi01,0.0
forscbo01,0.0
dunnja01,0.0
schaege01,0.0
hamilbi01,0.0
crossla01,0.0
kellejo01,0.0
lathaar01,0.0
becklja01,0.0
beaumgi01,0.0
tudorjo01,0.0
reussje01,0.0
greenmi01,0.0
violafr01,0.0
reuscri01,0.0
templga01,0.0
flanami01,0.0
downibr01,0.0
scottmi03,0.0
sheckji01,0.0
davisha01,0.0
camniho01,0.0
conrowi01,0.0
tanneje01,0.0
seymocy01,0.0
ritchcl01,0.0
penato01,0.0
honeyri01,0.0
butlebr01,0.0
fernasi01,0.0
hendeda01,0.0
saxst01,0.0
allenjo02,0.0
bluelu01,0.0
samueju01,0.0
mitchke01,0.0
drabedo01,0.0
righeda01,0.0
candito01,0.0
