player_id,w,l,g,cg,sho,sv,ipouts,h,er,hr,so,BB,ERA,WHIP,BAA,K/9,BB/9,K/BB,VOTE%,inducted
devinji01,1,1,2,1,0,0,33.0,15,9,0,3,1.0,7.36,1.455,-15.0,2.45,0.82,3.0,0.0,0.0
devinjo01,8,3,93,0,0,1,265.0,62,27,3,89,57.0,2.75,1.347,0.20199999999999999,9.07,5.81,1.56,0.0,0.0
devliji01,72,76,157,151,9,0,4215.0,1437,320,7,273,89.0,2.05,1.0859999999999999,0.299,1.75,0.57,3.07,0.0,0.0
devliji02,10,9,23,17,0,1,511.0,161,64,3,90,61.0,3.38,1.3030000000000002,3.7439999999999998,4.76,3.22,1.48,0.0,0.0
dewalch01,2,0,2,2,0,0,42.0,13,1,0,6,5.0,0.64,1.286,-2.6,3.86,3.21,1.2,0.0,0.0
deweyma01,12,7,205,0,0,8,747.0,243,101,18,168,135.0,3.65,1.518,0.261,6.07,4.88,1.24,0.0,0.0
diamosc01,19,27,58,1,1,0,1029.0,398,169,41,161,98.0,4.43,1.446,0.294,4.22,2.57,1.64,0.0,0.0
diamoth01,1,3,16,0,0,0,87.0,33,22,5,36,22.0,6.83,1.8969999999999998,0.297,11.17,6.83,1.64,0.0,0.0
diazca01,13,6,179,0,0,4,774.0,249,92,17,207,127.0,3.21,1.4569999999999999,0.255,7.22,4.43,1.63,0.0,0.0
diazfe01,2,5,18,0,0,0,148.0,62,37,13,33,20.0,6.75,1.662,0.308,6.02,3.65,1.65,0.0,0.0
dibblro01,27,25,385,0,0,89,1431.0,332,158,27,645,275.0,2.98,1.273,0.195,12.17,5.19,2.35,0.0,0.0
dibutpe01,3,0,8,2,0,0,110.0,27,9,1,15,12.0,2.21,1.064,0.203,3.68,2.95,1.25,0.0,0.0
dickele01,19,27,89,22,4,1,1289.0,443,191,20,135,224.0,4.0,1.5519999999999998,0.262,2.83,4.69,0.6,0.0,0.0
dickera01,100,93,339,15,6,2,5142.0,1671,756,210,1215,629.0,3.97,1.3419999999999999,0.257,6.38,3.3,1.93,0.0,0.0
dickmem01,22,15,125,6,1,8,1049.0,403,207,38,126,164.0,5.33,1.6219999999999999,0.284,3.24,4.22,0.77,0.0,0.0
dicksbr01,0,0,8,0,0,0,44.0,19,8,4,13,5.0,4.91,1.636,0.311,7.98,3.07,2.6,0.0,0.0
dicksja01,26,25,73,2,1,0,1191.0,474,220,60,214,142.0,4.99,1.5519999999999998,0.295,4.85,3.22,1.51,0.0,0.0
dicksji01,5,3,109,0,0,3,427.0,135,69,10,86,89.0,4.36,1.574,0.25,5.44,5.63,0.97,0.0,0.0
dicksla01,0,3,3,0,0,0,41.0,20,11,2,4,5.0,7.24,1.829,0.35700000000000004,2.63,3.29,0.8,0.0,0.0
dicksmu01,172,181,625,149,27,23,9157.0,3029,1240,302,1281,1113.0,3.66,1.357,0.256,3.78,3.28,1.15,0.0,0.0
dickswa01,26,50,134,40,4,2,2100.0,759,280,17,202,230.0,3.6,1.413,0.294,2.6,2.96,0.88,0.0,0.0
diehlge01,0,0,2,0,0,0,23.0,6,3,0,1,6.0,3.52,1.565,0.214,1.17,7.04,0.17,0.0,0.0
dierkla01,139,123,356,106,25,1,7001.0,2130,857,184,1493,804.0,3.31,1.2570000000000001,0.24,5.76,3.1,1.86,0.0,0.0
dietrbi01,108,128,366,92,17,11,6011.0,2117,997,128,660,912.0,4.48,1.5119999999999998,0.266,2.96,4.1,0.72,0.0,0.0
dietzdu01,14,16,106,7,1,6,885.0,303,127,18,79,117.0,3.87,1.4240000000000002,0.261,2.41,3.57,0.68,0.0,0.0
difelma01,5,1,77,0,0,0,221.0,69,31,11,71,28.0,3.79,1.317,0.24600000000000002,8.67,3.42,2.54,0.0,0.0
diggibe01,0,4,5,0,0,0,72.0,28,23,4,15,20.0,8.62,2.0,0.301,5.62,7.5,0.75,0.0,0.0
diggsre01,1,2,4,2,0,0,64.0,26,16,3,2,15.0,6.75,1.922,0.313,0.84,6.33,0.13,0.0,0.0
dilauja01,2,7,65,0,0,4,292.0,84,33,8,50,42.0,3.05,1.295,0.23,4.62,3.88,1.19,0.0,0.0
dillati01,1,4,73,0,0,0,253.0,95,44,9,62,37.0,4.7,1.565,0.29100000000000004,6.62,3.95,1.68,0.0,0.0
dilliha01,0,1,11,1,0,0,101.0,41,17,0,11,26.0,4.54,1.99,0.34700000000000003,2.94,6.95,0.42,0.0,0.0
dillmbi01,7,12,50,2,1,3,464.0,143,78,17,86,61.0,4.54,1.319,0.248,5.0,3.55,1.41,0.0,0.0
dinarle01,10,18,94,0,0,0,771.0,316,153,26,132,131.0,5.36,1.739,0.311,4.62,4.59,1.01,0.0,0.0
dinnebi01,170,177,391,306,23,7,9224.0,2957,1029,78,1127,906.0,3.01,1.256,0.47,3.3,2.65,1.24,0.025547445255474453,0.0
dipinfr01,35,38,514,0,0,56,2100.0,673,298,53,515,336.0,3.83,1.4409999999999998,0.254,6.62,4.32,1.53,0.0,0.0
dipotje01,27,24,390,0,0,49,1486.0,527,223,33,352,277.0,4.05,1.6230000000000002,0.278,6.4,5.03,1.27,0.0,0.0
dischge01,0,2,8,1,0,0,143.0,43,14,1,14,10.0,2.64,1.112,-4.3,2.64,1.89,1.4,0.0,0.0
dishmgl01,5,10,33,0,0,0,406.0,146,79,17,66,52.0,5.25,1.463,0.272,4.39,3.46,1.27,0.0,0.0
ditmaar01,72,77,287,41,5,14,3804.0,1237,561,138,552,517.0,3.98,1.383,0.253,3.92,3.67,1.07,0.0,0.0
dixonso01,11,18,102,4,0,9,789.0,296,122,25,90,81.0,4.17,1.433,0.278,3.08,2.77,1.11,0.0,0.0
dixonto01,9,14,62,4,2,1,599.0,225,96,11,94,70.0,4.33,1.4769999999999999,0.27899999999999997,4.24,3.16,1.34,0.0,0.0
doakbi01,169,157,453,162,34,16,8348.0,2676,920,71,1014,916.0,2.98,1.291,0.251,3.28,2.96,1.11,0.011278195488721804,0.0
doanewa01,0,1,7,0,0,0,68.0,41,14,1,9,10.0,5.56,2.25,0.41,3.57,3.97,0.9,0.0,0.0
dobenra01,0,0,11,0,0,0,85.0,32,12,0,4,10.0,3.81,1.482,0.28800000000000003,1.27,3.18,0.4,0.0,0.0
doberje01,7,3,76,0,0,1,337.0,107,65,17,55,68.0,5.21,1.558,0.24100000000000002,4.41,5.45,0.81,0.0,0.0
dobsoch01,74,69,202,49,11,0,3775.0,1174,528,125,758,527.0,3.78,1.3519999999999999,0.245,5.42,3.77,1.44,0.0,0.0
dobsojo01,137,103,414,112,22,18,6510.0,2048,874,137,992,861.0,3.62,1.341,0.247,4.11,3.57,1.15,0.0,0.0
dobsopa01,122,129,414,74,14,19,6361.0,2043,833,197,1301,767.0,3.54,1.325,0.252,5.52,3.26,1.7,0.0,0.0
dockige01,8,6,35,5,2,0,395.0,142,52,6,34,40.0,3.55,1.382,0.266,2.32,2.73,0.85,0.0,0.0
dodgesa01,0,0,4,0,0,0,21.0,12,4,0,3,4.0,5.14,2.286,0.364,3.86,5.14,0.75,0.0,0.0
doefr01,0,1,2,1,0,0,30.0,14,10,0,4,9.0,9.0,2.3,0.318,3.6,8.1,0.44,0.0,0.0
dohened01,75,83,183,140,6,2,4178.0,1412,580,13,567,797.0,3.75,1.5859999999999999,9.943999999999999,3.66,5.15,0.71,0.0,0.0
dohmasc01,9,8,164,0,0,1,518.0,180,102,28,166,110.0,5.32,1.68,0.27699999999999997,8.65,5.73,1.51,0.0,0.0
dolanjo01,15,16,39,26,0,1,860.0,314,137,12,87,122.0,4.3,1.521,0.475,2.73,3.83,0.71,0.0,0.0
dollar01,0,1,4,0,0,0,36.0,15,4,1,3,6.0,3.0,1.75,0.326,2.25,4.5,0.5,0.0,0.0
dolsifr01,2,5,48,0,0,2,175.0,63,23,3,32,40.0,3.55,1.766,0.281,4.94,6.17,0.8,0.0,0.0
dominjo01,1,0,18,0,0,0,61.0,20,10,2,17,10.0,4.43,1.475,0.26,7.52,4.43,1.7,0.0,0.0
donahde01,0,2,8,0,0,0,40.0,22,10,0,3,4.0,6.75,1.95,0.36700000000000005,2.02,2.7,0.75,0.0,0.0
donahre01,164,175,367,312,25,3,8899.0,3376,1191,61,787,790.0,3.61,1.4040000000000001,0.8270000000000001,2.39,2.4,1.0,0.0,0.0
donalat01,65,33,153,54,6,1,2797.0,907,365,66,369,377.0,3.52,1.3769999999999998,0.25,3.56,3.64,0.98,0.0,0.0
donaled01,1,0,1,0,0,0,12.0,7,2,0,1,0.0,4.5,1.75,0.41200000000000003,2.25,0.0,inf,0.0,0.0
donnebl01,27,36,190,27,7,12,2075.0,659,268,52,296,322.0,3.49,1.4180000000000001,0.252,3.85,4.19,0.92,0.0,0.0
donnebr01,32,10,386,0,0,6,1156.0,326,138,35,369,185.0,3.22,1.3259999999999998,0.23,8.62,4.32,1.99,0.0,0.0
donneed01,8,12,42,14,1,0,663.0,258,99,10,83,88.0,4.03,1.5659999999999998,0.28600000000000003,3.38,3.58,0.94,0.0,0.0
donnefr01,3,1,7,3,0,2,126.0,51,25,1,6,17.0,5.36,1.619,-3.0,1.29,3.64,0.35,0.0,0.0
donohji01,6,8,70,0,0,7,466.0,152,74,24,116,90.0,4.29,1.558,0.255,6.72,5.21,1.29,0.0,0.0
donohpe01,134,118,344,137,16,12,6337.0,2439,909,68,571,468.0,3.87,1.376,0.284,2.43,1.99,1.22,0.0,0.0
donosli01,4,6,28,3,0,1,290.0,108,56,16,39,40.0,5.21,1.531,0.27899999999999997,3.63,3.72,0.98,0.0,0.0
donovbi01,186,139,378,289,35,8,8894.0,2631,886,30,1552,1150.0,2.69,1.275,0.23199999999999998,4.71,3.49,1.35,0.01492537313432836,0.0
donovbi02,4,6,38,2,0,0,312.0,114,37,2,24,41.0,3.2,1.49,0.27699999999999997,2.08,3.55,0.59,0.0,0.0
donovdi01,122,99,345,101,25,5,6052.0,1988,822,198,880,589.0,3.67,1.2770000000000001,0.254,3.93,2.63,1.49,0.0,0.0
doolise01,10,10,187,0,0,29,578.0,143,65,13,224,42.0,3.04,0.96,0.205,10.46,1.96,5.33,0.0,0.0
dopsojo01,30,47,144,4,1,1,2176.0,752,344,74,386,294.0,4.27,1.442,0.266,4.79,3.65,1.31,0.0,0.0
doranjo01,5,10,15,12,1,0,378.0,160,76,3,55,75.0,5.43,1.865,0.327,3.93,5.36,0.73,0.0,0.0
dorisha01,45,43,323,13,2,44,2503.0,850,355,57,332,324.0,3.83,1.4069999999999998,0.261,3.58,3.5,1.02,0.0,0.0
dornegu01,36,69,131,76,8,1,2731.0,842,341,18,275,381.0,3.37,1.3430000000000002,0.249,2.72,3.77,0.72,0.0,0.0
dorrbe01,2,6,8,8,0,0,198.0,53,19,0,34,1.0,2.59,0.818,-53.0,4.64,0.14,34.0,0.0,0.0
dorseca01,0,1,8,0,0,0,41.0,25,18,2,6,13.0,11.85,2.78,0.385,3.95,8.56,0.46,0.0,0.0
dorseje01,0,1,1,0,0,0,12.0,7,4,1,3,0.0,9.0,1.75,inf,6.75,0.0,inf,0.0,0.0
doschja01,2,10,27,10,0,0,437.0,118,46,3,61,76.0,2.84,1.3319999999999999,0.225,3.77,4.7,0.8,0.0,0.0
doteloc01,59,50,758,0,0,109,2853.0,765,399,117,1143,492.0,3.78,1.3219999999999998,0.221,10.82,4.66,2.32,0.0,0.0
dottega01,0,0,7,0,0,0,37.0,9,7,1,10,8.0,5.11,1.3780000000000001,0.196,7.3,5.84,1.25,0.0,0.0
dotyba01,1,0,1,1,0,0,27.0,9,1,0,4,1.0,1.0,1.111,-9.0,4.0,1.0,4.0,0.0,0.0
doubrfe01,31,26,118,0,0,4,1541.0,540,279,63,442,234.0,4.89,1.507,0.271,7.74,4.1,1.89,0.0,0.0
doughji01,8,8,79,0,0,0,284.0,110,63,11,59,53.0,5.99,1.722,0.293,5.61,5.04,1.11,0.0,0.0
doughto01,1,0,1,0,0,0,6.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
douglph01,94,93,299,95,20,8,5125.0,1626,532,52,683,446.0,2.8,1.213,0.247,3.6,2.35,1.53,0.0,0.0
douglse01,7,13,54,0,0,0,623.0,222,141,34,155,129.0,6.11,1.69,0.27899999999999997,6.72,5.59,1.2,0.0,0.0
douglwh01,3,3,11,0,0,0,141.0,48,17,5,28,35.0,3.26,1.766,0.27,5.36,6.7,0.8,0.0,0.0
dowlida01,1,0,2,1,0,0,30.0,12,2,0,3,0.0,1.8,1.2,0.28600000000000003,2.7,0.0,inf,0.0,0.0
dowlipe01,39,65,117,92,2,1,2722.0,984,390,13,299,405.0,3.87,1.531,-2.43,2.97,4.02,0.74,0.0,0.0
downial01,123,107,405,73,24,3,6805.0,1946,811,177,1639,996.0,3.22,1.297,0.228,6.5,3.95,1.65,0.0,0.0
downsda01,1,1,4,1,1,0,69.0,25,7,1,5,4.0,2.74,1.261,0.294,1.96,1.57,1.25,0.0,0.0
downske01,57,53,237,11,6,1,2891.0,912,413,73,598,452.0,3.86,1.415,0.249,5.58,4.22,1.32,0.0,0.0
downssc01,38,40,619,1,1,27,2254.0,729,297,67,575,341.0,3.56,1.4240000000000002,0.257,6.89,4.08,1.69,0.0,0.0
doyleca01,6,15,51,6,1,2,668.0,277,172,18,101,172.0,6.95,2.016,0.299,4.08,6.95,0.59,0.0,0.0
doyleje01,4,7,55,0,0,9,408.0,183,94,6,38,62.0,6.22,1.801,0.32299999999999995,2.51,4.1,0.61,0.0,0.0
doylejo02,0,3,3,3,0,0,72.0,41,7,0,5,3.0,2.62,1.8330000000000002,0.336,1.88,1.12,1.67,0.0,0.0
doylepa01,5,3,87,0,0,11,271.0,85,38,11,65,54.0,3.79,1.5390000000000001,0.259,6.48,5.38,1.2,0.0,0.0
doylesl01,22,21,75,29,7,1,1309.0,383,138,7,209,159.0,2.85,1.242,0.266,4.31,3.28,1.31,0.0,0.0
doziebu01,0,0,4,0,0,0,33.0,14,8,0,3,7.0,6.55,1.909,0.326,2.45,5.73,0.43,0.0,0.0
drabedo01,155,134,398,53,21,0,7605.0,2448,1052,246,1594,813.0,3.73,1.286,0.252,5.66,2.89,1.96,0.003952569169960474,0.0
drabeky01,8,15,42,0,0,0,533.0,187,104,24,121,116.0,5.27,1.705,0.27699999999999997,6.13,5.88,1.04,0.0,0.0
drabomo01,88,105,589,33,6,55,4923.0,1441,676,182,1162,827.0,3.71,1.382,0.233,6.37,4.54,1.41,0.0,0.0
dragodi01,108,117,519,62,10,58,5625.0,1901,755,157,987,687.0,3.62,1.38,0.264,4.74,3.3,1.44,0.0,0.0
drakelo01,0,1,10,0,0,0,56.0,24,16,0,11,17.0,7.71,2.1959999999999997,0.312,5.3,8.2,0.65,0.0,0.0
draketo01,1,2,18,0,0,0,119.0,49,27,4,13,30.0,6.13,1.992,0.306,2.95,6.81,0.43,0.0,0.0
drapemi01,1,1,29,0,0,0,127.0,53,20,2,16,17.0,4.25,1.6540000000000001,0.317,3.4,3.61,0.94,0.0,0.0
draveda01,64,57,226,28,9,10,3188.0,968,370,97,558,357.0,3.13,1.247,0.24100000000000002,4.73,3.02,1.56,0.0,0.0
dreifda01,48,60,274,3,3,11,2618.0,826,423,90,802,445.0,4.36,1.456,0.249,8.27,4.59,1.8,0.0,0.0
dreiscl01,6,8,46,3,0,2,422.0,160,71,14,39,40.0,4.54,1.422,0.282,2.5,2.56,0.98,0.0,0.0
dresery01,34,39,105,4,0,0,1697.0,673,334,49,301,256.0,5.31,1.642,0.301,4.79,4.07,1.18,0.0,0.0
dressbo01,0,1,1,1,0,0,27.0,12,3,0,8,0.0,3.0,1.3330000000000002,0.293,8.0,0.0,inf,0.0,0.0
dressro01,11,23,82,6,0,0,1171.0,449,181,33,129,120.0,4.17,1.4580000000000002,0.28800000000000003,2.97,2.77,1.08,0.0,0.0
drewska01,44,53,218,26,7,7,2480.0,913,437,72,322,367.0,4.76,1.548,0.278,3.51,4.0,0.88,0.0,0.0
drewti01,2,4,35,0,0,2,254.0,113,66,16,40,46.0,7.02,1.8780000000000001,0.32299999999999995,4.25,4.89,0.87,0.0,0.0
driscde01,38,39,83,72,1,0,2043.0,747,233,7,171,69.0,3.08,1.198,0.364,2.26,0.91,2.48,0.0,0.0
driscmi01,0,1,1,0,0,0,15.0,6,3,0,0,2.0,5.4,1.6,0.273,0.0,3.6,0.0,0.0,0.0
drisktr01,11,14,57,0,0,1,588.0,236,114,30,123,73.0,5.23,1.577,0.298,5.65,3.35,1.68,0.0,0.0
drottdi01,27,46,176,14,5,0,2063.0,626,365,84,460,439.0,4.78,1.5490000000000002,0.237,6.02,5.75,1.05,0.0,0.0
drucklo01,18,15,53,21,0,1,951.0,282,102,4,201,156.0,2.9,1.382,0.243,5.71,4.43,1.29,0.0,0.0
druhoca01,8,10,20,13,1,0,473.0,147,54,1,60,65.0,3.08,1.345,0.245,3.42,3.71,0.92,0.0,0.0
drummti01,3,5,49,0,0,2,340.0,125,54,8,63,52.0,4.29,1.5619999999999998,0.27899999999999997,5.0,4.13,1.21,0.0,0.0
drysddo01,209,166,518,167,49,6,10296.0,3084,1124,280,2486,1132.0,2.95,1.228,0.23800000000000002,6.52,2.97,2.2,0.7841191066997518,1.0
dubiemo01,45,53,187,41,9,11,2638.0,854,378,65,289,353.0,3.87,1.3730000000000002,0.25,2.96,3.61,0.82,0.0,0.0
duboser01,9,15,52,1,0,0,565.0,181,109,25,115,104.0,5.21,1.5130000000000001,0.253,5.5,4.97,1.11,0.0,0.0
dubucje01,85,76,256,101,12,13,4333.0,1290,488,20,438,624.0,3.04,1.325,0.23800000000000002,2.73,3.89,0.7,0.0,0.0
duchsju01,33,25,224,1,1,14,1364.0,396,158,47,347,158.0,3.13,1.218,0.237,6.87,3.13,2.2,0.0,0.0
duckwbr01,23,34,134,0,0,1,1533.0,552,300,63,376,285.0,5.28,1.6380000000000001,0.281,6.62,5.02,1.32,0.0,0.0
duckwji01,7,25,97,2,0,4,801.0,256,156,37,220,177.0,5.26,1.6219999999999999,0.25,7.42,5.97,1.24,0.0,0.0
dudlecl01,17,33,100,18,1,2,1261.0,540,235,25,106,174.0,5.03,1.699,0.304,2.27,3.73,0.61,0.0,0.0
duensbr01,41,37,354,2,2,2,1948.0,691,298,64,428,246.0,4.13,1.443,0.276,5.93,3.41,1.74,0.0,0.0
duesha01,5,7,31,1,0,1,334.0,102,35,6,38,55.0,2.83,1.41,0.249,3.07,4.45,0.69,0.0,0.0
duffaji01,15,8,141,2,0,6,893.0,248,112,27,210,188.0,3.39,1.465,0.225,6.35,5.68,1.12,0.0,0.0
duffijo01,0,2,2,0,0,0,29.0,11,3,1,6,5.0,2.79,1.655,0.282,5.59,4.66,1.2,0.0,0.0
duffla01,1,1,3,0,0,0,38.0,16,7,1,7,3.0,4.97,1.5,0.32,4.97,2.13,2.33,0.0,0.0
duffybe01,0,0,3,0,0,0,34.0,18,7,0,8,3.0,5.56,1.8530000000000002,0.353,6.35,2.38,2.67,0.0,0.0
duffyda01,24,30,92,0,0,1,1330.0,414,187,44,352,213.0,3.8,1.4140000000000001,0.249,7.15,4.32,1.65,0.0,0.0
duganda01,1,4,20,0,0,1,196.0,77,48,8,15,21.0,6.61,1.5,0.28300000000000003,2.07,2.89,0.71,0.0,0.0
duganed01,5,14,20,20,0,0,499.0,196,83,5,60,17.0,4.49,1.281,0.267,3.25,0.92,3.53,0.0,0.0
dugglbi01,93,102,241,159,17,6,5223.0,1844,616,39,453,508.0,3.18,1.351,0.43200000000000005,2.34,2.63,0.89,0.0,0.0
dukema01,0,3,4,2,0,0,69.0,36,19,0,5,19.0,7.43,2.391,-1.895,1.96,7.43,0.26,0.0,0.0
dukesja01,0,2,16,0,0,0,60.0,15,6,0,7,13.0,2.7,1.4,0.214,3.15,5.85,0.54,0.0,0.0
dukesto01,5,16,161,0,0,21,651.0,226,105,19,169,116.0,4.35,1.5759999999999998,0.26899999999999996,7.01,4.81,1.46,0.0,0.0
dukeza01,58,83,360,6,3,2,3616.0,1415,590,122,705,397.0,4.41,1.5030000000000001,0.299,5.26,2.96,1.78,0.0,0.0
dulibbo01,17,12,176,0,0,14,771.0,257,99,25,129,112.0,3.47,1.436,0.264,4.52,3.92,1.15,0.0,0.0
dumatph01,4,13,87,0,0,1,453.0,179,104,24,97,101.0,6.2,1.854,0.299,5.78,6.02,0.96,0.0,0.0
dumonge01,10,23,77,14,4,3,1041.0,294,110,4,128,140.0,2.85,1.251,0.22899999999999998,3.32,3.63,0.91,0.0,0.0
dumovni01,3,5,28,1,0,1,282.0,118,48,4,23,48.0,4.6,1.766,0.305,2.2,4.6,0.48,0.0,0.0
duncaco01,3,3,38,0,0,0,135.0,44,24,5,50,31.0,4.8,1.6669999999999998,0.262,10.0,6.2,1.61,0.0,0.0
dundoed01,9,20,31,23,0,0,743.0,298,117,16,68,53.0,4.25,1.4169999999999998,0.278,2.47,1.93,1.28,0.0,0.0
dunegji01,0,2,7,0,0,0,40.0,13,7,2,3,13.0,4.72,1.95,0.26,2.02,8.78,0.23,0.0,0.0
dunhawi01,2,3,7,3,0,1,114.0,47,24,1,15,16.0,5.68,1.6580000000000001,-2.938,3.55,3.79,0.94,0.0,0.0
dunklda01,17,30,61,36,0,1,1263.0,503,235,10,139,183.0,5.02,1.629,0.509,2.97,3.91,0.76,0.0,0.0
dunnemi01,25,30,85,7,1,0,1423.0,471,215,37,205,249.0,4.08,1.518,0.257,3.89,4.72,0.82,0.0,0.0
dunnian01,0,3,3,2,0,0,60.0,23,15,2,6,19.0,6.75,2.1,0.348,2.7,8.55,0.32,0.0,0.0
dunnist01,23,41,136,7,1,1,1841.0,604,311,82,390,360.0,4.56,1.571,0.258,5.72,5.28,1.08,0.0,0.0
dunnja01,64,59,142,103,3,3,3230.0,1217,492,30,171,388.0,4.11,1.4909999999999999,-3.3160000000000003,1.43,3.24,0.44,0.004291845493562232,0.0
dunnji01,0,0,3,0,0,0,16.0,4,2,0,2,3.0,3.38,1.3119999999999998,0.19,3.38,5.06,0.67,0.0,0.0
dunnmi01,22,24,383,0,0,4,926.0,264,122,29,351,187.0,3.56,1.4609999999999999,0.23199999999999998,10.23,5.45,1.88,0.0,0.0
dupremi01,0,0,12,0,0,0,47.0,18,16,4,5,7.0,9.19,1.5959999999999999,0.281,2.87,4.02,0.71,0.0,0.0
durbich01,43,47,456,3,0,5,2509.0,898,467,123,577,435.0,5.03,1.594,0.278,6.21,4.68,1.33,0.0,0.0
durbijd01,6,6,23,1,1,1,218.0,90,50,6,46,49.0,6.19,1.913,0.312,5.7,6.07,0.94,0.0,0.0
durenry01,27,44,311,2,1,57,1768.0,443,251,40,630,448.0,3.83,1.5119999999999998,0.20600000000000002,9.62,6.84,1.41,0.0,0.0
durhabu01,2,0,9,1,0,1,87.0,37,17,0,6,13.0,5.28,1.724,0.311,1.86,4.03,0.46,0.0,0.0
durhado01,2,11,25,1,0,1,264.0,91,57,8,58,51.0,5.83,1.614,0.264,5.93,5.22,1.14,0.0,0.0
durhaed01,29,44,143,23,3,1,1925.0,677,317,45,204,217.0,4.45,1.393,0.265,2.86,3.04,0.94,0.0,0.0
durhajo01,1,1,3,3,0,0,60.0,21,13,0,3,16.0,5.85,1.85,0.26899999999999996,1.35,7.2,0.19,0.0,0.0
durocja01,3,1,45,0,0,0,166.0,36,19,7,51,28.0,3.09,1.157,0.187,8.3,4.55,1.82,0.0,0.0
duryeje01,59,67,143,104,5,3,3264.0,1101,417,41,416,349.0,3.45,1.3330000000000002,0.797,3.44,2.89,1.19,0.0,0.0
duserca01,1,1,3,0,0,0,24.0,19,7,0,5,4.0,7.88,2.875,0.46299999999999997,5.62,4.5,1.25,0.0,0.0
duzenbi01,0,2,2,2,0,0,39.0,20,20,2,5,14.0,13.85,2.615,-1.429,3.46,9.69,0.36,0.0,0.0
dwyerfr01,176,152,365,270,12,6,8430.0,3301,1202,109,563,799.0,3.85,1.459,3.5269999999999997,1.8,2.56,0.7,0.0,0.0
dyered01,15,15,69,10,2,3,768.0,316,135,11,63,109.0,4.75,1.66,0.305,2.21,3.83,0.58,0.0,0.0
dyermi01,14,18,155,1,0,6,710.0,249,121,19,154,139.0,4.6,1.639,0.273,5.86,5.29,1.11,0.0,0.0
dygerji01,57,49,175,62,16,2,2958.0,798,290,9,583,435.0,2.65,1.251,0.32,5.32,3.97,1.34,0.0,0.0
dysonsa01,8,7,113,0,0,2,387.0,126,46,7,110,57.0,3.21,1.419,0.259,7.67,3.98,1.93,0.0,0.0
earlear01,12,20,223,1,0,14,1144.0,400,190,35,310,217.0,4.48,1.618,0.264,7.32,5.12,1.43,0.0,0.0
earleto01,18,24,91,15,2,5,1079.0,349,151,27,104,152.0,3.78,1.393,0.25,2.6,3.8,0.68,0.0,0.0
earnsge01,127,93,319,115,18,12,5746.0,1981,933,142,1002,834.0,4.38,1.47,0.26,4.71,3.92,1.2,0.02479338842975207,0.0
easlelo01,2,1,27,0,0,2,116.0,31,22,6,27,31.0,5.12,1.6030000000000002,0.225,6.28,7.22,0.87,0.0,0.0
easonma01,36,72,125,90,10,1,2833.0,1015,356,20,273,332.0,3.39,1.426,0.574,2.6,3.16,0.82,0.0,0.0
eastca01,0,0,1,0,0,0,10.0,6,6,0,1,2.0,16.2,2.4,0.4,2.7,5.4,0.5,0.0,0.0
easteja01,23,33,321,0,0,14,1834.0,663,314,48,350,366.0,4.62,1.683,0.27899999999999997,5.15,5.39,0.96,0.0,0.0
easthu01,2,6,19,1,0,0,190.0,85,38,5,27,41.0,5.4,1.989,0.31,3.84,5.83,0.66,0.0,0.0
eastoja01,26,29,76,46,0,2,1567.0,498,239,14,246,289.0,4.12,1.507,0.608,4.24,4.98,0.85,0.0,0.0
eastwra01,28,27,326,0,0,68,1576.0,519,193,38,295,185.0,3.31,1.34,0.256,5.05,3.17,1.59,0.0,0.0
eatonad01,71,68,209,3,0,0,3536.0,1253,647,167,855,533.0,4.94,1.515,0.275,6.53,4.07,1.6,0.0,0.0
eatonze01,4,2,23,0,0,0,207.0,67,34,2,19,51.0,4.43,1.71,0.263,2.48,6.65,0.37,0.0,0.0
eavega01,2,3,16,0,0,0,167.0,49,22,5,25,39.0,3.56,1.581,0.237,4.04,6.31,0.64,0.0,0.0
eavesva01,4,8,24,6,0,0,318.0,105,54,7,46,76.0,4.58,1.7080000000000002,0.259,3.91,6.45,0.61,0.0,0.0
ebertde01,0,1,5,0,0,1,24.0,9,5,2,4,6.0,5.62,1.875,0.31,4.5,6.75,0.67,0.0,0.0
eccleha01,0,1,5,0,0,1,63.0,18,11,2,13,6.0,4.71,1.143,0.24,5.57,2.57,2.17,0.0,0.0
eckeral01,0,2,18,0,0,0,80.0,40,27,3,7,14.0,9.11,2.025,0.33299999999999996,2.36,4.72,0.5,0.0,0.0
eckerch01,0,3,25,1,0,0,215.0,86,36,8,22,29.0,4.52,1.605,0.303,2.76,3.64,0.76,0.0,0.0
eckerde01,197,171,1071,100,20,390,9857.0,3076,1278,347,2401,904.0,3.5,1.2109999999999999,0.244,6.58,2.48,2.66,0.8320158102766798,1.0
eddydo01,0,2,29,0,0,0,103.0,29,9,3,23,27.0,2.36,1.631,0.23399999999999999,6.03,7.08,0.85,0.0,0.0
edelejo01,2,0,27,0,0,0,136.0,56,34,5,26,16.0,6.75,1.588,0.306,5.16,3.18,1.62,0.0,0.0
edensto01,19,12,182,0,0,6,937.0,315,134,20,182,149.0,3.86,1.486,0.264,5.24,4.29,1.22,0.0,0.0
edginjo01,3,3,115,0,0,1,245.0,64,29,9,78,35.0,3.2,1.212,0.218,8.6,3.86,2.23,0.0,0.0
edlefst01,0,1,27,0,0,0,80.0,37,20,3,15,17.0,6.75,2.025,0.33,5.06,5.74,0.88,0.0,0.0
