,seasons_played,All-Star,TripleCrown,MVP,CYA,3000H,500HR,1500RBI,3000K,300W,300SV,g,ab,r,h,double,triple,hr,rbi,sb,cs,so,g_idp,BB,SAC,TB,XBH,AVG,OBP,SLG,OPS,inducted
phillbi01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1038.0,4255.0,562.0,1130.0,214.0,98.0,17.0,534.0,39.0,0.0,215.0,0.0,203.0,0.0,1591.0,329.0,0.266,0.299,0.374,0.6729999999999999,0.0
phillad01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649.0,1875.0,270.0,463.0,86.0,21.0,59.0,173.0,82.0,44.0,485.0,32.0,335.0,20.0,768.0,166.0,0.247,0.358,0.41,0.768,0.0
pettiga01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,3629.0,568.0,855.0,109.0,49.0,21.0,259.0,354.0,104.0,958.0,55.0,533.0,78.0,1125.0,179.0,0.23600000000000002,0.327,0.31,0.637,0.0
petrage01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,809.0,1874.0,184.0,501.0,83.0,9.0,24.0,192.0,8.0,6.0,263.0,62.0,243.0,31.0,674.0,116.0,0.267,0.34600000000000003,0.36,0.706,0.0
peterru02,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0,1222.0,123.0,289.0,53.0,16.0,8.0,117.0,9.0,9.0,199.0,18.0,101.0,24.0,398.0,77.0,0.23600000000000002,0.29,0.326,0.616,0.0
pfefffr01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1670.0,6555.0,1094.0,1671.0,231.0,119.0,94.0,1019.0,382.0,0.0,498.0,0.0,548.0,5.0,2422.0,444.0,0.255,0.312,0.369,0.6809999999999999,0.0
peterjo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.0,2695.0,372.0,748.0,92.0,12.0,3.0,249.0,14.0,8.0,77.0,0.0,24.0,0.0,873.0,107.0,0.278,0.284,0.324,0.608,0.0
phillda01,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1904.0,6296.0,789.0,1700.0,276.0,72.0,84.0,729.0,101.0,63.0,551.0,190.0,625.0,93.0,2372.0,432.0,0.27,0.331,0.377,0.708,0.0
picinva01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1037.0,2877.0,298.0,743.0,166.0,26.0,26.0,298.0,31.0,9.0,382.0,1.0,325.0,106.0,1039.0,218.0,0.258,0.32299999999999995,0.361,0.684,0.0
picciro01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731.0,1628.0,192.0,381.0,56.0,10.0,17.0,109.0,9.0,11.0,254.0,35.0,29.0,64.0,508.0,83.0,0.23399999999999999,0.23800000000000002,0.312,0.55,0.0
perezma01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,3131.0,313.0,771.0,108.0,22.0,22.0,241.0,11.0,17.0,369.0,100.0,265.0,76.0,989.0,152.0,0.24600000000000002,0.298,0.316,0.614,0.0
perezne01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.0,5127.0,640.0,1370.0,238.0,61.0,64.0,489.0,57.0,45.0,503.0,93.0,262.0,145.0,1922.0,363.0,0.267,0.295,0.375,0.67,0.0
phillja02,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.0,892.0,111.0,252.0,42.0,16.0,9.0,101.0,5.0,3.0,86.0,25.0,85.0,12.0,353.0,67.0,0.28300000000000003,0.341,0.396,0.737,0.0
perryge01,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1193.0,3144.0,383.0,832.0,150.0,11.0,59.0,396.0,142.0,75.0,374.0,91.0,373.0,44.0,1181.0,220.0,0.265,0.33799999999999997,0.376,0.7140000000000001,0.0
perryhe01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,1696.0,241.0,461.0,102.0,6.0,55.0,246.0,12.0,8.0,291.0,62.0,173.0,25.0,740.0,163.0,0.272,0.335,0.436,0.7709999999999999,0.0
phillmi01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,712.0,1719.0,166.0,412.0,46.0,24.0,11.0,145.0,12.0,12.0,234.0,41.0,152.0,30.0,539.0,81.0,0.24,0.297,0.314,0.611,0.0
perezto03,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,789.0,1896.0,205.0,455.0,96.0,13.0,24.0,180.0,6.0,7.0,341.0,47.0,163.0,39.0,649.0,133.0,0.24,0.295,0.342,0.637,0.0
paglimi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246.0,3901.0,462.0,942.0,206.0,18.0,134.0,505.0,18.0,16.0,785.0,79.0,418.0,44.0,1586.0,358.0,0.24100000000000002,0.312,0.40700000000000003,0.7190000000000001,0.0
pagnoto01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,2896.0,247.0,733.0,153.0,11.0,44.0,320.0,18.0,21.0,450.0,71.0,234.0,46.0,1040.0,208.0,0.253,0.304,0.359,0.6629999999999999,0.0
pagliji01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.0,2465.0,269.0,622.0,98.0,7.0,90.0,326.0,4.0,7.0,494.0,61.0,394.0,33.0,1004.0,195.0,0.252,0.35100000000000003,0.40700000000000003,0.758,0.0
porteda02,17.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1782.0,5539.0,765.0,1369.0,237.0,48.0,188.0,826.0,39.0,37.0,1025.0,102.0,1056.0,81.0,2266.0,473.0,0.247,0.363,0.409,0.772,0.0
palmede01,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.0,4902.0,734.0,1229.0,231.0,15.0,275.0,849.0,48.0,31.0,1332.0,95.0,577.0,55.0,2315.0,521.0,0.251,0.326,0.47200000000000003,0.7979999999999999,0.0
paquecr01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814.0,2591.0,304.0,620.0,128.0,10.0,99.0,377.0,27.0,13.0,620.0,70.0,138.0,43.0,1065.0,237.0,0.239,0.273,0.41100000000000003,0.684,0.0
parenfr01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1327.0,4984.0,633.0,1306.0,180.0,74.0,20.0,471.0,184.0,0.0,0.0,0.0,384.0,203.0,1694.0,274.0,0.262,0.303,0.34,0.643,0.0
parenma01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,1303.0,112.0,279.0,50.0,0.0,53.0,168.0,3.0,3.0,319.0,28.0,108.0,25.0,488.0,103.0,0.214,0.26899999999999996,0.375,0.644,0.0
popovpa01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.0,1732.0,176.0,403.0,42.0,9.0,14.0,134.0,4.0,10.0,151.0,38.0,149.0,42.0,505.0,65.0,0.233,0.287,0.292,0.579,0.0
palmeor01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1206.0,2335.0,306.0,640.0,113.0,14.0,12.0,226.0,37.0,28.0,230.0,35.0,303.0,80.0,817.0,139.0,0.27399999999999997,0.34700000000000003,0.35,0.6970000000000001,0.0
paganjo01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1326.0,3689.0,387.0,922.0,138.0,26.0,52.0,372.0,46.0,35.0,510.0,81.0,309.0,77.0,1268.0,216.0,0.25,0.302,0.344,0.6459999999999999,0.0
powelja03,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.0,2540.0,353.0,689.0,116.0,26.0,22.0,327.0,65.0,35.0,219.0,18.0,184.0,43.0,923.0,164.0,0.271,0.316,0.363,0.679,0.0
owensp01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1544.0,4930.0,587.0,1211.0,215.0,59.0,46.0,439.0,82.0,62.0,519.0,96.0,641.0,101.0,1682.0,320.0,0.24600000000000002,0.327,0.341,0.6679999999999999,0.0
owenmi01,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209.0,3649.0,338.0,929.0,163.0,21.0,14.0,378.0,36.0,1.0,181.0,122.0,339.0,84.0,1176.0,198.0,0.255,0.311,0.322,0.633,0.0
powerdo01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.0,2088.0,183.0,450.0,72.0,13.0,4.0,199.0,27.0,0.0,0.0,0.0,90.0,60.0,560.0,89.0,0.21600000000000003,0.24100000000000002,0.268,0.509,0.0
pacioto01,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.0,4121.0,494.0,1162.0,232.0,30.0,86.0,503.0,55.0,38.0,704.0,92.0,308.0,61.0,1712.0,348.0,0.282,0.327,0.415,0.742,0.0
postwa01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204.0,4007.0,594.0,1064.0,194.0,28.0,210.0,699.0,19.0,13.0,813.0,93.0,379.0,39.0,1944.0,432.0,0.266,0.326,0.485,0.8109999999999999,0.0
plummbi01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.0,892.0,72.0,168.0,37.0,1.0,14.0,82.0,4.0,3.0,191.0,22.0,109.0,16.0,249.0,52.0,0.188,0.272,0.27899999999999997,0.551,0.0
patekfr01,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,5530.0,736.0,1340.0,216.0,55.0,41.0,490.0,385.0,131.0,787.0,92.0,587.0,162.0,1789.0,312.0,0.242,0.307,0.324,0.631,0.0
plantph01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0,1883.0,260.0,457.0,90.0,3.0,91.0,292.0,13.0,15.0,476.0,37.0,287.0,22.0,826.0,184.0,0.243,0.33899999999999997,0.439,0.778,0.0
pavledo01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,1373.0,163.0,349.0,73.0,8.0,46.0,193.0,5.0,2.0,237.0,38.0,182.0,17.0,576.0,127.0,0.254,0.33799999999999997,0.42,0.758,0.0
pauljo01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,713.0,92.0,174.0,35.0,2.0,10.0,73.0,13.0,5.0,169.0,13.0,62.0,22.0,243.0,47.0,0.244,0.29600000000000004,0.341,0.637,0.0
pocorbi01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,1457.0,132.0,374.0,71.0,2.0,21.0,172.0,6.0,8.0,109.0,51.0,221.0,29.0,512.0,94.0,0.257,0.349,0.35100000000000003,0.7,0.0
polonlu01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1379.0,4840.0,728.0,1417.0,189.0,70.0,36.0,405.0,321.0,145.0,543.0,91.0,407.0,72.0,1854.0,295.0,0.293,0.34299999999999997,0.38299999999999995,0.726,0.0
pasquda01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905.0,2620.0,341.0,638.0,129.0,15.0,117.0,390.0,7.0,10.0,642.0,43.0,379.0,30.0,1148.0,261.0,0.244,0.336,0.43799999999999994,0.774,0.0
mcgeami01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,2481.0,484.0,684.0,56.0,13.0,0.0,236.0,65.0,24.0,60.0,0.0,26.0,0.0,766.0,69.0,0.276,0.28300000000000003,0.309,0.5920000000000001,0.0
mcgarch01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,3253.0,537.0,872.0,116.0,28.0,9.0,388.0,267.0,0.0,157.0,0.0,197.0,23.0,1071.0,153.0,0.268,0.308,0.32899999999999996,0.637,0.0
mcganda01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1436.0,5222.0,842.0,1482.0,181.0,100.0,42.0,727.0,282.0,0.0,10.0,0.0,659.0,166.0,1989.0,323.0,0.284,0.354,0.381,0.735,0.0
mcfared01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,894.0,3007.0,398.0,826.0,146.0,49.0,13.0,383.0,65.0,0.0,19.0,0.0,272.0,85.0,1109.0,208.0,0.275,0.326,0.369,0.695,0.0
mcintma01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1072.0,3958.0,562.0,1066.0,140.0,69.0,4.0,319.0,120.0,0.0,0.0,0.0,467.0,87.0,1356.0,213.0,0.26899999999999996,0.34,0.34299999999999997,0.6829999999999999,0.0
mckeaed01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1654.0,6890.0,1227.0,2083.0,272.0,158.0,66.0,1124.0,323.0,0.0,157.0,0.0,674.0,46.0,2869.0,496.0,0.302,0.36200000000000004,0.41600000000000004,0.778,0.0
mckecbi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,2843.0,319.0,713.0,86.0,33.0,8.0,240.0,127.0,4.0,199.0,0.0,205.0,132.0,889.0,127.0,0.251,0.289,0.313,0.602,0.0
mcguide01,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1781.0,6290.0,770.0,1748.0,300.0,79.0,45.0,840.0,117.0,0.0,214.0,0.0,599.0,43.0,2341.0,424.0,0.278,0.33899999999999997,0.37200000000000005,0.711,0.0
mccarto01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1275.0,5128.0,1069.0,1496.0,192.0,53.0,44.0,735.0,468.0,0.0,163.0,0.0,587.0,24.0,1926.0,289.0,0.292,0.363,0.376,0.7390000000000001,0.0
mccarle01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,532.0,1479.0,113.0,393.0,47.0,20.0,5.0,137.0,20.0,4.0,109.0,0.0,113.0,50.0,495.0,72.0,0.266,0.308,0.335,0.643,0.0
mccarjo03,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542.0,1557.0,182.0,432.0,72.0,16.0,25.0,209.0,8.0,0.0,114.0,35.0,96.0,19.0,611.0,113.0,0.27699999999999997,0.316,0.392,0.708,0.0
mccarja01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,4195.0,550.0,1203.0,171.0,66.0,7.0,474.0,145.0,0.0,13.0,0.0,292.0,153.0,1527.0,244.0,0.287,0.322,0.364,0.6859999999999999,0.0
mccaral01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,1335.0,136.0,306.0,34.0,11.0,5.0,122.0,23.0,5.0,123.0,0.0,124.0,60.0,377.0,50.0,0.22899999999999998,0.28300000000000003,0.282,0.565,0.0
mccarda01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0,1493.0,182.0,362.0,68.0,8.0,36.0,175.0,9.0,9.0,367.0,42.0,143.0,14.0,554.0,112.0,0.242,0.306,0.371,0.677,0.0
mccurha01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,543.0,1157.0,148.0,326.0,71.0,12.0,9.0,148.0,12.0,9.0,108.0,0.0,132.0,25.0,448.0,92.0,0.282,0.349,0.387,0.736,0.0
mcculcl01,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,3121.0,308.0,785.0,121.0,28.0,52.0,339.0,27.0,1.0,398.0,87.0,288.0,53.0,1118.0,201.0,0.252,0.31,0.358,0.6679999999999999,0.0
mccorba01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.0,3645.0,433.0,867.0,110.0,42.0,15.0,417.0,130.0,0.0,30.0,0.0,305.0,79.0,1106.0,167.0,0.23800000000000002,0.29100000000000004,0.303,0.594,0.0
mccormi02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,2325.0,302.0,640.0,100.0,29.0,14.0,215.0,16.0,3.0,173.0,67.0,191.0,72.0,840.0,143.0,0.275,0.321,0.361,0.682,0.0
mccosba01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170.0,4172.0,664.0,1301.0,214.0,71.0,24.0,397.0,58.0,31.0,261.0,62.0,507.0,81.0,1729.0,309.0,0.312,0.38,0.414,0.794,0.0
mccraqu01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,998.0,2462.0,359.0,675.0,118.0,32.0,21.0,244.0,89.0,44.0,445.0,50.0,249.0,79.0,920.0,171.0,0.27399999999999997,0.331,0.374,0.705,0.0
mccrato01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1468.0,3956.0,484.0,972.0,150.0,42.0,75.0,404.0,143.0,68.0,544.0,70.0,420.0,68.0,1431.0,267.0,0.24600000000000002,0.313,0.36200000000000004,0.675,0.0
mccreto01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799.0,2951.0,464.0,855.0,99.0,76.0,26.0,386.0,116.0,0.0,73.0,0.0,318.0,75.0,1184.0,201.0,0.29,0.35100000000000003,0.401,0.752,0.0
melvibo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692.0,1955.0,174.0,456.0,85.0,6.0,35.0,212.0,4.0,13.0,396.0,50.0,109.0,41.0,658.0,126.0,0.233,0.268,0.337,0.605,0.0
mercaor01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0,562.0,40.0,112.0,17.0,4.0,7.0,45.0,4.0,3.0,82.0,13.0,50.0,8.0,158.0,28.0,0.19899999999999998,0.261,0.281,0.542,0.0
menkede01,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598.0,5071.0,605.0,1270.0,225.0,40.0,101.0,606.0,34.0,54.0,853.0,99.0,817.0,119.0,1878.0,366.0,0.25,0.34700000000000003,0.37,0.7170000000000001,0.0
meltobi01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.0,3971.0,496.0,1004.0,162.0,9.0,160.0,591.0,23.0,24.0,669.0,94.0,552.0,63.0,1664.0,331.0,0.253,0.33899999999999997,0.419,0.758,0.0
melesa01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.0,3437.0,406.0,916.0,168.0,39.0,80.0,544.0,15.0,14.0,342.0,130.0,321.0,38.0,1402.0,287.0,0.267,0.326,0.408,0.7340000000000001,0.0
melhuad01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311.0,735.0,76.0,172.0,40.0,1.0,24.0,98.0,1.0,2.0,193.0,19.0,61.0,5.0,286.0,65.0,0.23399999999999999,0.29100000000000004,0.389,0.68,0.0
melilsk01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1377.0,5063.0,590.0,1316.0,210.0,64.0,22.0,548.0,69.0,65.0,306.0,0.0,339.0,134.0,1720.0,296.0,0.26,0.299,0.34,0.639,0.0
meuseir01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1289.0,4900.0,701.0,1521.0,250.0,93.0,106.0,819.0,113.0,53.0,199.0,0.0,286.0,123.0,2275.0,449.0,0.31,0.34,0.46399999999999997,0.804,0.0
metzgro01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.0,4201.0,453.0,972.0,101.0,71.0,5.0,254.0,83.0,36.0,449.0,79.0,397.0,112.0,1230.0,177.0,0.231,0.29100000000000004,0.293,0.584,0.0
metkoca01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1055.0,3585.0,476.0,934.0,167.0,36.0,47.0,373.0,61.0,28.0,359.0,80.0,329.0,41.0,1314.0,250.0,0.261,0.319,0.36700000000000005,0.6859999999999999,0.0
meyerda01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118.0,3734.0,411.0,944.0,153.0,31.0,86.0,459.0,61.0,29.0,277.0,101.0,261.0,64.0,1417.0,270.0,0.253,0.297,0.379,0.6759999999999999,0.0
meyerch01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,992.0,2834.0,276.0,826.0,120.0,41.0,14.0,363.0,44.0,4.0,162.0,0.0,337.0,55.0,1070.0,175.0,0.29100000000000004,0.361,0.37799999999999995,0.7390000000000001,0.0
merribi01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,1410.0,182.0,383.0,40.0,12.0,8.0,195.0,21.0,0.0,71.0,0.0,116.0,23.0,471.0,60.0,0.272,0.322,0.33399999999999996,0.6559999999999999,0.0
merlolo01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,1085.0,138.0,294.0,67.0,7.0,14.0,125.0,9.0,8.0,213.0,38.0,110.0,33.0,417.0,88.0,0.271,0.32899999999999996,0.384,0.713,0.0
merklfr01,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1638.0,5782.0,720.0,1580.0,290.0,82.0,61.0,733.0,272.0,20.0,583.0,0.0,498.0,146.0,2217.0,433.0,0.273,0.32299999999999995,0.38299999999999995,0.706,0.0
merceor01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391.0,3998.0,564.0,1108.0,229.0,28.0,103.0,585.0,57.0,29.0,661.0,89.0,552.0,33.0,1702.0,360.0,0.27699999999999997,0.36200000000000004,0.426,0.7879999999999999,0.0
mertesa01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1190.0,4405.0,695.0,1227.0,188.0,108.0,40.0,721.0,396.0,0.0,10.0,0.0,455.0,139.0,1751.0,336.0,0.27899999999999997,0.336,0.39799999999999996,0.7340000000000001,0.0
mcnalmi01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.0,1078.0,169.0,257.0,16.0,6.0,1.0,85.0,40.0,19.0,97.0,0.0,94.0,71.0,288.0,23.0,0.23800000000000002,0.282,0.267,0.5489999999999999,0.0
mcnaier01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1251.0,4519.0,592.0,1240.0,229.0,29.0,82.0,633.0,59.0,54.0,328.0,33.0,286.0,64.0,1773.0,340.0,0.27399999999999997,0.313,0.392,0.705,0.0
mcmulke01,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1583.0,5131.0,568.0,1273.0,172.0,26.0,156.0,606.0,20.0,19.0,815.0,134.0,574.0,72.0,1965.0,354.0,0.248,0.32,0.38299999999999995,0.703,0.0
mclemma01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.0,6192.0,943.0,1602.0,255.0,47.0,53.0,615.0,272.0,119.0,983.0,134.0,919.0,157.0,2110.0,355.0,0.259,0.34700000000000003,0.341,0.688,0.0
mcphebi01,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2135.0,8291.0,1678.0,2250.0,303.0,188.0,53.0,1067.0,568.0,0.0,229.0,0.0,1068.0,50.0,3088.0,544.0,0.271,0.353,0.37200000000000005,0.725,0.0
mcquige02,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1550.0,5747.0,832.0,1588.0,315.0,64.0,135.0,794.0,32.0,31.0,634.0,78.0,720.0,130.0,2436.0,514.0,0.276,0.35,0.424,0.774,0.0
mcraebr01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1354.0,5114.0,734.0,1336.0,264.0,58.0,103.0,532.0,196.0,86.0,824.0,87.0,565.0,78.0,2025.0,425.0,0.261,0.33,0.396,0.726,0.0
mcraeha01,19.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2084.0,7218.0,940.0,2091.0,484.0,66.0,191.0,1097.0,109.0,78.0,779.0,186.0,796.0,113.0,3280.0,741.0,0.29,0.355,0.45399999999999996,0.809,0.0
mcreyke01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1502.0,5423.0,727.0,1439.0,284.0,35.0,211.0,807.0,93.0,32.0,707.0,100.0,603.0,80.0,2426.0,530.0,0.265,0.33399999999999996,0.447,0.7809999999999999,0.0
maniocl01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.0,1145.0,96.0,250.0,25.0,3.0,3.0,112.0,5.0,3.0,102.0,3.0,121.0,35.0,290.0,31.0,0.218,0.285,0.253,0.5379999999999999,0.0
manrifr01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,1337.0,151.0,340.0,59.0,11.0,20.0,151.0,18.0,14.0,239.0,31.0,77.0,48.0,481.0,90.0,0.254,0.285,0.36,0.645,0.0
mannle01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1498.0,4716.0,677.0,1332.0,203.0,106.0,44.0,503.0,129.0,21.0,464.0,0.0,352.0,133.0,1879.0,353.0,0.282,0.324,0.39799999999999996,0.722,0.0
manniri01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1555.0,5248.0,664.0,1349.0,189.0,43.0,56.0,458.0,168.0,78.0,616.0,104.0,513.0,104.0,1792.0,288.0,0.257,0.317,0.341,0.6579999999999999,0.0
mannija01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834.0,3510.0,563.0,924.0,172.0,37.0,14.0,361.0,30.0,5.0,195.0,0.0,184.0,0.0,1212.0,223.0,0.263,0.3,0.345,0.645,0.0
malzofr01,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441.0,5428.0,647.0,1486.0,239.0,21.0,133.0,728.0,14.0,14.0,434.0,165.0,380.0,86.0,2166.0,393.0,0.27399999999999997,0.317,0.39899999999999997,0.716,0.0
marsaar01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.0,2273.0,267.0,612.0,67.0,19.0,2.0,221.0,171.0,26.0,117.0,0.0,189.0,82.0,723.0,88.0,0.26899999999999996,0.315,0.318,0.633,0.0
