player_id,seasons_played,All-Star,TripleCrown,MVP,CYA,3000H,500HR,1500RBI,3000K,300W,300SV,w,l,g,cg,sho,sv,ipouts,h,er,hr,so,BB,ERA,WHIP,BAA,K/9,BB/9,K/BB,inducted
nolesdi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,53,277,3,3,11,2580.0,909,436,66,455,400.0,4.56,1.5219999999999998,0.26899999999999996,4.76,4.19,1.14,0.0
nitkocj01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,32,336,0,0,3,1437.0,519,286,57,347,320.0,5.37,1.7519999999999998,0.27899999999999997,6.52,6.01,1.08,0.0
nolanga01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,70,250,45,14,0,5024.0,1505,573,146,1039,473.0,3.08,1.181,0.237,5.58,2.54,2.2,0.0
mintogr01,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,65,710,0,0,150,3392.0,1082,389,43,479,630.0,3.1,1.514,0.259,3.81,5.01,0.76,0.0
mitchwi01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,92,276,93,16,4,4896.0,1464,522,14,921,680.0,2.88,1.314,0.239,5.08,3.75,1.35,0.0
mitchcl01,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125,139,390,145,12,9,6651.0,2613,1016,116,543,676.0,4.12,1.484,0.29,2.2,2.74,0.8,0.0
milnaal01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57,58,188,49,10,7,2989.0,1043,463,43,350,502.0,4.18,1.551,0.266,3.16,4.53,0.7,0.0
minnepa01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,84,253,64,9,10,3931.0,1428,574,122,481,415.0,3.94,1.4069999999999998,0.275,3.3,2.85,1.16,0.0
miltoer01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,85,271,9,4,0,4747.0,1665,878,267,1127,502.0,4.99,1.369,0.266,6.41,2.86,2.25,0.0
mingost01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,33,385,0,0,42,1754.0,544,197,45,329,296.0,3.03,1.4369999999999998,0.248,5.06,4.56,1.11,0.0
monbobi01,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,112,343,78,18,3,5885.0,1995,803,211,1122,526.0,3.68,1.285,0.26,5.15,2.41,2.13,0.0
mongesi01,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,40,435,4,0,56,2292.0,708,300,79,471,406.0,3.53,1.4580000000000002,0.245,5.55,4.78,1.16,0.0
mlickda01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,80,262,6,2,1,3698.0,1337,646,171,834,562.0,4.72,1.541,0.27399999999999997,6.09,4.1,1.48,0.0
mizelvi01,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,88,268,61,15,0,4586.0,1434,654,143,918,751.0,3.85,1.429,0.245,5.4,4.42,1.22,0.0
moffira01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,52,534,0,0,96,2344.0,766,317,61,455,383.0,3.65,1.4709999999999999,0.256,5.24,4.41,1.19,0.0
mogrige01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,131,398,138,20,20,6797.0,2352,808,77,678,641.0,3.21,1.321,0.263,2.69,2.55,1.06,0.0
mohlemi01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,27,347,0,0,10,1251.0,428,231,45,281,274.0,4.99,1.683,0.26899999999999996,6.06,5.91,1.03,0.0
millebo02,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,42,261,23,6,15,2466.0,889,362,72,263,287.0,3.96,1.431,0.273,2.88,3.14,0.92,0.0
millebo04,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,81,694,7,0,51,4654.0,1487,581,101,895,751.0,3.37,1.443,0.253,5.19,4.36,1.19,0.0
mikkepe01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,40,364,0,0,49,1960.0,576,245,59,436,332.0,3.38,1.39,0.237,6.01,4.57,1.31,0.0
millest01,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,103,704,24,5,154,5082.0,1522,610,140,1164,753.0,3.24,1.3430000000000002,0.24,6.18,4.0,1.55,0.0
millsal01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,32,474,0,0,15,1908.0,577,291,83,456,462.0,4.12,1.6340000000000001,0.245,6.45,6.54,0.99,0.0
montejo01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90,83,298,32,11,5,4957.0,1604,650,135,1081,599.0,3.54,1.3330000000000002,0.251,5.89,3.26,1.8,0.0
morrima01,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,92,307,23,8,4,5418.0,1867,799,175,1214,619.0,3.98,1.3769999999999998,0.26899999999999996,6.05,3.08,1.96,0.0
mortogu01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98,88,317,82,19,6,4889.0,1520,567,27,830,605.0,3.13,1.304,0.247,4.58,3.34,1.37,0.0
morrijo04,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,80,297,90,13,23,4605.0,1574,622,57,546,534.0,3.65,1.3730000000000002,0.263,3.2,3.13,1.02,0.0
mullato01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284,220,555,468,30,15,13594.0,4195,1537,98,1803,1490.0,3.05,1.255,0.45,3.58,2.96,1.21,0.0
mulhote01,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,142,685,46,10,5,7727.0,2833,1262,293,1325,816.0,4.41,1.4169999999999998,0.278,4.63,2.85,1.62,0.0
mossido01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,80,460,55,8,50,4644.0,1493,590,156,932,438.0,3.43,1.247,0.248,5.42,2.55,2.13,0.0
mooreea01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162,154,388,230,34,7,8328.0,2474,856,57,1403,1214.0,2.78,1.329,0.313,4.55,3.94,1.16,0.0
mooredo01,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,40,416,0,0,89,1965.0,698,267,53,416,243.0,3.67,1.4369999999999998,0.27399999999999997,5.72,3.34,1.71,0.0
moorera02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,59,365,24,5,46,3218.0,935,484,101,612,599.0,4.06,1.43,0.233,5.13,5.03,1.02,0.0
mooremi01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161,176,450,79,16,2,8495.0,2858,1381,291,1667,1272.0,4.39,1.459,0.261,5.3,4.04,1.31,0.0
monteri01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,17,210,0,0,0,1060.0,344,152,43,212,143.0,3.87,1.3780000000000001,0.254,5.4,3.64,1.48,0.0
morgacy01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,78,210,107,15,3,4336.0,1180,403,18,667,673.0,2.51,1.2819999999999998,0.245,4.15,4.19,0.99,0.0
morgami01,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141,186,597,46,10,8,8317.0,2943,1303,270,1403,1088.0,4.23,1.454,0.273,4.55,3.53,1.29,0.0
morgato01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,47,443,18,7,64,3070.0,1040,410,95,364,374.0,3.61,1.382,0.265,3.2,3.29,0.97,0.0
moosebo01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76,71,289,35,13,19,3913.0,1308,507,75,827,476.0,3.5,1.368,0.26,5.71,3.28,1.74,0.0
torresa01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,58,497,3,1,57,2542.0,857,406,91,540,443.0,4.31,1.534,0.267,5.74,4.71,1.22,0.0
trachst01,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,159,420,20,7,0,7503.0,2587,1219,348,1591,1058.0,4.39,1.4569999999999999,0.268,5.73,3.81,1.5,0.0
turlebo01,13.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,101,85,310,78,24,12,5138.0,1366,693,140,1265,1145.0,3.64,1.466,0.217,6.65,6.02,1.1,0.0
troutst01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,92,301,32,9,4,4504.0,1665,697,90,656,659.0,4.18,1.548,0.28300000000000003,3.93,3.95,1.0,0.0
trombmi01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,47,509,0,0,44,2387.0,800,396,114,672,386.0,4.48,1.4909999999999999,0.261,7.6,4.37,1.74,0.0
tsitojo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,38,149,18,5,3,1989.0,653,304,71,432,312.0,4.13,1.456,0.252,5.86,4.24,1.38,0.0
thurssl01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89,86,288,95,8,13,4628.0,1859,727,93,306,392.0,4.24,1.459,0.294,1.79,2.29,0.78,0.0
tidrodi01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,94,620,32,5,55,5240.0,1705,715,163,975,734.0,3.68,1.396,0.255,5.02,3.78,1.33,0.0
timlimi01,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,73,1058,0,0,141,3613.0,1168,486,118,872,496.0,3.63,1.382,0.258,6.52,3.71,1.76,0.0
tiefebo01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,25,179,0,0,23,948.0,312,135,29,204,114.0,3.84,1.348,0.255,5.81,3.25,1.79,0.0
thomsjo01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63,85,216,10,3,0,3811.0,1398,661,154,800,421.0,4.68,1.432,0.281,5.67,2.98,1.9,0.0
tomlida01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,12,409,0,0,12,1534.0,543,217,32,278,268.0,3.82,1.5859999999999999,0.275,4.89,4.72,1.04,0.0
twitcwa01,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,65,282,15,6,2,3189.0,983,470,92,789,620.0,3.98,1.508,0.245,6.68,5.25,1.27,0.0
vealebo01,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,95,397,78,20,21,5778.0,1684,658,91,1703,949.0,3.07,1.367,0.233,7.96,4.43,1.79,0.0
vaughhi01,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178,137,390,215,41,5,8190.0,2461,754,39,1416,902.0,2.49,1.232,0.23800000000000002,4.67,2.97,1.57,0.0
voisebi01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,84,245,74,13,3,4120.0,1370,585,115,645,603.0,3.83,1.4369999999999998,0.254,4.23,3.95,1.07,0.0
vizcalu01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,30,543,0,0,8,1640.0,495,263,79,492,290.0,4.33,1.436,0.245,8.1,4.77,1.7,0.0
villoro01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,65,717,2,0,8,3504.0,1115,614,136,925,744.0,4.73,1.5919999999999999,0.255,7.13,5.73,1.24,0.0
veresda01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,35,605,0,0,95,2082.0,661,265,78,617,315.0,3.44,1.406,0.252,8.0,4.09,1.96,0.0
vanpoto01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,52,359,2,1,4,2721.0,944,562,143,711,504.0,5.58,1.5959999999999999,0.268,7.06,5.0,1.41,0.0
upshace01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,36,348,0,0,86,1689.0,545,196,37,323,247.0,3.13,1.4069999999999998,0.258,5.16,3.95,1.31,0.0
underto01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,87,379,35,6,18,4758.0,1554,685,130,948,728.0,3.89,1.439,0.255,5.38,4.13,1.3,0.0
urbinug01,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,49,583,0,0,237,2092.0,539,267,86,814,343.0,3.45,1.265,0.21100000000000002,10.51,4.43,2.37,0.0
tylerle01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127,116,323,179,30,7,6690.0,1990,730,51,1003,896.0,2.95,1.294,0.239,4.05,3.62,1.12,0.0
vangiel01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99,102,367,90,13,19,5147.0,1894,815,92,474,741.0,4.28,1.536,0.272,2.49,3.89,0.64,0.0
valdeis01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104,105,325,13,6,1,5482.0,1872,830,234,1173,609.0,4.09,1.358,0.263,5.78,3.0,1.93,0.0
sullifr01,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,100,351,73,15,18,5196.0,1702,692,148,959,637.0,3.6,1.35,0.254,4.98,3.31,1.51,0.0
sullisc01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,28,558,0,0,9,2212.0,671,326,89,622,398.0,3.98,1.45,0.247,7.59,4.86,1.56,0.0
sullimi02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,65,160,99,1,4,3334.0,1292,622,45,285,586.0,5.04,1.69,-3.238,2.31,4.75,0.49,0.0
sturtta01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,44,272,4,0,3,2391.0,886,460,110,480,383.0,5.19,1.5919999999999999,0.285,5.42,4.32,1.25,0.0
sturdto01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,51,335,22,7,17,3411.0,1029,473,107,704,520.0,3.74,1.3619999999999999,0.24100000000000002,5.57,4.12,1.35,0.0
sudhowi01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103,135,279,201,10,3,6259.0,2183,826,62,520,734.0,3.56,1.3980000000000001,1.537,2.24,3.17,0.71,0.0
swancr01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59,72,231,25,7,2,3707.0,1199,514,115,673,417.0,3.74,1.308,0.253,4.9,3.04,1.61,0.0
surkoma01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,76,236,53,7,8,3583.0,1209,581,134,571,508.0,4.38,1.4380000000000002,0.257,4.3,3.83,1.12,0.0
sundrst01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56,41,168,47,4,2,2578.0,944,398,50,214,324.0,4.17,1.476,0.273,2.24,3.39,0.66,0.0
stonede01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,39,215,19,5,12,2058.0,705,341,47,380,400.0,4.47,1.611,0.263,4.99,5.25,0.95,0.0
stoddti01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,35,485,0,0,76,2189.0,680,320,72,582,411.0,3.95,1.495,0.247,7.18,5.07,1.42,0.0
stonest01,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,107,93,320,43,7,1,5365.0,1707,788,184,1065,778.0,3.97,1.39,0.249,5.36,3.92,1.37,0.0
stockwe01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,13,321,0,0,22,1552.0,434,207,60,365,259.0,3.6,1.34,0.22899999999999998,6.35,4.51,1.41,0.0
stiveja01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203,132,388,278,14,4,8663.0,2905,1199,131,1223,1176.0,3.74,1.413,0.9309999999999999,3.81,3.67,1.04,0.0
stobbch01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,130,459,65,7,19,5761.0,2003,916,183,897,800.0,4.29,1.46,0.264,4.2,3.75,1.12,0.0
strinni01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,49,203,46,4,6,2669.0,958,400,52,274,294.0,4.05,1.4069999999999998,0.268,2.77,2.97,0.93,0.0
stratsc01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,114,230,198,10,1,5650.0,2170,809,44,569,444.0,3.87,1.3880000000000001,0.831,2.72,2.12,1.28,0.0
terryra01,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,99,338,75,20,11,5548.0,1748,744,216,1000,498.0,3.62,1.214,0.24600000000000002,4.87,2.42,2.01,0.0
terryad01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197,196,440,367,17,6,10543.0,3525,1460,76,1553,1337.0,3.74,1.383,0.5489999999999999,3.98,3.42,1.16,0.0
terrewa01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,124,321,56,14,0,5960.0,2090,931,187,929,845.0,4.22,1.4769999999999999,0.271,4.21,3.83,1.1,0.0
tewksbo01,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110,102,302,31,7,1,5421.0,2043,787,142,812,355.0,3.92,1.327,0.281,4.04,1.77,2.29,0.0
telemam01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,35,219,1,0,0,1683.0,572,308,92,364,234.0,4.94,1.4369999999999998,0.263,5.84,3.75,1.56,0.0
thomato02,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,128,398,128,15,12,6529.0,2341,995,144,736,736.0,4.11,1.4140000000000001,0.267,3.04,3.04,1.0,0.0
thigpbo01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,36,448,0,0,201,1706.0,537,217,56,376,289.0,3.43,1.453,0.249,5.95,4.57,1.3,0.0
tananfr01,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240,236,638,143,34,1,12565.0,4063,1704,448,2773,1500.0,3.66,1.328,0.252,5.96,3.22,1.85,0.0
talbofr01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,56,195,12,4,1,2561.0,844,391,96,449,392.0,4.12,1.4480000000000002,0.257,4.73,4.13,1.15,0.0
tapanke01,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143,125,361,26,9,0,6795.0,2407,1094,260,1482,637.0,4.35,1.344,0.26899999999999996,5.89,2.53,2.33,0.0
swindgr01,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,122,664,40,12,7,6700.0,2313,957,262,1542,556.0,3.86,1.285,0.265,6.21,2.24,2.77,0.0
swiftbi02,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,78,403,11,4,27,4799.0,1688,702,116,767,602.0,3.95,1.432,0.272,4.32,3.39,1.27,0.0
swiftbi01,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95,82,336,78,7,20,4913.0,1682,651,103,636,387.0,3.58,1.263,0.259,3.5,2.13,1.64,0.0
taylodu01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116,106,274,160,21,3,5749.0,1877,585,39,767,623.0,2.75,1.305,0.299,3.6,2.93,1.23,0.0
tayloja02,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,139,310,278,19,5,7851.0,2502,774,41,657,674.0,2.66,1.214,0.38799999999999996,2.26,2.32,0.97,0.0
tayloro01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,43,491,3,0,72,2400.0,794,349,76,464,306.0,3.93,1.375,0.262,5.22,3.44,1.52,0.0
tavarju01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88,82,828,2,0,23,4213.0,1540,696,113,842,731.0,4.46,1.617,0.285,5.4,4.68,1.15,0.0
taylobi01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,36,100,83,3,4,2399.0,811,282,11,376,180.0,3.17,1.239,0.377,4.23,2.03,2.09,0.0
wiseri01,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188,181,506,138,30,0,9381.0,3227,1281,261,1647,931.0,3.69,1.33,0.264,4.74,2.68,1.77,0.0
vosbeed01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,15,266,0,0,13,700.0,250,112,22,179,130.0,4.32,1.629,0.27699999999999997,6.9,5.01,1.38,0.0
wiltsho01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139,90,357,154,27,34,6337.0,1892,580,54,965,538.0,2.47,1.15,0.24,4.11,2.29,1.79,0.0
witasja01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,41,405,3,1,5,2194.0,775,377,97,645,428.0,4.64,1.645,0.273,7.94,5.27,1.51,0.0
woodeha01,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,62,427,7,1,61,2542.0,816,335,40,484,485.0,3.56,1.535,0.252,5.14,5.15,1.0,0.0
wittbo01,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,157,430,47,11,0,7395.0,2493,1324,252,1955,1451.0,4.83,1.6,0.261,7.14,5.3,1.35,0.0
wohlema01,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,29,533,0,0,119,1660.0,490,244,37,557,315.0,3.97,1.455,0.237,9.06,5.12,1.77,0.0
willimi03,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,54,468,1,0,144,2305.0,764,380,89,584,403.0,4.45,1.5190000000000001,0.261,6.84,4.72,1.45,0.0
willimi02,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,58,619,0,0,192,2074.0,537,280,49,660,635.0,3.65,1.695,0.21600000000000003,8.59,8.27,1.04,0.0
willica01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,16,267,0,0,13,1170.0,424,184,28,222,142.0,4.25,1.4509999999999998,0.278,5.12,3.28,1.56,0.0
willibr01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,38,256,2,1,6,1786.0,655,355,62,397,384.0,5.37,1.745,0.27899999999999997,6.0,5.81,1.03,0.0
wilsoea01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121,109,338,69,13,0,6155.0,1863,842,236,1452,861.0,3.69,1.328,0.23800000000000002,6.37,3.78,1.69,0.0
wilsoji02,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86,89,257,75,19,2,4617.0,1479,686,151,692,664.0,4.01,1.392,0.25,4.05,3.88,1.04,0.0
wilsoja01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,72,281,50,5,20,3395.0,1233,577,73,590,616.0,4.59,1.6340000000000001,0.272,4.69,4.9,0.96,0.0
williwo02,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,116,424,10,2,0,6649.0,2217,1031,309,1480,823.0,4.19,1.3719999999999999,0.259,6.01,3.34,1.8,0.0
willivi01,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249,205,513,388,50,11,11988.0,3621,1167,66,1651,1369.0,2.63,1.249,0.324,3.72,3.08,1.21,0.0
willist02,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109,94,482,42,11,43,5293.0,1527,682,160,1305,881.0,3.48,1.365,0.23,6.66,4.49,1.48,0.0
willisc01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,28,344,0,0,55,1318.0,326,164,35,510,284.0,3.36,1.3880000000000001,0.21,10.45,5.82,1.8,0.0
youngma01,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,95,333,20,5,25,3569.0,1207,582,99,857,630.0,4.4,1.544,0.262,6.48,4.77,1.36,0.0
zahnge01,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111,109,304,79,20,1,5547.0,1978,769,149,705,573.0,3.74,1.38,0.27399999999999997,3.43,2.79,1.23,0.0
zachrpa01,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,67,293,29,7,3,3532.0,1147,461,88,669,562.0,3.52,1.452,0.256,5.11,4.3,1.19,0.0
youngcu01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,53,251,15,3,0,3321.0,1133,530,147,536,410.0,4.31,1.3940000000000001,0.262,4.36,3.33,1.31,0.0
zuverge01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,36,265,9,2,40,1927.0,660,253,56,223,259.0,3.54,1.431,0.265,3.12,3.63,0.86,0.0
zuberbi01,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,42,224,23,3,6,2358.0,767,374,35,383,472.0,4.28,1.5759999999999998,0.255,4.39,5.4,0.81,0.0
zoldasa01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,53,250,30,5,8,2788.0,956,366,54,207,304.0,3.54,1.3559999999999999,0.262,2.0,2.94,0.68,0.0
worthal01,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75,82,602,11,3,110,3740.0,1130,469,105,834,615.0,3.39,1.4,0.24,6.02,4.44,1.36,0.0
